Assemblage_Name	8918921-1-1	1-4485758-1	1-2-719972	1-1-2	1-2-360165	1-2-1	2-9328064-1	1-607690-1	2-1-1	1-1163147-1	1-2-7925981	1-2-6266788	5781429-2-1	2-3-2	8898135-2-719972	0-2-0	2-1-2188645
assemblage-277-528	0	0	115	70	0	260	0	9	46	0	0	0	0	0	0	0	0
assemblage-328-328	11	0	90	188	0	198	0	0	13	0	0	0	0	0	0	0	0
assemblage-630-846	0	0	100	68	0	280	0	10	41	0	0	0	0	0	0	0	1
assemblage-190-596	0	0	98	148	29	222	0	0	0	0	0	0	0	0	0	0	3
assemblage-359-271	0	0	0	140	0	55	0	0	167	0	0	0	0	0	0	133	5
assemblage-985-351	0	0	86	92	0	294	0	0	22	0	0	0	0	0	0	0	6
assemblage-597-671	0	0	0	63	0	328	0	0	72	36	0	0	0	0	0	0	1
assemblage-460-153	0	0	0	41	0	368	0	0	59	30	0	0	0	0	0	0	2
assemblage-684-472	0	0	59	179	0	256	0	0	0	0	0	0	0	0	0	0	6
assemblage-689-477	0	0	64	187	0	244	0	0	0	0	0	0	0	0	0	0	5
assemblage-308-566	0	0	135	123	0	234	0	0	8	0	0	0	0	0	0	0	0
assemblage-471-340	0	0	0	0	0	0	0	0	425	0	0	0	0	0	0	68	7
assemblage-922-687	0	0	0	43	0	368	0	0	88	0	0	0	0	0	0	0	1
assemblage-910-1006	0	0	0	80	0	304	0	0	39	62	0	0	0	0	0	15	0
assemblage-774-471	0	0	33	42	0	257	0	0	148	0	19	0	0	0	0	0	1
assemblage-239-868	0	0	0	127	0	245	0	0	88	15	0	0	0	0	0	25	0
assemblage-543-757	0	0	0	101	0	277	0	0	111	0	0	0	0	0	0	8	3
assemblage-615-216	0	0	20	330	4	140	0	0	0	0	0	0	0	0	0	0	6
assemblage-352-230	0	0	62	19	0	346	0	11	60	0	0	0	0	0	0	0	2
assemblage-614-458	0	0	0	33	0	198	0	0	206	0	0	0	0	7	0	53	3
assemblage-614-459	0	0	0	178	0	136	48	0	93	0	0	0	0	0	0	41	4
assemblage-598-655	0	0	0	0	0	381	0	0	112	5	0	0	0	0	0	0	2
assemblage-336-223	0	0	62	94	0	318	0	5	17	0	0	0	0	0	0	0	4
assemblage-787-982	0	0	117	68	0	263	0	8	43	0	0	0	0	0	0	0	1
assemblage-637-842	0	0	10	66	0	349	0	0	75	0	0	0	0	0	0	0	0
assemblage-912-277	0	0	0	89	0	303	0	0	101	0	0	0	0	0	0	0	7
assemblage-167-585	0	0	111	145	29	214	0	0	0	0	0	0	0	0	0	0	1
assemblage-605-243	0	0	34	129	0	297	0	0	37	0	0	0	0	0	0	0	3
assemblage-498-521	0	0	0	75	0	296	0	0	117	0	0	0	0	0	0	6	6
assemblage-594-235	0	0	33	137	0	288	0	0	42	0	0	0	0	0	0	0	0
assemblage-694-256	0	0	241	166	6	50	0	0	0	0	0	35	0	0	0	0	2
assemblage-160-161	0	0	0	41	0	178	0	0	221	0	0	0	0	10	0	50	0
assemblage-904-260	0	0	8	90	0	318	0	0	84	0	0	0	0	0	0	0	0
assemblage-206-182	0	0	0	23	0	475	0	0	0	0	0	0	0	0	0	0	2
assemblage-396-352	0	0	67	78	21	283	0	0	48	0	0	0	0	0	0	0	3
assemblage-178-601	0	0	162	153	0	182	0	0	0	0	0	0	0	0	0	0	3
assemblage-165-927	0	0	85	223	24	167	0	0	0	0	0	0	0	0	0	0	1
assemblage-712-891	0	0	110	65	0	271	0	0	50	0	0	0	0	0	0	0	4
assemblage-635-856	0	0	0	114	0	305	0	0	78	0	0	0	0	0	0	0	3
assemblage-412-358	0	0	22	137	0	293	0	0	46	0	0	0	0	0	0	0	2
assemblage-319-550	0	0	10	68	0	395	0	0	27	0	0	0	0	0	0	0	0
assemblage-259-333	0	0	82	97	0	304	0	0	6	0	0	0	0	0	0	0	11
assemblage-520-558	0	0	102	126	0	271	0	0	0	0	0	0	0	0	0	0	1
assemblage-160-196	0	0	0	166	0	234	0	0	35	21	0	0	0	0	0	42	2
assemblage-359-264	0	0	0	164	0	56	0	0	153	0	0	0	0	0	0	122	5
assemblage-520-549	0	0	122	172	7	190	0	0	0	0	0	9	0	0	0	0	0
assemblage-242-242	0	0	0	0	0	0	0	0	230	0	0	0	0	75	0	194	1
assemblage-929-680	0	0	0	94	0	335	0	0	66	0	0	0	0	0	0	0	5
assemblage-943-691	0	0	0	59	0	361	0	0	79	0	0	0	0	0	0	0	1
assemblage-305-132	0	0	0	77	0	319	0	0	36	53	0	0	0	0	0	15	0
assemblage-526-916	0	0	0	83	0	291	0	0	45	62	0	0	0	0	0	19	0
assemblage-358-789	0	0	123	200	22	155	0	0	0	0	0	0	0	0	0	0	0
assemblage-611-217	0	0	150	182	0	166	0	0	0	0	0	0	0	0	0	0	2
assemblage-670-392	0	0	22	334	5	135	0	0	0	0	0	0	0	0	0	0	4
assemblage-907-527	0	0	0	375	0	125	0	0	0	0	0	0	0	0	0	0	0
assemblage-358-786	0	0	39	210	13	238	0	0	0	0	0	0	0	0	0	0	0
assemblage-742-872	0	0	0	145	0	51	0	0	150	0	0	0	0	6	0	148	0
assemblage-627-458	0	0	0	152	0	235	0	0	13	23	0	0	0	0	0	76	1
assemblage-545-737	0	0	0	61	0	349	0	0	88	0	0	0	0	0	0	0	2
assemblage-606-238	10	0	91	187	0	202	0	0	9	0	0	0	0	0	0	0	1
assemblage-195-187	0	0	0	35	0	464	0	0	0	0	0	0	0	0	0	0	1
assemblage-171-608	0	0	83	175	0	237	0	0	0	0	0	0	0	0	0	0	5
assemblage-466-351	0	0	0	0	0	0	4	0	424	0	0	0	0	0	0	71	1
assemblage-687-910	0	6	72	13	0	345	0	10	53	0	0	0	0	0	0	0	1
assemblage-209-176	0	0	0	31	0	463	0	0	0	0	0	0	0	0	0	0	6
assemblage-281-541	0	0	96	55	0	275	0	17	57	0	0	0	0	0	0	0	0
assemblage-762-878	0	0	0	198	0	129	38	0	78	0	0	0	0	0	0	54	3
assemblage-181-190	0	0	0	140	0	69	0	0	153	0	0	0	0	0	0	134	4
assemblage-168-953	0	0	240	176	0	55	0	0	0	0	0	21	0	0	0	0	8
assemblage-990-345	0	0	107	77	0	276	0	0	34	0	0	0	0	0	0	0	6
assemblage-549-750	0	0	0	47	0	331	0	0	74	48	0	0	0	0	0	0	0
assemblage-480-335	0	0	0	0	0	0	6	0	437	0	0	0	0	0	0	56	1
assemblage-535-559	0	0	34	246	12	208	0	0	0	0	0	0	0	0	0	0	0
assemblage-183-166	0	0	0	152	0	228	0	0	28	22	0	0	0	0	0	70	0
assemblage-176-599	0	0	23	342	0	131	0	0	0	0	0	0	0	0	0	0	4
assemblage-924-289	0	0	10	65	0	389	0	0	32	0	0	0	0	0	0	0	4
assemblage-235-847	0	0	0	119	0	251	0	0	93	15	0	0	0	0	0	22	0
assemblage-298-582	0	0	125	136	0	229	0	0	10	0	0	0	0	0	0	0	0
assemblage-172-188	0	0	0	41	0	177	0	0	214	0	0	0	0	0	0	59	9
assemblage-299-556	0	0	7	59	0	399	0	0	30	0	0	0	0	0	0	0	5
assemblage-809-471	0	0	23	29	0	419	0	0	19	0	0	0	0	0	8	0	2
assemblage-183-592	0	0	151	147	0	198	0	0	0	0	0	0	0	0	0	0	4
assemblage-870-401	0	0	0	68	0	361	0	0	69	0	0	0	2	0	0	0	0
assemblage-299-553	0	0	129	151	0	204	0	0	16	0	0	0	0	0	0	0	0
assemblage-267-236	0	0	0	0	0	0	0	0	212	0	0	0	0	60	0	227	1
assemblage-690-252	0	0	104	221	22	152	0	0	0	0	0	0	0	0	0	0	1
assemblage-889-395	0	0	49	38	0	239	0	0	160	0	14	0	0	0	0	0	0
assemblage-619-459	0	0	0	158	0	228	0	0	37	26	0	0	0	0	0	51	0
assemblage-296-136	0	0	0	185	0	82	0	0	199	0	0	0	0	0	0	30	4
assemblage-609-214	0	0	28	340	0	129	0	0	0	0	0	0	0	0	0	0	3
assemblage-526-929	0	0	0	90	0	231	0	0	174	0	0	0	0	0	0	5	0
assemblage-950-251	0	0	0	56	0	354	0	0	90	0	0	0	0	0	0	0	0
assemblage-663-393	0	0	147	149	0	201	0	0	0	0	0	0	0	0	0	0	3
assemblage-1000-339	0	0	62	94	0	320	0	0	17	0	0	0	0	0	0	0	7
assemblage-154-592	0	0	141	153	0	206	0	0	0	0	0	0	0	0	0	0	0
assemblage-181-932	0	0	34	225	12	229	0	0	0	0	0	0	0	0	0	0	0
assemblage-343-236	0	9	12	86	0	323	0	0	70	0	0	0	0	0	0	0	0
assemblage-152-958	0	0	247	154	0	66	0	0	0	0	0	26	0	0	0	0	7
assemblage-503-944	0	0	0	108	0	214	0	0	176	0	0	0	0	0	0	0	2
assemblage-150-176	0	0	0	151	0	214	0	0	38	28	0	0	0	0	0	68	1
assemblage-537-763	0	0	0	72	0	330	0	0	90	0	0	0	0	0	0	0	8
assemblage-911-277	0	0	6	58	0	331	0	0	100	0	0	0	0	0	0	0	5
assemblage-500-534	0	0	0	41	0	344	0	0	63	50	0	0	0	0	0	0	2
assemblage-594-237	0	0	129	155	0	215	0	0	1	0	0	0	0	0	0	0	0
assemblage-790-466	0	0	0	112	0	303	0	0	77	0	0	0	0	0	0	0	8
assemblage-235-826	0	0	0	172	0	91	0	0	206	0	0	0	0	0	0	29	2
assemblage-585-209	0	0	32	315	0	148	0	0	0	0	0	0	0	0	0	0	5
assemblage-285-119	0	0	0	108	0	263	0	0	96	16	0	0	0	0	0	17	0
assemblage-936-250	0	0	0	91	0	353	0	0	54	0	0	0	0	0	0	0	2
assemblage-988-353	0	0	88	73	0	278	0	0	53	0	0	0	0	0	0	0	8
assemblage-692-481	0	0	166	131	0	197	0	0	0	0	0	0	0	0	0	0	6
assemblage-497-531	0	0	0	98	0	290	0	0	104	0	0	0	0	0	0	3	5
assemblage-604-675	0	0	0	81	0	355	0	0	63	0	0	0	0	0	0	0	1
assemblage-481-156	0	0	0	49	0	343	0	0	74	34	0	0	0	0	0	0	0
assemblage-465-144	0	0	0	17	0	362	0	0	115	0	0	0	0	0	0	0	6
assemblage-607-238	9	0	104	211	0	171	0	0	4	0	0	0	0	0	0	0	1
assemblage-508-917	0	0	0	83	0	301	0	0	41	61	0	0	0	0	0	14	0
assemblage-806-986	0	0	10	62	0	343	0	0	85	0	0	0	0	0	0	0	0
assemblage-666-410	0	0	82	156	22	237	0	0	0	0	0	0	0	0	0	0	3
assemblage-667-848	0	0	0	92	0	315	0	0	91	0	0	0	0	0	0	0	2
assemblage-763-893	0	0	0	120	0	67	0	0	161	0	0	0	0	0	0	144	8
assemblage-991-355	0	9	19	72	0	343	0	0	57	0	0	0	0	0	0	0	0
assemblage-711-905	0	0	70	23	0	349	0	3	55	0	0	0	0	0	0	0	0
assemblage-405-331	0	0	143	139	0	213	0	0	5	0	0	0	0	0	0	0	0
assemblage-267-347	0	0	77	90	0	309	0	0	15	0	0	0	0	0	0	0	9
assemblage-702-912	0	0	68	92	0	319	0	0	12	0	0	0	0	0	0	0	9
assemblage-520-527	0	0	0	68	0	341	0	0	89	0	0	0	0	0	0	0	2
assemblage-471-319	0	0	0	0	0	0	9	0	435	0	0	0	0	0	0	55	1
assemblage-302-569	0	0	74	67	18	284	0	0	56	0	0	0	0	0	0	0	1
assemblage-499-512	0	0	0	62	0	357	0	0	78	0	0	0	0	0	0	0	3
assemblage-230-157	0	0	0	23	0	476	0	0	0	0	0	0	0	0	0	0	1
assemblage-891-274	0	0	11	65	0	390	0	0	32	0	0	0	0	0	0	0	2
assemblage-371-808	0	0	90	211	14	185	0	0	0	0	0	0	0	0	0	0	0
assemblage-916-1002	0	0	0	178	0	111	0	0	178	0	0	0	0	0	0	31	2
assemblage-575-740	0	0	0	10	0	341	0	0	136	7	0	0	0	0	0	0	6
assemblage-799-965	0	0	14	69	0	376	0	0	37	0	0	0	0	0	0	0	4
assemblage-599-246	0	0	77	127	0	254	0	0	36	0	0	0	0	0	0	0	6
assemblage-398-355	0	0	24	153	0	287	0	0	35	0	0	0	0	0	0	0	1
assemblage-526-569	0	0	94	155	0	248	0	0	0	0	0	0	0	0	0	0	3
assemblage-509-534	0	0	0	62	0	354	0	0	84	0	0	0	0	0	0	0	0
assemblage-675-257	0	0	95	230	11	164	0	0	0	0	0	0	0	0	0	0	0
assemblage-612-218	0	0	24	322	5	142	0	0	0	0	0	0	0	0	0	0	7
assemblage-525-913	0	0	0	118	0	196	0	0	171	0	0	0	0	0	0	6	9
assemblage-164-933	0	0	91	241	15	153	0	0	0	0	0	0	0	0	0	0	0
assemblage-470-127	0	0	0	15	0	355	0	0	115	0	0	0	0	0	0	0	15
assemblage-257-856	0	0	0	105	0	208	0	0	137	25	0	0	0	0	0	25	0
assemblage-782-467	0	0	11	32	0	431	0	0	16	0	0	0	0	0	7	0	3
assemblage-540-938	0	0	0	114	0	276	0	0	88	5	0	0	0	0	0	16	1
assemblage-477-336	0	0	0	0	0	0	0	0	436	0	0	0	0	0	0	60	4
assemblage-370-281	0	0	0	132	0	149	12	0	111	6	0	0	0	0	0	86	4
assemblage-672-407	0	0	101	124	29	245	0	0	0	0	0	0	0	0	0	0	1
assemblage-928-1006	0	0	0	82	0	238	0	0	170	0	0	0	0	0	0	10	0
assemblage-250-872	0	0	0	135	0	249	0	0	93	9	0	0	0	0	0	14	0
assemblage-510-572	0	0	220	174	0	75	0	0	0	0	0	27	0	0	0	0	4
assemblage-673-388	0	0	108	135	35	221	0	0	0	0	0	0	0	0	0	0	1
assemblage-288-575	12	0	109	191	0	181	0	0	6	0	0	0	0	0	0	0	1
assemblage-356-329	5	0	104	174	0	207	0	0	7	0	0	0	0	0	0	0	3
assemblage-935-1004	0	0	0	104	0	222	0	0	170	0	0	0	0	0	0	0	4
assemblage-988-336	0	4	19	70	0	324	0	0	82	0	0	0	0	0	0	0	1
assemblage-344-220	0	0	61	22	0	356	0	7	53	0	0	0	0	0	0	0	1
assemblage-352-266	0	0	0	202	0	112	55	0	85	0	0	0	0	0	0	43	3
assemblage-261-343	0	0	117	83	0	247	0	0	49	0	0	0	0	0	0	0	4
assemblage-793-991	0	0	0	94	0	308	0	0	96	0	0	0	0	0	0	0	2
assemblage-689-249	0	0	114	120	0	266	0	0	0	0	0	0	0	0	0	0	0
assemblage-923-976	0	0	0	110	0	205	0	0	180	0	0	0	0	0	0	0	5
assemblage-178-167	0	0	0	158	0	138	69	0	95	0	0	0	0	0	0	37	3
assemblage-562-744	0	0	0	85	0	331	0	0	81	0	0	0	0	0	0	0	3
assemblage-263-346	0	0	96	92	0	265	0	0	43	0	0	0	0	0	0	0	4
assemblage-667-407	0	0	20	340	9	128	0	0	0	0	0	0	0	0	0	0	3
assemblage-471-161	0	0	0	84	0	290	0	0	109	0	0	0	0	0	0	10	7
assemblage-955-695	0	0	0	68	0	336	0	0	96	0	0	0	0	0	0	0	0
assemblage-562-770	0	0	0	14	0	375	0	0	99	0	0	0	0	0	0	0	12
assemblage-809-982	0	0	96	79	0	265	0	12	46	0	0	0	0	0	0	0	2
assemblage-594-250	0	0	23	147	0	273	0	0	56	0	0	0	0	0	0	0	1
assemblage-491-357	0	0	0	0	0	0	7	0	430	0	0	0	0	0	0	63	0
assemblage-491-516	0	0	0	72	0	339	0	0	87	0	0	0	0	0	0	0	2
assemblage-340-344	6	0	109	176	0	195	0	0	14	0	0	0	0	0	0	0	0
assemblage-921-684	0	0	41	29	0	230	0	0	180	0	17	0	0	0	0	0	3
assemblage-900-267	0	0	7	78	0	318	0	0	97	0	0	0	0	0	0	0	0
assemblage-709-471	0	0	71	166	0	260	0	0	0	0	0	0	0	0	0	0	3
assemblage-291-540	0	0	0	94	0	321	0	0	79	0	0	0	0	0	0	0	6
assemblage-532-565	0	0	104	128	0	268	0	0	0	0	0	0	0	0	0	0	0
assemblage-602-233	0	0	156	165	0	175	0	0	0	0	0	0	0	0	0	0	4
assemblage-868-416	0	0	54	43	0	259	0	0	128	0	14	0	0	0	0	0	2
assemblage-164-945	0	0	255	152	0	53	0	0	0	0	0	34	0	0	0	0	6
assemblage-609-673	0	0	0	69	0	316	0	0	103	0	0	0	0	0	0	10	2
assemblage-361-255	0	0	0	159	0	234	0	0	32	19	0	0	0	0	0	56	0
assemblage-194-177	0	0	0	27	0	471	0	0	0	0	0	0	0	0	0	0	2
assemblage-906-535	0	0	0	396	0	102	0	0	0	0	0	0	0	0	0	0	2
assemblage-915-529	0	0	0	398	0	102	0	0	0	0	0	0	0	0	0	0	0
assemblage-518-548	0	0	116	134	0	249	0	0	0	0	0	0	0	0	0	0	1
assemblage-699-475	0	0	90	143	30	236	0	0	0	0	0	0	0	0	0	0	1
assemblage-919-1011	0	0	0	106	0	264	0	0	103	11	0	0	0	0	0	16	0
assemblage-458-160	0	0	0	14	0	354	0	0	116	7	0	0	0	0	0	0	9
assemblage-247-871	0	0	0	88	0	300	0	0	38	56	0	0	0	0	0	18	0
assemblage-760-869	0	0	0	41	0	169	0	0	233	0	0	0	0	6	0	49	2
assemblage-253-215	0	0	0	0	0	0	0	0	202	0	0	0	0	69	0	228	1
assemblage-258-243	0	0	0	0	0	0	0	0	224	0	0	0	0	63	0	211	2
assemblage-229-848	0	0	0	166	0	93	0	0	214	0	0	0	0	0	0	26	1
assemblage-297-123	0	0	0	162	0	95	0	0	204	0	0	0	0	0	0	31	8
assemblage-262-855	0	0	0	78	0	297	0	0	42	66	0	0	0	0	0	17	0
assemblage-767-883	0	0	0	192	0	114	44	0	78	0	0	0	0	0	0	70	2
assemblage-790-480	0	0	51	49	0	222	0	0	154	0	22	0	0	0	0	0	2
assemblage-604-218	0	0	99	139	26	234	0	0	0	0	0	0	0	0	0	0	2
assemblage-356-798	0	0	22	219	23	236	0	0	0	0	0	0	0	0	0	0	0
assemblage-524-544	0	0	38	230	12	220	0	0	0	0	0	0	0	0	0	0	0
assemblage-713-902	0	0	96	84	0	273	0	0	44	0	0	0	0	0	0	0	3
assemblage-912-548	0	0	0	410	0	86	0	0	0	0	0	0	0	0	0	0	4
assemblage-414-339	0	0	58	72	24	294	0	0	49	0	0	0	0	0	0	0	3
assemblage-713-907	0	0	93	12	0	302	0	12	81	0	0	0	0	0	0	0	0
assemblage-499-537	0	0	0	16	0	372	0	0	106	0	0	0	0	0	0	3	3
assemblage-539-762	0	0	0	38	0	333	0	0	84	45	0	0	0	0	0	0	0
assemblage-599-228	0	0	27	140	0	278	0	0	54	0	0	0	0	0	0	0	1
assemblage-804-979	0	0	113	57	0	263	0	12	54	0	0	0	0	0	0	0	1
assemblage-784-478	0	0	0	102	0	317	0	0	69	0	0	0	12	0	0	0	0
assemblage-353-252	0	0	0	176	0	227	0	0	21	19	0	0	0	0	0	56	1
assemblage-608-642	0	0	0	61	0	331	0	0	93	12	0	0	0	0	0	0	3
assemblage-458-145	0	0	0	87	0	298	0	0	100	0	0	0	0	0	0	9	6
assemblage-204-172	0	0	0	16	0	484	0	0	0	0	0	0	0	0	0	0	0
assemblage-692-253	0	0	39	243	6	212	0	0	0	0	0	0	0	0	0	0	0
assemblage-151-166	0	0	0	30	0	198	0	0	208	0	0	0	0	9	0	55	0
assemblage-768-861	0	0	0	32	0	208	0	0	205	0	0	0	0	9	0	46	0
assemblage-793-461	0	0	30	37	0	259	0	0	157	0	16	0	0	0	0	0	1
assemblage-936-696	0	0	16	45	0	352	0	0	80	0	0	0	0	0	0	0	7
assemblage-298-562	0	0	79	69	18	273	0	0	61	0	0	0	0	0	0	0	0
assemblage-256-346	0	0	75	100	0	303	0	0	18	0	0	0	0	0	0	0	4
assemblage-525-934	0	0	0	215	0	70	0	0	184	0	0	0	0	0	0	30	1
assemblage-325-227	0	6	98	58	0	290	0	0	48	0	0	0	0	0	0	0	0
assemblage-352-801	0	0	104	223	23	150	0	0	0	0	0	0	0	0	0	0	0
assemblage-254-348	0	0	69	90	0	319	0	0	17	0	0	0	0	0	0	0	5
assemblage-391-369	0	0	28	146	0	265	0	0	59	0	0	0	0	0	0	0	2
assemblage-873-390	0	0	34	33	0	263	0	0	156	0	12	0	0	0	0	0	2
assemblage-664-252	0	0	43	228	12	216	0	0	0	0	0	0	0	0	0	0	1
assemblage-351-254	0	0	0	143	0	44	0	0	178	0	0	0	0	0	0	134	1
assemblage-638-844	0	0	98	58	0	277	0	12	54	0	0	0	0	0	0	0	1
assemblage-406-358	10	0	95	163	0	219	0	0	11	0	0	0	0	0	0	0	2
assemblage-478-349	0	0	0	0	0	0	0	0	447	0	0	0	0	0	0	53	0
assemblage-294-127	0	0	0	77	0	303	0	0	50	62	0	0	0	0	0	8	0
assemblage-894-551	0	0	0	413	0	83	0	0	0	0	0	0	0	0	0	0	4
assemblage-185-590	0	0	53	202	0	241	0	0	0	0	0	0	0	0	0	0	4
assemblage-708-462	0	0	61	186	0	252	0	0	0	0	0	0	0	0	0	0	1
assemblage-371-811	0	0	237	185	0	50	0	0	0	0	0	20	0	0	0	0	8
assemblage-960-692	0	0	34	38	0	251	0	0	157	0	20	0	0	0	0	0	0
assemblage-619-655	0	0	0	50	0	351	0	0	63	36	0	0	0	0	0	0	0
assemblage-884-412	0	0	0	57	0	356	0	0	86	0	0	0	0	0	0	0	1
assemblage-934-1004	0	0	0	107	0	242	0	0	106	19	0	0	0	0	0	26	0
assemblage-713-915	0	0	61	14	0	351	0	7	67	0	0	0	0	0	0	0	0
assemblage-820-982	0	0	0	83	0	329	0	0	82	0	0	0	0	0	0	0	6
assemblage-980-351	0	14	83	76	0	283	0	0	43	0	0	0	0	0	0	0	1
assemblage-457-134	0	0	0	12	0	378	0	0	100	0	0	0	0	0	0	0	10
