Assemblage_Name	8918921-1-1	1-4485758-1	1-2-719972	1-1-2	1-2-360165	1-2-1	2-9328064-1	1-607690-1	2-1-1	1-1163147-1	1-2-7925981	1-2-6266788	5781429-2-1	2-3-2	8898135-2-719972	0-2-0	2-1-2188645
assemblage-160-948	0	0	28	252	7	213	0	0	0	0	0	0	0	0	0	0	0
assemblage-357-334	0	0	75	65	13	290	0	0	57	0	0	0	0	0	0	0	0
assemblage-679-391	0	0	100	135	25	240	0	0	0	0	0	0	0	0	0	0	0
assemblage-610-223	0	0	151	141	0	207	0	0	0	0	0	0	0	0	0	0	1
assemblage-688-487	0	0	25	310	0	157	0	0	0	0	0	0	0	0	0	0	8
assemblage-349-339	0	0	137	135	0	213	0	0	12	0	0	0	0	0	0	0	3
assemblage-803-461	0	0	21	35	0	420	0	0	14	0	0	0	0	0	10	0	0
assemblage-260-232	0	0	0	94	0	157	0	0	160	0	0	0	0	16	0	70	3
assemblage-977-352	0	0	70	17	0	342	0	10	61	0	0	0	0	0	0	0	0
assemblage-614-667	0	0	0	93	0	297	0	0	103	0	0	0	0	0	0	0	7
assemblage-198-177	0	0	0	35	0	464	0	0	0	0	0	0	0	0	0	0	1
assemblage-898-542	0	0	0	397	0	99	0	0	0	0	0	0	0	0	0	0	4
assemblage-942-233	0	0	0	58	0	337	0	0	105	0	0	0	0	0	0	0	0
assemblage-894-247	0	0	18	84	0	370	0	0	26	0	0	0	0	0	0	0	2
assemblage-894-530	0	0	0	395	0	101	0	0	0	0	0	0	0	0	0	0	4
assemblage-930-240	0	0	0	100	0	324	0	0	65	0	0	0	8	0	0	0	3
assemblage-411-344	0	0	124	123	0	245	0	0	7	0	0	0	0	0	0	0	1
assemblage-673-417	0	0	60	184	0	254	0	0	0	0	0	0	0	0	0	0	2
assemblage-254-333	0	0	67	18	0	340	0	0	64	0	0	0	0	0	0	0	11
assemblage-260-332	0	14	16	98	0	296	0	0	76	0	0	0	0	0	0	0	0
assemblage-681-262	0	0	96	145	0	259	0	0	0	0	0	0	0	0	0	0	0
assemblage-925-280	0	0	5	98	0	306	0	0	90	0	0	0	0	0	0	0	1
assemblage-371-813	0	0	103	212	25	158	0	0	0	0	0	0	0	0	0	0	2
assemblage-172-952	0	0	238	161	6	70	0	0	0	0	0	24	0	0	0	0	1
assemblage-887-413	0	0	16	33	0	434	0	0	11	0	0	0	0	0	0	0	6
assemblage-333-235	0	12	18	93	0	311	0	0	66	0	0	0	0	0	0	0	0
assemblage-296-570	0	0	124	137	0	233	0	0	6	0	0	0	0	0	0	0	0
assemblage-292-563	9	0	83	210	0	195	0	0	0	0	0	0	0	0	0	0	3
assemblage-357-256	0	0	0	36	0	184	0	0	223	0	0	0	0	3	0	52	2
assemblage-897-536	0	0	0	388	0	108	0	0	0	0	0	0	0	0	0	0	4
assemblage-957-688	0	0	14	29	0	433	0	0	15	0	0	0	0	0	8	0	1
assemblage-344-340	0	0	62	87	14	280	0	0	56	0	0	0	0	0	0	0	1
assemblage-340-239	0	10	11	72	0	336	0	0	71	0	0	0	0	0	0	0	0
assemblage-928-253	0	0	21	30	0	419	0	0	20	0	0	0	0	0	9	0	1
assemblage-449-332	0	0	0	0	0	0	11	0	425	0	0	0	0	0	0	63	1
assemblage-261-238	0	0	0	0	0	0	0	0	204	0	0	0	0	83	0	210	3
assemblage-363-786	0	0	232	186	0	51	0	0	0	0	0	27	0	0	0	0	4
assemblage-279-115	0	0	0	85	0	312	0	0	41	53	0	0	0	0	0	9	0
assemblage-543-930	0	0	0	212	0	86	0	0	174	0	0	0	0	0	0	25	3
assemblage-629-460	0	0	0	185	0	140	64	0	73	0	0	0	0	0	0	36	2
assemblage-815-972	0	0	8	89	0	324	0	0	76	0	0	0	0	0	0	0	3
assemblage-597-662	0	0	0	99	0	299	0	0	94	0	0	0	0	0	0	7	1
assemblage-292-549	0	0	11	91	0	305	0	0	91	0	0	0	0	0	0	0	2
assemblage-631-459	0	0	0	187	0	151	55	0	72	0	0	0	0	0	0	30	5
assemblage-353-336	0	0	62	80	27	276	0	0	53	0	0	0	0	0	0	0	2
assemblage-293-129	0	0	0	102	0	272	0	0	90	13	0	0	0	0	0	23	0
assemblage-370-312	0	0	76	73	18	270	0	0	63	0	0	0	0	0	0	0	0
assemblage-929-253	0	0	0	93	0	334	0	0	64	0	0	0	9	0	0	0	0
assemblage-295-545	0	0	15	93	0	358	0	0	31	0	0	0	0	0	0	0	3
assemblage-646-853	0	0	12	71	0	377	0	0	33	0	0	0	0	0	0	0	7
assemblage-280-126	0	0	0	160	0	92	0	0	207	0	0	0	0	0	0	32	9
assemblage-925-992	0	0	0	92	0	223	0	0	175	0	0	0	0	0	0	9	1
assemblage-196-186	0	0	0	32	0	466	0	0	0	0	0	0	0	0	0	0	2
assemblage-941-247	0	0	18	37	0	426	0	0	15	0	0	0	0	0	0	0	4
assemblage-882-392	0	0	24	40	0	415	0	0	12	0	0	0	0	0	8	0	1
assemblage-623-454	0	0	0	207	0	128	37	0	86	0	0	0	0	0	0	38	4
assemblage-621-440	0	0	0	164	0	245	0	0	17	19	0	0	0	0	0	52	3
assemblage-898-394	0	0	0	41	0	366	0	0	90	0	0	0	0	0	0	0	3
assemblage-720-910	0	17	14	88	0	322	0	0	59	0	0	0	0	0	0	0	0
assemblage-237-258	0	0	0	0	0	0	0	0	198	0	0	0	0	64	0	236	2
assemblage-687-249	0	0	121	139	0	240	0	0	0	0	0	0	0	0	0	0	0
assemblage-642-861	0	0	8	79	0	318	0	0	94	0	0	0	0	0	0	0	1
assemblage-246-246	0	0	0	0	0	0	0	0	209	0	0	0	0	68	0	220	3
assemblage-759-877	0	0	0	128	0	49	0	0	168	0	0	0	0	6	0	148	1
assemblage-759-874	0	0	0	119	0	71	0	0	155	0	0	0	0	0	0	152	3
assemblage-923-236	0	0	0	52	0	359	0	0	89	0	0	0	0	0	0	0	0
assemblage-280-565	0	0	36	88	0	308	0	0	68	0	0	0	0	0	0	0	0
assemblage-628-854	0	0	4	79	0	320	0	0	97	0	0	0	0	0	0	0	0
assemblage-710-473	0	0	88	208	7	192	0	0	0	0	0	0	0	0	0	0	5
