Assemblage_Name	2-1813224-953820	2-6896183-4	3-3657696-1	1-1-0	3-2-5080067	8926372-4-0	1-0-3	4366665-2-1	5624984-2-1	4601734-2-1	3-6040151-1	2-3-4	9549284-4-0	4-1-2	3340326-2-1	1-8756231-3	3-8106150-1	3-2-4026553	3-2-2984682	3-2-5658886	3-946367-1	3-2-1653589	1812618-0-3	7740345-2-2059891	610109-2-1	3-2-6331651	3-521361-8180069	6968052-2-1	1-0-1541476	2-6896183-953820	3-2-1928552	3-3233833-1	3-5027936-1	4-1-2979465	1712616-2-1	2645525-2-1	4-1-9026600	7297345-2-1	7193104-2-1	3-2-3407110	3-4733021-1	7891866-5348249-1	5624984-8124496-1	3-2-1119691	1871891-2-1	3-2-9202932	4-4-0	7586620-3657696-1	3-521361-1	3-377302-1	3-5114044-1	6320240-2-1	289101-2-1	3-5114044-3460303	3-5348249-1	7297345-2-5255084	8631183-2-1	5535327-5114044-1	3-2-1	7740345-2-1	3500148-2-1	4-4-9759578	2-4950760-953820	3-2-186671	3-2-5105135
assemblage-160-948	0	0	28	0	0	0	0	0	0	0	121	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	25	29	0	0	0	0	0	0	0	32	0	0	11	90	0	0	0	134	0	0	0	0	0	10
assemblage-357-334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	16	0	0	0	457	12	0	0	0	0	4
assemblage-679-391	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	23	0	23	0	0	0	0	0	0	0	0	0	8	47	0	0	0	300	0	0	0	0	0	11
assemblage-610-223	0	0	5	0	0	0	0	0	32	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	19	0	0	0	10	0	0	0	240	12	0	0	7	0	13
assemblage-688-487	0	0	177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	229	0	0	0	0	0	11
assemblage-349-339	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	437	0	0	0	0	0	16
assemblage-803-461	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	438	0	0	0	0	0	12
assemblage-260-232	0	0	0	0	0	0	116	0	0	0	0	46	0	32	0	0	0	0	0	0	0	0	3	0	0	0	0	4	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	84	0	20	0	0	0	0	0	0	0	0	0	145	0	0	0	0	0	24
assemblage-977-352	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	484	0	0	0	0	0	9
assemblage-614-667	0	40	0	0	0	0	101	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	252	0	0	12	0	0	7
assemblage-198-177	0	0	0	0	0	0	0	0	0	0	0	0	0	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	265	0	0	0	0	0	4
assemblage-898-542	0	0	0	18	0	0	0	0	0	0	0	0	0	8	17	0	0	0	0	0	0	0	0	0	0	0	15	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0	0	0	314	0	0	0	0	0	4
assemblage-942-233	0	15	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	427	0	0	0	0	0	11
assemblage-894-247	0	51	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	382	0	0	0	0	0	3
assemblage-894-530	0	0	0	14	0	0	0	0	0	0	0	0	0	13	13	0	0	0	0	0	0	0	0	0	0	0	12	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	0	0	0	0	0	0	0	0	0	310	0	0	0	0	0	0
assemblage-930-240	0	30	0	0	0	0	152	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	251	0	0	0	0	0	13
assemblage-411-344	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	417	0	0	0	0	0	19
assemblage-673-417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	89	0	0	0	361	0	0	0	0	0	16
assemblage-254-333	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	479	0	0	0	0	0	14
