Assemblage_Name	1-0-410858	1-5978252-3	0-7504132-4	1-0-3	1-4-212462	1-0-6812816	5946425-0-4	6852504-9976079-4967873	1-4-1247072	2564129-0-2	1-480152-3	7257921-0-3	0-1-2	5068031-3908766-4	1-5089824-3	9168628-0-4967873	4006385-0-4	2564129-0-2382711	1-0-2256351	1-4019744-3	0-0-4	4006385-0-8065966	1-0-8698730	3-7418744-4967873	1-480152-4152208	1-0-9758369	3-0-2	3-9976079-4967873	7077988-0-4967873	1-4979783-3	0-0-8509390	4006385-276251-4	5068031-0-4	1-4-4	3-4-3	4006385-0-7033223	1-0-5140090	3-0-4967873	7732511-0-3	9986088-8663441-4	0-1163148-4	1-5893085-4	1-4-8298527	1-8253984-3
assemblage-160-948	0	0	0	421	0	0	5	0	0	0	0	8	0	0	0	0	12	0	0	0	27	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	10
assemblage-357-334	0	0	0	257	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	76	0	0	0	0	18	0	0	0	0	0	6	0	92	0	0	0	13	0	0	0	5	0	4
assemblage-679-391	0	0	0	211	0	0	0	0	0	0	0	55	0	0	0	0	32	0	0	0	24	0	0	0	0	0	0	0	0	0	64	0	0	46	0	0	0	63	0	0	0	0	0	5
assemblage-610-223	0	0	0	231	0	0	0	0	0	0	0	50	0	0	0	0	49	0	0	0	45	0	0	0	0	0	0	0	0	0	76	0	0	30	0	0	0	15	0	0	0	0	0	4
assemblage-688-487	0	0	0	259	0	0	24	0	0	0	0	0	0	0	0	0	116	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0	15
assemblage-349-339	0	0	0	151	0	0	0	0	0	10	0	0	0	0	0	0	135	0	0	0	71	0	0	0	0	30	0	0	0	0	57	0	0	34	0	0	0	12	0	0	0	0	0	0
assemblage-803-461	0	0	0	102	0	0	0	0	0	3	0	0	0	0	0	0	194	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	145	0	0	0	25	0	0	0	0	0	13
assemblage-260-232	0	0	0	107	0	0	0	0	0	32	71	0	48	0	7	0	0	0	0	0	40	0	0	0	0	0	57	0	0	0	0	0	0	69	46	0	0	0	0	10	0	0	0	13
assemblage-977-352	0	0	0	85	0	0	0	0	0	10	0	0	0	0	0	0	125	22	0	0	87	0	0	0	0	39	0	0	0	0	0	0	0	118	0	0	0	14	0	0	0	0	0	0
assemblage-614-667	0	0	0	168	14	0	0	0	0	52	0	0	12	0	0	0	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	102	0	0	0	69	0	0	0	0	0	18
assemblage-198-177	0	0	0	0	0	0	0	0	0	0	0	0	183	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	240	46	0	0	0	0	0	0	0	0	13
assemblage-898-542	0	0	0	0	0	0	0	0	0	121	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	192	0	0	0	0	0	0	0	159	0	0	0	0	0	0	0	0	5
assemblage-942-233	0	0	16	26	0	0	0	0	0	5	0	0	0	18	0	0	55	0	0	0	75	0	0	0	0	6	0	0	0	0	0	0	0	56	0	0	0	160	74	0	0	0	0	9
assemblage-894-247	0	0	0	94	0	0	0	0	0	65	0	0	0	0	0	0	47	0	0	0	45	0	0	0	0	54	0	0	0	0	0	0	0	131	0	0	0	55	0	0	0	0	0	9
assemblage-894-530	0	0	0	0	0	0	0	0	0	126	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	212	0	0	0	0	0	0	0	123	0	0	0	0	0	0	0	0	6
assemblage-930-240	0	0	0	123	0	0	0	0	0	36	0	0	22	10	0	0	117	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	83	0	0	0	0	0	8
assemblage-411-344	0	0	0	157	0	0	0	0	0	6	0	0	0	0	0	0	159	0	0	0	64	0	0	0	0	33	0	0	0	0	34	0	0	32	0	0	0	15	0	0	0	0	0	0
assemblage-673-417	0	0	0	274	0	0	0	0	0	0	0	2	0	0	0	0	85	0	0	0	0	0	0	0	0	3	0	73	0	0	13	0	0	10	0	0	0	34	0	0	0	0	0	6
assemblage-254-333	0	0	0	85	0	0	0	0	0	7	0	0	0	0	0	0	122	39	0	0	86	0	0	0	0	40	0	0	0	0	0	0	0	101	0	0	0	18	0	0	0	0	0	2
assemblage-260-332	0	0	0	79	0	0	0	0	0	5	0	0	0	0	0	0	198	0	0	0	15	0	0	0	0	67	0	0	0	0	0	0	0	85	0	0	0	30	0	0	0	10	3	8
assemblage-681-262	0	0	0	361	0	0	5	0	0	0	0	0	0	0	0	0	14	0	0	0	67	0	0	0	0	0	0	13	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	11
assemblage-925-280	0	0	0	17	0	0	0	0	0	27	0	0	0	0	0	0	145	0	0	0	121	0	0	0	0	13	0	0	0	0	0	0	0	140	0	0	0	31	0	0	0	0	0	6
assemblage-371-813	0	0	0	325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	22	0	0	8	0	0	15	0	0	0	73	0	0	0	0	0	7
assemblage-172-952	0	0	0	272	0	7	8	2	0	0	0	7	0	0	0	0	78	0	0	0	0	0	0	0	0	0	0	75	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	11
assemblage-887-413	0	0	0	103	0	0	0	0	0	12	0	0	0	0	0	0	177	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	150	0	10	0	20	0	0	0	0	0	4
assemblage-333-235	0	0	0	58	0	0	0	0	0	15	0	0	0	0	0	0	180	0	0	0	21	0	0	0	0	52	0	0	0	0	0	0	0	111	0	0	0	37	0	0	0	8	12	6
assemblage-296-570	0	0	0	156	0	0	0	0	0	10	0	0	0	0	0	0	148	0	0	0	64	0	0	0	0	46	0	0	0	0	42	0	0	24	0	0	0	8	0	0	0	0	0	2
assemblage-292-563	0	0	0	246	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	38	11	0	0	0	25	0	0	0	0	47	0	0	43	0	0	0	40	0	0	0	0	0	8
