Assemblage_Name	73806-6906063-2	1-1-0	2-3-0	6225637-0-2	0-1467663-4	649957-0-804660	2-0-2434153	2-7797935-804660	1-1-7840896	3834365-2-2	7613751-0-2	1-792687-0	7224956-1-0	2-1235153-2	2-0-804660	0-3531756-4	4-8599001-2	2-0-7398713	73806-0-2	1-1-8001160	1-2804459-0	2-0-2	1042246-0-804660	4-2-2	2-7674167-804660	0-3-4	0-4012959-4	2-0-5877470	2-0-8131438	2-3952057-804660	2-3465788-2	8753117-2-2	1132286-3-4	2-1732063-2	8753117-989169-2	4539821-6906063-2
assemblage-955-695	0	12	92	0	0	0	0	0	0	0	0	0	0	0	184	0	0	0	0	0	0	159	0	0	0	0	0	18	0	6	0	0	21	0	0	8
assemblage-562-770	0	46	57	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	329	0	0	0	0	10	0	0	0	0	7	13	0	0	7
assemblage-809-982	8	96	70	0	0	0	0	0	0	0	0	0	0	0	91	0	0	0	32	0	0	183	0	0	0	0	0	18	0	0	0	0	0	0	0	2
assemblage-594-250	0	47	27	0	0	0	0	0	0	0	0	20	0	0	90	0	0	0	91	0	7	218	0	0	0	0	0	0	0	0	0	0	0	0	0	0
assemblage-491-357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	366	126	0	0	0	0	0	0	0	0	5
assemblage-491-516	0	141	155	0	0	0	0	0	0	0	0	0	0	0	72	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	75	0	0	3
assemblage-340-344	0	29	127	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	149	0	0	176	0	0	0	0	0	0	0	0	0	0	0	0	0	4
assemblage-921-684	0	103	34	22	0	0	0	0	0	0	0	0	0	0	9	0	0	0	50	0	0	231	0	0	0	0	0	0	0	0	0	18	18	0	0	15
assemblage-900-267	0	142	115	0	0	0	0	0	0	0	0	0	0	0	72	0	0	0	35	0	0	135	0	0	0	0	0	0	0	0	0	0	0	0	0	1
assemblage-709-471	0	0	31	0	0	0	0	0	0	0	0	0	0	0	84	0	0	0	212	0	0	171	0	0	0	0	0	0	0	0	0	0	0	0	0	2
assemblage-291-540	0	195	100	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	135	0	0	0	0	0	6	0	0	0	0	23	0	0	7
assemblage-532-565	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	331	0	0	151	0	0	0	0	0	0	0	0	0	0	0	0	0	6
assemblage-602-233	0	7	40	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	320	0	0	101	0	0	0	0	0	0	0	0	0	0	0	0	0	5
assemblage-868-416	0	130	32	14	0	0	0	0	0	0	0	0	0	0	27	0	0	0	54	0	0	216	0	0	0	0	0	6	0	0	0	8	9	0	0	4
assemblage-164-945	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	324	0	0	169	0	0	0	0	0	0	0	0	0	0	0	0	0	2
assemblage-609-673	0	44	43	0	0	0	0	0	0	0	0	0	0	0	241	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	104	0	0	5
assemblage-361-255	0	142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	0	0	0	0	0	0	31	0	184	16	0	0	0	0	39	0	0	0	4
assemblage-194-177	0	65	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	303	0	0	0	0	0	0	0	116	0	0	0	1
assemblage-906-535	0	349	0	0	0	0	0	0	5	0	0	0	0	0	0	0	127	0	0	0	0	0	0	7	0	0	0	0	0	0	0	9	0	0	0	3
assemblage-915-529	0	360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
assemblage-518-548	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	313	0	0	161	0	0	0	0	0	0	0	0	0	0	0	0	0	7
assemblage-699-475	0	45	38	0	0	0	0	0	0	0	0	0	0	7	34	0	0	0	188	0	0	186	0	0	0	0	0	0	0	0	0	0	0	0	0	2
assemblage-919-1011	0	38	101	0	0	0	0	0	0	0	0	0	0	0	105	0	14	0	0	0	0	155	0	20	0	6	0	0	0	0	0	0	48	0	0	13
assemblage-458-160	0	45	35	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	346	0	0	0	0	0	0	0	0	0	7	32	0	0	7
assemblage-247-871	0	32	47	0	0	0	0	0	0	0	0	0	0	0	66	0	10	0	0	0	0	207	0	9	0	0	30	0	18	0	0	22	59	0	0	0
assemblage-760-869	0	62	21	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	204	0	24	0	68	9	0	0	0	0	0	56	0	0	15
assemblage-253-215	0	0	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	309	0	0	0	61	0	0	0	0	9	0	0	0	0	3
assemblage-258-243	0	0	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	313	0	0	0	62	0	0	0	0	0	0	0	0	0	6
assemblage-229-848	0	103	0	0	0	0	0	0	0	0	0	0	0	0	101	0	0	0	0	0	0	104	0	28	0	14	14	0	0	0	0	0	125	0	0	11
assemblage-297-123	0	101	0	0	0	0	0	0	0	0	0	0	0	0	105	0	0	0	0	0	0	109	0	18	0	13	17	0	0	0	0	0	124	0	0	13
assemblage-262-855	0	32	40	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0	0	0	0	211	0	7	0	0	27	0	12	0	0	23	69	0	0	8
assemblage-767-883	0	78	81	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	45	0	177	0	14	0	0	0	0	0	90	0	0	0	6
assemblage-790-480	0	136	36	27	0	0	0	0	0	0	0	0	0	0	8	0	0	0	48	0	0	224	0	0	0	0	0	0	0	0	0	10	5	0	0	6
assemblage-604-218	0	62	33	0	0	0	0	0	0	0	0	0	0	9	60	0	0	0	173	0	0	161	0	0	0	0	0	0	0	0	0	0	0	0	0	2
assemblage-356-798	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	191	0	0	249	0	0	0	0	0	0	0	0	0	0	0	0	0	0
assemblage-524-544	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	224	0	0	224	0	0	0	0	0	0	0	0	0	0	0	0	0	9
assemblage-713-902	0	77	144	0	0	0	0	0	0	0	0	0	0	0	133	0	0	0	6	0	0	125	0	0	0	0	0	0	0	0	0	0	0	0	0	15
assemblage-912-548	0	338	0	0	0	0	0	0	5	0	0	0	0	0	0	0	148	0	0	0	0	0	0	5	0	0	0	0	0	0	0	4	0	0	0	0
assemblage-414-339	0	149	99	0	0	0	0	0	0	0	0	0	0	0	73	0	0	0	99	0	0	78	0	0	0	0	0	0	0	0	0	0	0	0	0	2
assemblage-713-907	0	190	134	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	15	0	0	128	0	0	0	0	0	0	0	0	0	0	0	0	0	1
assemblage-499-537	0	46	46	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	333	0	0	0	0	0	0	0	0	0	9	35	0	0	9
assemblage-539-762	0	125	49	0	0	0	0	0	0	0	0	0	0	0	106	0	0	0	0	0	0	106	0	0	0	0	0	0	0	0	0	51	59	0	0	4
assemblage-599-228	0	58	29	0	0	0	0	0	0	0	0	18	0	0	86	0	0	0	101	0	0	202	0	0	0	0	0	0	0	0	0	0	0	0	0	6
assemblage-804-979	10	109	45	0	0	0	0	0	0	0	0	0	0	0	95	0	0	0	25	0	0	187	0	0	0	0	0	25	0	0	0	0	0	0	0	4
assemblage-784-478	0	160	20	0	0	0	0	0	0	0	21	0	0	0	34	0	0	0	0	0	0	239	0	0	0	0	0	0	0	0	0	8	17	0	0	1
assemblage-353-252	0	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	0	0	0	0	0	0	26	0	169	17	0	0	0	0	57	0	0	6	0
assemblage-608-642	0	92	74	0	0	0	0	0	0	0	0	0	0	0	101	0	0	0	0	0	0	139	0	0	0	0	0	0	0	0	0	8	84	0	0	2
assemblage-458-145	0	55	32	0	0	0	0	0	0	0	0	0	0	0	248	0	0	0	0	0	0	43	0	0	0	0	0	0	4	0	0	0	118	0	0	0
assemblage-204-172	0	80	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	301	0	0	0	0	0	0	0	104	0	0	0	7
assemblage-692-253	0	58	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	218	0	0	220	0	0	0	0	0	0	0	0	0	0	0	0	0	0
assemblage-151-166	0	63	22	0	0	0	0	0	0	0	0	0	0	0	0	6	34	0	0	0	0	185	0	22	0	121	9	0	0	0	0	0	35	0	0	3
assemblage-768-861	0	49	29	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	227	0	22	0	71	4	0	0	0	0	0	59	0	0	7
assemblage-793-461	0	134	42	15	0	0	0	0	0	0	0	0	0	0	19	0	0	0	70	5	0	186	0	0	0	0	0	0	0	0	0	5	16	0	0	8
assemblage-936-696	0	112	60	0	0	0	0	0	0	0	10	0	0	0	71	0	0	0	15	0	0	170	0	0	0	0	0	14	0	0	0	0	37	0	0	11
assemblage-298-562	0	128	131	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	86	0	0	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0
assemblage-256-346	0	116	65	0	0	0	0	0	0	0	0	0	0	0	154	0	0	0	30	0	0	133	0	0	0	0	0	0	0	0	0	0	0	0	0	2
assemblage-525-934	0	107	9	0	0	0	0	0	0	0	0	0	0	0	101	0	0	0	0	0	0	93	0	30	0	10	18	0	0	0	0	9	123	0	0	0
assemblage-325-227	0	66	139	0	0	0	0	0	0	0	0	0	0	0	119	0	0	0	10	0	0	162	0	0	0	0	0	0	0	0	0	0	0	0	0	4
assemblage-352-801	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	234	0	0	163	0	0	0	0	0	0	0	0	0	0	0	77	0	12
assemblage-254-348	0	111	69	0	0	0	0	0	0	0	0	0	0	0	167	0	0	0	32	0	0	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0
assemblage-391-369	0	44	37	0	0	0	0	0	0	0	0	20	0	0	60	0	0	0	101	0	0	221	0	0	0	0	0	0	0	0	0	0	0	0	0	17
assemblage-873-390	0	133	36	20	0	0	0	0	0	0	0	0	0	0	12	0	0	0	42	9	0	225	0	0	0	0	0	0	0	0	0	11	8	0	0	4
assemblage-664-252	0	55	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	8	220	0	0	203	0	0	0	0	0	0	0	0	0	0	0	0	0	6
assemblage-351-254	0	137	2	0	2	0	0	0	0	0	0	0	0	0	22	0	41	0	0	0	0	231	0	0	0	27	35	0	0	0	0	0	0	0	0	3
assemblage-638-844	10	94	52	0	0	0	0	0	0	0	0	0	0	0	119	0	0	0	39	0	0	166	0	0	0	0	0	19	0	0	0	0	0	0	0	1
assemblage-406-358	0	28	96	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	140	0	0	210	0	0	0	0	0	0	0	0	0	0	0	0	0	0
assemblage-478-349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	385	105	0	0	0	0	0	0	0	0	10
assemblage-294-127	0	19	47	0	0	0	0	0	0	0	0	0	0	0	64	0	7	0	0	0	0	181	0	6	0	0	40	0	13	0	0	37	80	0	0	6
assemblage-894-551	0	340	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20
assemblage-185-590	0	0	41	0	0	0	0	0	0	0	0	0	0	0	86	0	0	0	211	0	0	151	11	0	0	0	0	0	0	0	0	0	0	0	0	0
assemblage-708-462	0	0	30	0	0	0	0	0	0	0	0	0	0	0	98	0	0	0	200	0	0	167	3	0	0	0	0	0	0	0	0	0	0	0	0	2
assemblage-371-811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	336	0	0	161	0	0	0	0	0	0	0	0	0	0	0	0	0	3
assemblage-960-692	0	146	38	10	0	0	0	0	0	0	0	0	0	0	10	0	0	0	39	0	0	217	0	0	0	0	0	0	0	0	0	14	18	0	0	8
assemblage-619-655	0	141	47	0	0	0	0	0	0	0	0	0	0	0	114	0	0	0	0	0	0	94	0	0	0	0	0	0	0	0	0	32	67	0	0	5
assemblage-884-412	0	14	104	0	0	0	0	0	0	0	0	0	0	0	175	0	0	0	0	0	0	144	0	0	9	0	0	28	0	10	0	0	16	0	0	0
assemblage-934-1004	0	51	93	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	131	0	21	0	10	0	0	0	0	0	0	59	0	0	13
assemblage-713-915	0	158	153	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	12	0	0	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0
assemblage-820-982	0	186	103	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	142	0	0	0	0	0	0	0	0	0	0	16	0	0	12
assemblage-980-351	0	82	145	0	0	0	0	0	0	0	0	0	0	0	134	0	0	0	5	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	3
assemblage-457-134	0	55	50	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	323	0	0	0	0	0	0	0	0	0	9	24	0	0	11
assemblage-341-212	0	153	83	0	0	0	0	0	0	0	0	0	0	0	116	0	0	0	36	0	0	110	0	0	0	0	0	0	0	0	0	0	0	0	0	2
