Assemblage_Name	2-4078699-2	7602271-2-2	6709151-7660565-4	6513896-8467996-4	7292763-8467996-8378071	540038-2-8971191	2-4-1707631	7292763-8779373-4	1517970-7660565-4	9707862-8467996-4	4232838-8467996-99115	3-3-1	4232838-2-4	4565442-2-2	3733135-2-2	3612702-2-2	3-5746785-3	49099-8467996-4	2-2-4685576	8474052-2-2	3-4665155-3	2-2-1	2-2-2	2-3411129-2	4536157-8467996-4	49099-9877589-4	540038-2-2	2-2-4363093	4232838-8467996-9451680	7292763-1274421-4	2706811-2-2	2655209-8467996-4	2-2-3300627	6386901-5746785-3	4275176-8467996-4	0-2-4	2-1702440-2	2-5202852-2	4232838-8467996-218552	2527240-8467996-4	49099-8467996-130880	1517970-6214141-4	684144-0-3	2-4-4	4232838-8467996-4	2-9093244-2	3-0-3	3532746-2-2	9270764-8467996-4	4232838-8467996-7808962	6386901-5746785-6743620	2-4-6344129	4232838-8467996-3192788	4232838-7587508-9673481	1517970-8467996-4	4232838-8791794-4	2441851-2-2	3-2339912-3	3612702-7186162-2	7292763-3349085-4	9767080-8467996-4	2-2-2682712	8740424-8467996-4	7292763-8467996-4	1967878-2-2	9755788-2-2	5017891-8467996-4	2-4-8236986	2-2-706455	7292763-9455404-4	2-2-2840087	3-95581-3	6451700-2-2	4232838-1289386-3429306	2-2-2910358	4232838-7525908-4
assemblage-930-240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	122	0	0	0	0	0	0	0	0	0	0	0	0	0	46	8	0	0	0	0	0	27	161	0	0	0	0	0	0	46	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33
assemblage-411-344	0	0	0	0	0	0	0	0	9	0	16	0	0	0	0	0	0	0	0	0	0	0	99	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	0	0	0	0	0	0	0	0	0	0	0	15
assemblage-673-417	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	22	0	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0	0	0	0	0	7
assemblage-254-333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	22	0	16
assemblage-260-332	0	0	16	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83	0	0	0	0	0	0	0	0	0	0	0	2
assemblage-681-262	0	0	0	0	0	0	0	0	30	0	36	0	0	0	0	0	0	50	0	0	0	0	26	0	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	0	0	0	0	0	2	0	0	0	0	0	4
assemblage-925-280	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	3	0	0	0	0	0	0	184	0	0	0	0	0	0	0	0	0	0	0	0	26	0	5	0	0	0	0	0	28	181	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	14
assemblage-371-813	0	0	0	0	0	0	0	0	25	0	9	0	0	0	0	0	0	18	0	0	0	0	18	0	110	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	1
assemblage-172-952	0	0	0	28	0	0	0	15	38	0	0	0	0	0	0	0	0	49	0	0	0	0	75	0	11	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146	0	0	0	0	0	0	0	0	0	0	0	18
assemblage-887-413	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	13	0	0	0	0	0	0	250	0	0	0	0	0	0	0	0	0	0	0	0	27	10	0	0	0	0	0	0	0	134	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
assemblage-333-235	0	0	14	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	0	0	0	0	0	0	0	0	0	0	0	12
assemblage-296-570	0	0	0	0	0	0	0	0	11	0	14	0	0	0	0	0	0	0	0	0	0	0	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	162	0	0	0	0	0	0	0	0	0	0	0	12
assemblage-292-563	0	0	0	0	0	0	0	0	13	0	73	0	0	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	0	0	0	0	0	0	0	0	0	14	0	11
assemblage-357-256	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	20	0	0	0	0	0	350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	60	13	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	3
assemblage-897-536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	490	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
assemblage-957-688	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	10	0	0	0	0	0	0	239	0	0	0	0	0	0	0	0	0	0	0	0	21	12	0	0	0	0	0	0	0	159	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
assemblage-344-340	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	252	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	93	0	0	6	0	0	18	0	0	0	0	0	4
assemblage-340-239	0	0	12	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92	0	0	0	0	0	0	0	0	0	0	0	12
assemblage-928-253	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	20	0	0	0	0	0	0	288	0	0	0	0	0	0	0	0	0	0	0	0	15	4	0	0	0	0	0	0	0	118	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
assemblage-449-332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	53	6	0	0	224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	4
