Assemblage_Name	6349062-7920436-0	2-1-2664632	1-7920436-6535541	1297752-2873961-3	6591116-2739135-5004866	1-1018382-0	5591452-2369364-9255484	0-7742839-1	1332230-4-0	354614-1-3	1-6940686-3178728	5145200-4-1673095	1-5251785-0	0-2739135-3378644	1-7920436-7262875	1-7920436-136004	1274094-4-2	5145200-4-4715376	2-1-3	1-7920436-7947985	1-7920436-0	5145200-4-4	0-2739135-2601566	2-4958385-7553768	1805691-2739135-3378950	5129979-2739135-5004866	8939216-7920436-0	1805691-2739135-3092803	5591452-4-9255484	1319474-2739135-1010068	8027056-3-0	3022637-2739135-3378644	2-2873961-3	8629590-7920436-0	3828703-4-4	5142217-2739135-2601566	2-4-9255484	164075-7920436-0	9346635-0-3	4268353-1-3	0-9374967-3378644	3981406-9374967-3378644	0-4-817574	2-355584-3	0-2739135-8102714	5129979-7988295-5004866	2-3903223-3	0-8423919-3378644	2-1272255-9255484	0-3-1	2-4-2	1-3-8990347	2924079-2739135-5004866	0-2739135-5004866	1-7920436-4349311	1-7920436-434506	4108404-2739135-5004866	0-3-1626920	2-1285146-3	2-599623-3	2-7197223-9255484	1-7011336-6749352	2928093-2739135-2601566	7668362-4-1177497	5145200-7387741-4	1-5098800-0	1-7920436-4187675	7409344-2739135-5004866	2-4837244-2	1319474-2739135-5004866	2-4440899-3	1805691-2739135-3509437	1-3-0	7006178-4-2	0-4-9261765	1-1542851-0	1805691-2739135-5004866	2-2782970-3	1613713-4-9255484	2-1-2215043	1-7011336-7947985	1-7920436-9518674	1-7920436-4288571	6079632-2739135-5004866	2-7639880-2	841380-5096954-0	9564360-2873961-3	2-2119885-0	2-3205738-3	2639426-2739135-5004866	2-9636894-0	2-4-3112858	9217657-2739135-5004866	1-8710573-0	1805691-2739135-7986263	2-4-7542920	841380-7920436-0	0-4-4	1-7920436-884377	1319474-5431899-5004866	2-1-1443850	8939216-5861261-0	2-1890555-2	0-2739135-3497234	951336-4-2	4421288-1-3	5145200-9316798-4	2-4-8086785	1-8075443-0	2-4-0	1-4187268-0	1319474-9006749-5004866	9118688-4958385-7553768	2-4831194-0	2092987-4-2
assemblage-198-177	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	118	0	0	0	0	0	0	0	0	111	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
assemblage-898-542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	452	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
assemblage-942-233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	168	37	0	0	0	0	38	0	0	0	0	0	40	32	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106	0	0	0	0	14
assemblage-894-247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	221	16	0	0	0	0	24	0	0	0	0	0	23	6	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	40	0	9	0	0	22
assemblage-894-530	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14
assemblage-930-240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	193	23	0	0	0	0	0	0	14	0	0	0	11	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	38	0	0	35	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	23
assemblage-411-344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	141	0	18	0	0	0	19	0	15	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	29	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17
assemblage-673-417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	157	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	14	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19
assemblage-254-333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	163	37	0	0	0	0	51	0	70	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
assemblage-260-332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	165	65	0	0	0	0	12	0	15	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
assemblage-681-262	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	0	29	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	70	0	0	0	0	37	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	7	12	0	0	0	0	0	20
assemblage-925-280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	146	90	0	0	0	0	35	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	4	0	0	24	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	10	0	0	0	0	21
assemblage-371-813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	186	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	4	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19
assemblage-172-952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	18	201	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	4	0	0	0	0	0	0	26
assemblage-887-413	0	0	0	9	0	0	0	0	0	0	0	4	0	0	0	0	0	0	10	0	138	204	0	0	0	0	0	0	0	0	0	0	38	7	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	11
assemblage-333-235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	48	0	0	0	0	12	0	16	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
assemblage-296-570	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	128	0	13	0	0	0	12	0	12	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	23	0	0	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24
assemblage-292-563	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	64	54	10	110	0	0	0	0	0	10	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	43	0	0	0	21	0	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14
assemblage-357-256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	216	0	28	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	17
assemblage-897-536	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	440	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18
assemblage-957-688	0	0	0	3	0	0	0	0	0	0	0	14	0	0	0	0	0	0	13	0	128	207	0	0	0	0	0	0	0	0	0	0	25	8	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	15
assemblage-344-340	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	8	0	82	0	23	0	0	0	50	0	32	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	120	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19
assemblage-340-239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	189	66	0	0	0	0	21	0	14	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
assemblage-928-253	0	0	0	11	0	0	0	0	0	0	0	12	0	0	0	0	0	0	20	0	141	180	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	24
assemblage-449-332	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	8	0	0	0	0	0	0	256	0	0	0	0	0	0	0	0	0	0	0	163	0	0	0	0	1
assemblage-261-238	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	13
assemblage-363-786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	27	185	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	9	0	0	0	0	0	0	14
assemblage-279-115	0	0	0	0	0	0	0	0	0	0	0	0	0	68	0	0	0	0	203	0	14	11	0	0	0	0	0	0	0	0	0	0	23	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	16	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
assemblage-543-930	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	132	0	70	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	68	0	0	0	0	0	0	0	0	0	0	6	0	0	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	34
assemblage-629-460	0	9	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	119	0	25	0	0	0	0	0	0	0	0	0	0	0	92	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	9	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	10
assemblage-815-972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	98	38	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	0	0	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	5
assemblage-597-662	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	26	0	204	55	0	0	0	0	0	0	0	0	0	0	0	47	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	17
assemblage-292-549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	106	39	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	10
assemblage-631-459	0	9	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	98	0	49	0	0	0	0	0	0	0	0	0	0	0	113	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	11
assemblage-353-336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	13	80	0	40	0	0	0	58	0	25	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	7	0	0	0	0	0	8	0	0	0	0	0	0	123	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
assemblage-293-129	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	71	0	108	79	0	0	0	0	0	0	0	0	0	0	41	0	0	0	48	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	9	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	37
assemblage-370-312	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	7	11	92	0	29	0	0	0	37	0	24	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	107	0	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20
assemblage-929-253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	201	34	0	0	0	0	0	0	5	0	0	0	12	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0	34	0	0	36	0	0	0	6	0	0	0	0	0	12	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
assemblage-295-545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	204	12	0	0	0	0	18	0	0	0	0	0	26	10	0	0	73	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	9	0	0	40	0	10	0	0	12
