Assemblage_Name	1110849-4-0	0-4-4930985	5986184-4-0	7904061-1-3	3306704-1-3	5494807-7521637-0	2-5250855-0	3-1-8515617	3-3-0	4601972-3-0	3-1721697-3	2-8076932-0	4-1-3	2-4-7186206	5494807-3-1131494	3559308-1-3	2-1136495-8534627	6229050-4-0	3-9005352-3	0-4-4	0-4-3274669	4-9036646-3	2-4-867170	3474843-1-3	3-1-5932513	2-4-0	3140628-4-0	5494807-4437588-0	2270174-1-3	2-6068192-3	3-1-3	4-4320202-3	2-1894221-0	4-2417657-3	3784590-4-0	2-7455116-0	5494807-3-6750971	5494807-3-0	4363230-4-0	4134528-4-4	6492859-3-0	2-1-3	8294508-1-3	6593648-4-0	6593648-5844265-0	3-2147381-3	5494807-3-6288621	2-4-8534627	4-1-8252010	6593648-4-4844480	9269794-1-3	4703921-3-0	1039348-4-0
assemblage-160-948	0	0	0	0	0	0	0	18	0	0	0	9	160	0	0	0	0	0	0	0	0	0	0	0	0	146	0	0	0	0	0	23	0	0	0	0	0	111	0	0	0	0	0	12	0	0	0	0	0	0	0	0	21
assemblage-357-334	0	0	0	0	0	0	0	0	0	0	0	0	130	0	0	0	0	0	5	0	0	0	0	0	0	62	0	0	0	0	41	6	0	0	0	0	0	194	0	0	0	0	0	53	0	0	0	0	0	0	0	0	9
assemblage-679-391	0	0	0	0	0	0	0	8	0	0	0	0	103	0	0	0	0	0	0	0	0	0	0	0	0	90	0	0	0	0	42	0	0	0	0	0	0	105	0	0	0	0	0	146	0	0	0	0	0	0	0	0	6
assemblage-610-223	0	0	0	0	0	0	0	0	0	0	0	0	149	0	9	0	0	0	0	0	0	0	0	22	0	81	0	0	0	0	67	68	0	0	0	0	0	56	0	0	0	0	0	29	0	0	0	0	0	0	10	0	9
assemblage-688-487	0	0	0	0	0	0	0	15	0	0	0	0	164	0	0	0	0	0	0	0	0	0	0	0	0	86	0	0	0	0	4	0	0	0	0	0	0	177	0	0	0	0	0	45	0	0	0	0	0	0	0	0	9
assemblage-349-339	0	0	0	0	0	0	0	0	0	9	0	0	163	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	65	0	0	0	0	0	0	32	0	0	0	0	0	162	0	0	0	0	0	13	0	0	5
assemblage-803-461	0	0	0	70	0	0	0	0	0	0	0	0	176	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	125	0	0	0	0	10	0	18	30	0	0	0	0	38	0	0	0	0	0	0	0	0	11
assemblage-260-232	0	0	0	0	0	0	0	0	26	0	0	0	79	0	0	0	0	0	0	90	0	0	13	0	5	54	0	0	0	0	70	0	0	0	0	0	0	117	0	0	0	34	0	0	0	0	0	7	0	0	0	0	5
assemblage-977-352	0	0	0	18	0	0	0	0	0	6	0	0	107	0	0	0	0	0	0	0	0	0	0	0	0	106	0	0	0	0	70	0	0	0	0	0	0	80	0	0	0	0	0	111	0	0	0	0	0	0	0	0	2
assemblage-614-667	0	0	0	0	0	0	0	0	0	0	0	0	250	0	0	0	0	0	0	10	12	0	0	0	0	147	0	0	0	3	19	0	0	0	0	0	0	46	0	0	0	0	0	7	0	0	0	0	0	0	0	0	6
assemblage-198-177	0	0	0	0	0	0	0	0	0	0	0	0	171	0	0	0	0	0	0	12	0	0	51	0	0	264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
assemblage-898-542	0	0	0	0	0	0	0	0	0	0	0	0	101	0	0	0	12	0	0	362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	1
assemblage-942-233	0	0	0	20	0	0	0	0	0	0	0	0	282	0	0	0	0	0	0	0	23	0	0	0	0	86	0	0	0	0	42	0	0	0	0	0	0	7	18	0	0	0	0	13	0	0	0	0	0	0	0	0	9
assemblage-894-247	0	0	0	31	0	0	0	0	0	0	0	0	108	0	0	0	0	0	0	0	0	0	0	0	0	101	0	0	0	0	37	0	0	0	0	0	0	171	0	0	0	0	0	36	0	0	0	0	0	0	0	0	16
assemblage-894-530	0	0	0	0	0	0	0	0	0	0	0	0	89	0	0	0	6	0	0	378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	2
assemblage-930-240	0	0	0	13	0	0	0	0	0	0	0	0	86	0	0	0	0	0	0	0	0	0	0	0	0	80	0	0	0	10	62	0	0	0	0	0	8	211	0	0	0	0	0	25	0	0	0	0	0	0	0	0	5
assemblage-411-344	0	0	0	0	0	0	0	0	0	11	0	0	173	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0	57	0	0	0	0	0	0	19	0	0	0	0	0	167	0	0	0	0	0	10	0	0	4
assemblage-673-417	0	0	0	0	0	0	0	0	0	0	0	0	207	5	0	0	0	0	0	0	0	0	0	0	0	174	0	0	0	0	71	0	0	0	0	0	0	10	0	0	0	0	0	21	0	0	0	0	0	0	7	0	5
assemblage-254-333	0	0	0	32	0	0	0	0	0	6	0	0	124	0	0	0	0	0	0	0	0	0	0	0	0	98	0	0	0	0	85	0	0	0	0	0	0	61	0	0	0	0	0	91	0	0	0	0	0	0	0	0	3
assemblage-260-332	0	0	0	30	0	0	0	0	0	0	0	0	117	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	169	0	0	0	0	0	0	111	0	0	0	0	0	65	0	0	0	0	0	0	0	0	0
assemblage-681-262	0	0	0	0	0	0	0	0	0	0	0	0	107	0	0	0	0	0	0	0	0	0	0	0	0	183	0	0	0	0	5	132	0	0	0	0	0	40	0	0	0	0	0	27	0	0	0	0	0	0	0	0	6
assemblage-925-280	0	0	0	5	25	0	3	0	0	0	0	0	199	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0	29	0	0	0	0	0	0	58	0	0	0	0	0	47	0	0	0	0	0	0	0	0	10
assemblage-371-813	0	0	0	0	0	11	0	0	0	0	0	0	84	0	0	0	0	0	0	0	0	0	0	0	0	91	10	0	0	0	26	13	0	0	0	0	0	175	0	0	0	0	0	72	13	0	0	0	0	0	0	0	5
assemblage-172-952	0	0	0	0	0	0	0	0	0	0	0	0	62	36	8	0	0	0	0	0	0	0	0	0	0	67	0	0	0	0	50	116	0	0	2	0	0	64	0	0	0	0	0	86	0	0	0	0	0	0	0	0	9
assemblage-887-413	0	0	0	85	0	0	0	0	0	0	0	0	186	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	96	0	0	0	0	13	0	13	40	0	0	0	0	38	0	0	0	0	0	0	0	0	11
assemblage-333-235	0	0	0	14	0	0	0	0	0	0	0	0	127	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	180	0	0	0	0	0	0	113	0	0	0	0	0	54	0	0	0	0	0	0	0	0	2
assemblage-296-570	0	0	0	0	0	0	0	0	0	8	0	0	182	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0	62	0	0	0	0	0	0	10	0	0	0	0	0	162	0	0	0	0	0	7	0	0	5
assemblage-292-563	0	0	0	0	0	0	0	0	0	0	0	0	79	0	0	0	0	0	0	0	0	0	0	0	0	114	0	0	0	0	170	0	0	0	0	0	0	15	0	0	0	0	0	115	0	0	0	0	0	0	0	0	7
assemblage-357-256	0	0	0	0	0	0	0	0	25	0	0	0	98	0	0	0	0	0	0	65	0	0	17	0	0	47	0	0	0	0	120	0	0	0	0	0	0	113	0	0	0	6	0	0	0	0	0	0	0	0	0	0	9
assemblage-897-536	0	0	0	0	0	0	0	0	0	0	0	0	105	0	0	0	9	0	0	360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	2
assemblage-957-688	0	0	0	75	0	0	0	0	0	0	0	0	183	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	113	0	0	0	0	14	0	18	41	0	0	0	0	21	0	0	0	0	0	0	0	0	10
assemblage-344-340	0	0	0	0	0	0	0	0	0	0	0	0	157	0	0	0	0	0	3	0	0	0	0	0	0	56	0	0	0	0	21	8	0	0	0	0	0	181	0	0	0	0	0	67	0	0	0	0	0	0	0	0	7
assemblage-340-239	0	0	0	16	0	0	0	0	0	0	0	0	109	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	175	0	0	0	0	0	0	133	0	0	0	0	0	57	0	0	0	0	0	0	0	0	4
assemblage-928-253	0	0	0	67	0	0	0	0	0	0	0	0	172	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	146	0	0	0	0	7	0	17	33	0	0	0	0	29	0	0	0	0	0	0	0	0	11
assemblage-449-332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	273	0	0	0	0	0	0	190	0	0	0	6	0	0	0	0	0	0	0	0	0	0	5
assemblage-261-238	0	0	0	0	0	0	0	0	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	249	0	0	0	90	0	0	0	0	0	0	0	0	0	0	5
assemblage-363-786	0	0	0	0	0	0	0	0	0	0	0	0	75	40	0	0	0	0	0	0	0	0	0	0	0	69	0	0	0	0	63	92	0	0	7	0	0	53	0	0	0	0	0	89	0	0	0	0	0	0	0	0	12
assemblage-279-115	0	0	0	0	0	0	0	0	31	0	0	0	76	0	0	0	0	0	0	62	22	0	0	0	0	45	0	0	0	30	77	0	0	0	0	0	0	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
assemblage-543-930	0	0	0	0	0	0	0	0	0	0	0	0	85	0	0	0	0	0	0	197	0	0	0	0	0	91	0	0	0	7	67	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
assemblage-629-460	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	141	0	0	15	0	0	127	0	0	0	0	91	0	0	0	0	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
assemblage-815-972	0	0	0	56	0	0	0	0	0	0	0	0	89	0	0	0	0	0	0	0	0	0	0	0	0	91	0	0	0	0	63	0	0	0	0	0	0	78	0	0	0	0	0	118	0	0	0	0	0	0	0	0	5
assemblage-597-662	0	0	0	0	0	0	0	0	0	0	0	0	222	0	0	0	0	0	0	22	7	0	0	0	0	140	0	0	0	0	21	0	0	0	0	0	0	65	0	0	0	0	0	12	0	0	0	0	0	0	0	0	11
assemblage-292-549	0	0	0	71	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	36	0	0	0	0	0	0	104	0	0	0	0	0	114	0	0	0	0	0	0	0	0	2
assemblage-631-459	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	139	0	0	22	0	0	155	0	0	0	0	80	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
assemblage-353-336	0	0	0	0	0	0	0	0	0	0	0	0	152	0	0	0	0	0	11	0	0	0	0	0	0	62	0	0	0	0	35	4	0	0	0	0	0	185	0	0	0	0	0	49	0	0	0	0	0	0	0	0	2
assemblage-293-129	0	0	0	0	0	0	0	0	8	0	0	0	229	0	0	0	0	0	0	26	0	0	0	0	0	73	0	0	0	20	25	0	0	0	0	0	0	94	0	0	0	0	0	18	0	0	0	0	0	0	0	0	7
assemblage-370-312	0	0	0	0	0	0	0	0	0	0	0	0	163	0	0	0	0	0	8	0	0	0	0	0	0	59	0	0	0	0	51	5	0	0	0	0	0	153	0	0	0	0	0	57	0	0	0	0	0	0	0	0	4
assemblage-929-253	0	0	0	14	0	0	0	0	0	0	0	0	79	0	0	0	0	0	0	0	0	0	0	0	0	92	0	0	0	8	70	0	0	0	0	0	5	195	0	0	0	0	0	32	0	0	0	0	0	0	0	0	5
assemblage-295-545	0	0	0	33	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	0	0	0	0	0	0	103	0	0	0	0	37	0	0	0	0	0	0	164	0	0	5	0	0	48	0	0	0	0	0	0	0	0	7
assemblage-646-853	0	0	0	34	0	0	0	0	0	0	0	0	116	0	0	0	0	0	0	0	0	0	0	0	0	68	0	0	0	0	40	0	0	0	0	0	0	177	0	0	0	0	0	52	0	0	0	0	0	0	0	0	13
assemblage-280-126	0	0	0	0	0	0	0	0	0	0	0	0	69	0	0	0	0	0	0	209	0	0	0	0	0	87	0	0	0	4	73	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
assemblage-925-992	0	0	0	0	0	0	0	0	22	0	0	0	88	0	0	0	0	0	0	29	8	0	14	0	0	164	0	0	0	29	31	0	0	0	0	0	0	81	0	0	0	0	0	31	0	0	0	0	0	0	0	0	3
assemblage-196-186	0	0	0	0	0	0	0	0	0	0	0	0	183	0	0	0	0	0	0	13	0	0	56	0	0	247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
assemblage-941-247	0	0	0	77	0	0	0	0	0	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	113	0	0	0	0	13	0	24	38	0	0	0	0	22	0	0	0	0	0	0	0	0	12
assemblage-882-392	0	0	0	69	0	0	0	0	0	0	0	0	190	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	112	0	0	0	0	8	0	15	37	0	0	0	0	33	0	0	0	0	0	0	0	0	11
assemblage-623-454	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	118	0	0	15	0	0	162	0	0	0	0	95	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
assemblage-621-440	0	0	0	0	0	0	0	0	0	0	0	0	190	0	0	0	0	0	0	168	0	0	14	0	0	39	0	0	0	0	63	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
assemblage-898-394	0	0	0	24	0	0	0	0	0	0	0	0	289	0	0	0	0	0	0	0	18	0	0	0	0	89	0	0	0	0	45	0	0	0	0	0	0	8	6	0	0	0	0	15	0	0	0	0	0	0	0	0	6
assemblage-720-910	0	0	0	16	0	0	0	0	0	0	0	0	128	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	167	0	0	0	0	0	0	110	0	0	0	0	0	68	0	0	0	0	0	0	0	0	5
assemblage-237-258	0	0	0	0	0	0	0	0	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	264	0	0	0	101	0	0	0	0	0	0	0	0	0	0	4
assemblage-687-249	0	0	0	0	0	0	0	0	0	0	0	0	108	0	0	0	0	0	0	0	0	0	0	0	0	177	0	0	0	0	4	136	0	0	0	0	0	42	0	0	0	0	0	26	0	0	0	0	0	0	0	0	7
assemblage-642-861	0	0	0	52	0	0	0	0	0	0	0	0	89	0	0	0	0	0	0	0	0	0	0	0	0	89	0	0	0	0	42	0	0	0	0	0	0	100	0	0	0	0	0	124	0	0	0	0	0	0	0	0	4
assemblage-246-246	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	272	0	0	0	91	0	0	0	0	0	0	0	0	0	0	3
assemblage-759-877	0	8	0	0	0	0	0	0	8	0	0	0	57	0	0	0	0	0	0	117	0	0	0	0	0	0	0	0	0	79	80	0	0	0	0	0	0	117	0	0	0	23	0	0	0	0	0	0	0	0	0	0	11
assemblage-759-874	0	9	0	0	0	0	0	0	10	0	0	0	97	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	72	79	0	0	0	0	0	0	105	0	0	0	21	0	0	0	0	0	0	0	0	0	0	7
assemblage-923-236	0	0	0	13	0	0	0	0	0	0	0	0	295	0	0	0	0	0	0	0	33	0	0	0	0	83	0	0	0	0	40	0	0	0	0	0	0	6	7	0	0	0	0	14	0	0	0	0	5	0	0	0	4
assemblage-280-565	0	0	0	33	8	0	0	0	0	0	0	0	112	0	0	0	0	0	0	0	0	0	0	0	0	108	0	0	0	0	64	0	0	0	0	0	0	117	0	0	0	0	0	48	0	0	0	0	0	0	0	0	10
assemblage-628-854	0	0	0	66	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0	0	0	0	0	0	90	0	0	0	0	46	0	0	0	0	0	0	81	0	0	0	0	0	109	0	0	0	0	0	0	0	0	6
assemblage-710-473	0	0	0	0	0	0	0	4	0	0	0	0	137	0	0	0	0	0	0	0	0	0	0	9	0	115	0	0	0	0	29	26	0	0	0	0	0	114	0	0	0	0	0	55	0	0	0	0	0	0	4	0	7
assemblage-277-528	0	0	0	45	0	0	0	0	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	144	0	0	0	0	0	0	190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
assemblage-328-328	0	0	0	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0	0	0	0	0	0	0	0	80	0	0	0	0	188	0	0	0	0	0	0	11	0	0	0	0	0	116	0	0	0	0	0	0	0	0	7
assemblage-630-846	0	0	0	50	0	0	0	0	0	0	0	0	91	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	129	0	0	0	0	0	0	171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
assemblage-190-596	0	0	0	0	0	0	0	5	0	0	0	0	93	0	0	0	0	0	0	0	0	0	0	0	0	88	0	0	0	0	68	0	0	0	0	0	0	112	0	0	0	0	0	124	0	0	0	0	0	0	0	0	10
assemblage-359-271	0	4	0	0	0	0	0	0	17	0	0	0	71	0	0	0	0	0	0	92	11	0	0	0	0	0	0	0	0	81	64	0	0	0	0	0	0	137	0	0	0	19	0	0	0	0	0	0	0	0	0	0	4
assemblage-985-351	0	0	0	16	0	0	0	0	0	0	0	0	198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	66	0	0	0	0	0	163	0	0	0	0	0	0	0	0	9
assemblage-597-671	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	15	0	0	0	0	231	0	0	0	44	31	0	26	0	0	0	0	62	0	0	0	0	0	27	0	0	0	0	0	0	0	0	14
assemblage-460-153	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	9	0	0	0	0	232	0	0	0	48	28	0	26	0	0	0	0	80	0	0	0	0	0	15	0	0	0	0	0	0	0	0	8
assemblage-684-472	0	0	0	0	0	0	0	0	0	0	0	0	213	0	0	0	0	0	0	0	0	0	0	0	0	161	0	0	0	0	63	0	0	0	0	0	0	17	0	0	0	0	0	29	0	0	0	0	0	0	10	0	7
assemblage-689-477	0	0	0	0	0	0	0	0	0	0	0	0	184	10	0	0	0	0	0	0	0	0	0	0	0	164	0	0	0	0	78	0	0	0	0	0	0	6	0	0	0	0	0	41	0	0	0	0	0	0	8	0	9
assemblage-308-566	0	0	0	0	0	0	0	0	0	9	0	0	153	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0	51	0	0	0	0	0	0	26	0	0	0	0	0	174	0	0	0	0	0	19	0	0	7
assemblage-471-340	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	264	0	0	0	0	0	0	188	0	0	0	9	0	0	0	0	0	0	0	0	0	0	11
assemblage-922-687	0	0	0	13	0	0	0	0	0	0	0	0	279	0	0	0	0	0	0	0	28	0	0	0	0	84	0	0	0	0	48	0	0	0	0	0	0	5	7	0	0	0	0	17	0	0	0	0	12	0	0	0	7
assemblage-910-1006	0	0	0	0	0	0	0	0	27	0	0	0	62	0	0	0	0	0	0	63	28	0	0	0	0	38	0	0	0	39	107	0	0	0	0	0	0	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
assemblage-774-471	0	0	0	22	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	167	0	0	0	9	96	0	0	0	0	0	0	100	0	9	0	0	0	75	0	0	0	0	0	0	0	0	5
assemblage-239-868	0	0	0	0	0	0	0	0	6	0	0	0	241	0	0	0	0	0	0	32	0	0	0	0	0	80	0	0	0	10	19	0	0	0	0	0	0	89	0	0	0	0	0	18	0	0	0	0	0	0	0	0	5
assemblage-543-757	0	0	0	0	0	0	0	0	0	0	0	0	238	0	0	0	0	0	0	10	8	0	0	0	0	134	0	0	0	0	29	0	0	9	0	0	0	57	0	0	0	0	0	6	0	0	0	0	0	0	0	0	9
assemblage-615-216	0	0	0	0	0	0	0	10	0	0	0	0	118	0	0	0	0	0	0	0	0	0	0	0	0	86	0	0	0	0	0	0	0	0	0	0	0	241	0	0	0	0	0	32	0	0	0	0	0	0	0	0	13
assemblage-352-230	0	0	0	15	0	0	0	0	0	12	0	0	95	0	0	0	0	0	0	0	0	0	0	0	0	76	0	0	0	0	94	0	0	0	0	0	0	79	0	0	0	0	0	124	0	0	0	0	0	0	0	0	5
assemblage-614-458	0	0	0	0	0	0	0	0	28	0	0	0	75	0	0	0	0	0	0	50	0	0	22	0	0	59	0	0	0	0	106	0	0	0	0	0	0	146	0	0	0	8	0	0	0	0	0	0	0	0	0	0	6
assemblage-614-459	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	141	0	0	23	0	0	162	0	0	0	0	76	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
assemblage-598-655	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	69	44	0	0	0	0	226	0	0	0	0	25	0	0	0	0	0	0	26	0	0	0	0	0	64	0	0	0	0	0	0	0	0	1
assemblage-336-223	0	0	0	17	0	0	0	0	0	0	0	0	171	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	84	0	0	0	0	0	166	0	0	0	0	0	0	0	0	7
assemblage-787-982	0	0	0	48	0	0	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	153	0	0	0	0	0	0	170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
assemblage-637-842	0	0	0	61	0	0	0	0	0	0	0	0	96	0	0	0	0	0	0	0	0	0	0	0	0	76	0	0	0	0	65	0	0	0	0	0	0	90	0	0	0	0	0	110	0	0	0	0	0	0	0	0	2
assemblage-912-277	0	0	0	12	27	0	3	0	0	0	0	0	190	0	0	0	0	0	0	0	0	0	0	0	0	127	0	0	0	0	42	0	0	0	0	0	0	61	0	0	0	0	0	35	0	0	0	0	0	0	0	0	3
assemblage-167-585	0	0	0	0	0	0	0	8	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	112	0	0	0	0	56	0	0	0	0	0	0	114	0	0	0	0	0	139	0	0	0	0	0	0	0	0	5
assemblage-605-243	0	0	0	0	0	0	0	0	0	22	0	0	263	0	0	8	0	0	0	0	0	0	0	0	0	23	0	10	0	0	65	0	0	0	0	0	0	49	0	0	0	0	0	53	0	0	0	0	0	0	0	0	7
assemblage-498-521	0	0	0	0	0	0	0	0	0	0	0	0	243	0	0	0	0	0	0	19	11	0	0	0	0	131	0	0	0	0	25	0	0	0	0	0	0	49	0	0	0	0	0	13	0	0	0	0	0	0	0	0	9
assemblage-594-235	0	0	0	0	0	0	0	0	0	19	0	0	266	0	0	3	0	0	0	0	0	0	0	0	0	23	0	9	0	0	63	0	0	0	0	0	0	41	0	0	0	0	0	59	0	0	0	0	0	0	0	0	17
assemblage-694-256	0	0	10	0	0	0	0	0	0	0	0	0	71	38	11	0	0	0	0	0	0	0	0	0	0	72	0	0	0	0	48	105	0	0	0	0	0	44	0	0	0	0	0	89	0	0	0	0	0	0	0	0	12
assemblage-160-161	0	0	0	0	0	0	0	0	26	0	0	0	78	0	0	0	0	0	0	71	0	0	18	0	0	37	0	0	0	0	119	0	0	0	0	0	0	134	0	0	0	7	0	0	0	0	0	0	0	0	0	0	10
assemblage-904-260	0	0	0	10	34	0	0	0	0	0	0	0	168	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0	43	0	0	0	0	0	0	62	0	0	0	0	0	47	0	0	0	0	0	0	0	0	12
assemblage-206-182	0	0	0	0	0	0	0	0	0	0	0	0	201	0	0	0	0	0	0	8	0	0	65	0	0	225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
assemblage-396-352	0	0	0	0	0	0	0	0	0	0	0	0	149	0	0	0	0	0	7	0	0	0	0	0	0	63	0	0	0	0	28	6	0	0	0	0	0	177	0	0	0	0	0	69	0	0	0	0	0	0	0	0	1
