Assemblage_Name	1901942-4-4	7174518-898066-1585783	5809005-8232416-1	2-1050633-1260624	3-1689781-1	7174518-4-1585783	7703504-6504860-4	7981547-8956213-4	890270-4-4	2-4309479-5456624	1720455-3382816-4	1443008-4-4	2-0-1260624	5106072-4309479-1260624	7567976-2972621-4	2-4-3052034	3-4-1	0-4-3	7703504-4-8188929	4262678-4-4	2-4-4956714	9746584-4-4	2-1969537-3886178	7981547-27490-4	2-0-3	7981547-4682671-4	5809005-4-1	2-4309479-3581729	5650251-4-4	4498086-2972621-4	2-4-5452246	7981547-316535-4	7174518-4-2633618	7981547-4-4577470	2-3118117-4	2-4309479-811356	7981547-4786165-4	7981547-1154347-4	7174518-4-7718383	1146360-4309479-9921352	7703504-6151950-4	2-4309479-1260624	2-1969537-1260624	4557470-4-4	9874171-4309479-1260624	5574325-9439685-116304	2-0-7503522	2-0-116304	1-4-4	1-4-8935626	2-4244968-116304	2-3269959-116304	7174518-4-9060503	2-7333686-4	2-8874776-3052034	2-0-4614421	2-1016146-1260624	3439669-4-4	5574325-0-116304	2997925-4-4	4-0-0	2-4-253782	7981547-2972621-4	6286698-4-4	7981547-4-4	2-4-4	1610178-4-4	3445248-4309479-1260624	4-0-3909012	1610178-4225550-4	7981547-316535-5789983	4154028-4-1585783	2-2043341-1260624	915656-4-4	7703504-4-4	2-4309479-4252958	2-1969537-2626849	9384067-4-4	7503348-4-4
assemblage-690-252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	7	0	0	22	0	0	143	0	98	0	0	0	0	0	0	116	0	0	0	13
assemblage-889-395	0	0	0	0	0	57	0	40	0	0	0	0	36	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	41	82	0	0	0	0	0	0	0	0	22	0	0	0	11
assemblage-619-459	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201	181	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	11
assemblage-296-136	0	0	0	0	0	101	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	0	0	0	33	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	6	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	109	0	0	0	0	0	0	0	0	0	0	0	0	15
assemblage-609-214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	0	0	0	0	70	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	128	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	67	0	20	20	41	0	0	0	0	0	0	0	29	0	0	0	29
assemblage-526-929	0	0	0	0	0	1	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	98	13	0	0	0	0	0	0	0	0	46	0	0	0	0	0	9	139	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	44	20	0	0	0	0	25	0	0	0	0	0	0	0	9
assemblage-950-251	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	65	0	0	0	0	0	6	156	0	0	0	0	0	0	0	0	0	11	0	0	9
assemblage-663-393	0	0	0	0	0	0	0	0	0	0	0	5	0	0	50	0	0	0	16	189	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	43	38	0	0	0	0	0	0	13	0	62	0	0	0	20
assemblage-1000-339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	168	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	81	0	0	0	0	0	0	0	0	66	0	0	0	22
assemblage-154-592	0	0	0	0	0	0	0	0	0	0	0	10	0	0	53	0	0	0	14	191	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	33	58	0	0	0	0	0	0	6	0	67	0	0	0	17
assemblage-181-932	0	0	0	0	0	0	0	0	0	0	0	12	0	0	151	0	0	0	0	25	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	8	0	51	0	0	40	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	21	0	0	62	7	0	0	0	0	0	0	0	81	0	0	0	20
assemblage-343-236	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	55	102	36	0	0	0	0	0	0	0	0	0	0	0	21
assemblage-152-958	0	0	0	0	0	0	31	0	0	0	0	46	0	0	88	0	0	0	0	6	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	155	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	14	0	0	40	17	0	0	0	0	0	0	0	55	0	0	0	5
assemblage-503-944	0	0	0	0	0	5	0	0	0	0	0	0	82	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	72	8	0	0	0	0	0	0	0	0	47	0	0	0	0	0	12	130	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	45	35	0	0	0	0	16	0	0	0	0	0	0	0	7
assemblage-150-176	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	171	193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	23
assemblage-537-763	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	83	0	0	0	0	0	3	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	163	0	0	0	0	0	0	0	0	0	0	0	0	9
assemblage-911-277	0	0	0	0	0	60	0	16	0	0	0	0	17	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	155	8	0	0	0	0	0	0	0	51	0	0	0	15
assemblage-500-534	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	7	125	0	0	10	0	0	0	0	0	0	39	0	0	0	0	0	99	151	0	0	0	0	0	0	0	0	0	0	0	0	15
assemblage-594-237	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	50	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	84	148	66	0	0	0	0	0	6	0	40	0	0	0	11
assemblage-790-466	4	0	0	0	0	34	0	0	0	0	0	0	28	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	0	0	0	0	0	0	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	139	0	0	0	0	0	0	0	12	0	0	0	0	8
assemblage-235-826	0	0	0	0	0	88	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	76	0	0	0	0	32	1	0	0	0	0	0	7	0	0	107	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	96	0	0	0	0	0	0	0	0	0	0	0	0	12
assemblage-585-209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0	0	0	7	83	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	121	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	66	0	13	13	50	0	0	0	0	0	0	0	28	0	0	0	9
assemblage-285-119	0	0	0	0	0	14	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	9	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	69	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	133	0	0	0	0	0	0	0	0	0	0	0	0	13
assemblage-936-250	4	0	0	0	0	41	0	0	0	0	0	0	24	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	0	0	0	0	0	0	145	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	13	126	0	0	0	0	0	0	0	8	0	0	0	0	5
assemblage-988-353	0	4	0	0	0	0	0	15	0	0	0	0	0	0	0	28	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	136	62	0	0	0	0	0	0	0	0	52	0	0	0	10
assemblage-692-481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	25	185	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	37	48	0	0	0	0	0	0	6	0	69	0	0	0	14
assemblage-497-531	0	0	0	0	0	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	163	0	0	0	0	0	0	0	0	0	0	0	0	27
assemblage-604-675	0	0	0	0	0	5	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	13	0	0	0	0	6	0	0	0	0	83	0	0	0	0	0	7	166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	134	0	0	0	0	0	0	0	0	0	0	0	0	5
assemblage-481-156	0	0	0	0	0	18	0	0	0	0	0	0	5	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	4	93	0	0	12	0	0	0	0	0	0	19	0	0	0	0	0	120	163	0	0	0	0	0	0	0	0	0	0	0	0	17
assemblage-465-144	0	0	0	0	0	13	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	9	0	0	0	131	0	0	0	0	0	0	51	0	0	12	0	0	0	0	0	0	92	0	0	0	0	0	7	139	0	0	0	0	0	0	0	0	0	0	0	0	9
assemblage-607-238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	9	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	63	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	78	25	28	0	0	0	0	0	24	0	38	0	11	0	13
assemblage-508-917	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	46	40	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	134	128	0	0	0	0	0	0	0	0	0	0	0	0	18
assemblage-806-986	0	0	0	0	0	53	0	25	0	0	0	0	14	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	160	6	0	0	0	0	0	0	0	64	0	0	0	8
assemblage-666-410	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0	0	80	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	19	4	48	50	14	30	0	0	0	0	34	0	11	0	0	0	10
assemblage-667-848	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	251	0	0	0	0	0	0	32	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	17	76	0	0	0	0	0	0	0	0	0	6	0	0	17
assemblage-763-893	0	0	7	0	0	0	0	0	0	0	0	0	100	0	0	0	0	24	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	107	2	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	33	143	0	0	0	0	0	0	0	0	0	0	0	0	7
assemblage-991-355	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	30	118	37	0	0	0	0	0	6	0	8	0	0	0	21
assemblage-711-905	0	28	0	0	0	13	0	17	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	20	110	5	0	0	0	0	0	0	0	190	0	0	0	19
assemblage-405-331	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	77	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	83	107	56	0	0	0	0	0	10	0	33	0	0	0	22
assemblage-267-347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	83	0	0	0	0	0	0	0	0	81	0	0	0	22
assemblage-702-912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	24	74	0	0	0	0	0	0	0	0	49	0	0	0	26
assemblage-520-527	0	0	0	0	0	21	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	99	0	0	0	0	0	12	161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	115	0	0	0	0	0	0	0	0	0	0	0	0	6
assemblage-471-319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106	333	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19
assemblage-302-569	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	5	56	13	0	0	0	0	0	36	0	107	0	0	0	29
assemblage-499-512	0	0	0	0	0	5	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	78	0	0	0	0	0	13	178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	139	0	0	0	0	0	0	0	0	0	0	0	0	8
assemblage-230-157	0	0	0	0	0	132	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	251	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	0	0	0	0	0	8
assemblage-891-274	0	0	0	0	0	8	0	25	0	0	0	0	16	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	161	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	215	0	0	0	0	0	0	0	0	0	0	0	0	30
assemblage-371-808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	21	0	0	5	0	0	113	0	95	0	0	0	0	0	0	141	0	0	0	23
assemblage-916-1002	0	0	0	0	0	80	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	69	0	0	0	0	29	0	0	0	0	0	0	0	0	0	71	0	0	0	0	0	4	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	145	0	0	0	0	0	0	0	0	0	0	0	0	12
assemblage-575-740	0	0	0	0	0	9	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	2	0	0	0	123	0	0	0	0	0	0	48	0	0	4	0	0	0	0	0	0	87	0	0	0	0	0	16	160	0	0	0	0	0	0	0	0	0	0	0	0	5
assemblage-799-965	0	0	0	0	0	10	0	20	0	0	0	0	25	5	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	144	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	221	0	0	0	0	0	0	0	0	0	0	0	0	21
assemblage-599-246	0	8	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	13	75	0	0	5	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	56	22	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	54	50	24	0	0	0	0	0	9	0	80	0	0	0	29
assemblage-398-355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	42	141	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	41	31	23	0	0	0	0	0	0	0	113	0	0	0	15
assemblage-526-569	0	0	0	0	0	0	0	0	0	0	0	5	0	0	111	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	96	0	0	0	0	0	0	0	0	69	0	4	56	0	12	0	0	0	0	0	0	49	0	0	0	19
assemblage-509-534	0	0	0	0	0	5	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	90	0	0	0	0	0	8	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	157	0	0	0	0	0	0	0	0	0	0	0	0	11
assemblage-675-257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	13	0	0	11	0	0	121	0	96	0	0	0	0	0	0	146	0	0	0	11
assemblage-612-218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	89	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	130	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	72	0	18	7	51	0	0	0	0	0	0	0	27	0	0	0	15
assemblage-525-913	0	0	0	0	0	7	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	102	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	10	113	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	67	27	0	0	0	0	18	0	0	0	0	0	0	0	7
assemblage-164-933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	21	0	0	10	0	0	140	0	105	0	0	0	0	0	0	130	0	0	0	6
assemblage-470-127	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	7	0	0	0	113	0	0	0	4	0	0	93	0	0	7	0	0	0	0	0	0	66	0	0	0	0	0	10	130	0	0	0	0	0	0	0	0	0	0	0	0	19
assemblage-257-856	0	0	0	0	0	37	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	36	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	32	84	0	0	9	0	0	0	0	0	0	6	0	0	0	0	0	62	97	0	0	0	0	0	0	0	0	0	0	0	0	15
assemblage-782-467	0	0	0	0	0	25	0	0	0	0	0	0	32	0	0	36	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	134	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	40	168	0	0	0	0	0	0	0	0	0	0	0	0	17
assemblage-540-938	0	0	0	0	0	9	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	15	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	51	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	145	0	0	0	0	0	0	0	0	0	0	0	0	10
assemblage-477-336	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92	342	0	0	4	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
assemblage-370-281	0	0	0	0	0	40	0	0	0	0	0	0	36	0	0	0	5	10	0	0	0	0	0	0	0	0	61	0	0	0	0	12	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	80	0	0	0	0	0	0	0	0	0	0	0	0	17
assemblage-672-407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122	7	0	72	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	23	6	47	35	10	22	0	5	0	0	28	0	18	0	0	0	11
assemblage-928-1006	0	0	0	0	0	8	0	0	0	0	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	84	0	0	0	0	0	0	0	0	0	62	0	0	0	0	0	12	130	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	54	22	0	0	0	0	9	0	0	0	0	0	0	0	11
assemblage-250-872	0	0	0	0	0	12	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	11	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	72	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	120	0	0	0	0	0	0	0	0	0	0	0	0	16
assemblage-510-572	0	0	0	0	0	0	27	0	0	0	0	37	0	0	72	0	0	0	0	6	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	159	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	11	0	0	34	18	0	0	0	0	0	0	0	83	0	0	0	9
assemblage-673-388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	3	0	56	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	25	0	60	40	14	30	0	0	0	0	39	0	12	0	0	0	16
assemblage-288-575	0	0	0	0	0	0	0	0	11	0	0	0	0	0	47	0	0	0	0	11	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	83	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	69	22	23	0	0	0	0	0	25	0	16	0	5	0	9
assemblage-356-329	0	0	0	0	0	0	0	0	7	0	0	0	0	0	55	0	0	0	0	13	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	87	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	75	30	20	0	0	0	0	0	16	0	15	0	5	0	11
assemblage-935-1004	0	0	0	0	0	17	0	0	0	0	0	0	82	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	65	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	6	147	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	58	23	0	0	0	0	11	0	0	0	0	0	0	0	8
assemblage-988-336	0	0	0	0	0	40	0	0	0	0	0	0	7	0	0	0	0	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	64	90	45	0	0	0	0	0	13	0	0	0	0	0	16
assemblage-344-220	0	32	0	0	0	9	0	19	0	0	7	0	0	0	0	11	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	26	117	0	0	0	0	0	0	0	0	181	0	0	0	17
assemblage-352-266	0	0	0	0	0	82	0	0	0	0	0	0	28	0	0	0	16	20	0	0	0	0	0	0	0	0	15	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	216	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	13
assemblage-261-343	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	15	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	134	68	0	0	0	0	0	0	0	0	59	0	0	0	16
assemblage-793-991	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	228	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	80	0	0	0	0	0	0	0	0	0	14	0	0	36
assemblage-689-249	0	0	0	0	0	0	0	0	0	0	0	3	0	0	90	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	0	0	0	0	0	0	0	0	0	0	0	114	0	0	0	0	0	0	0	0	51	0	0	44	9	12	0	0	0	0	0	0	44	0	0	0	28
