Assemblage_Name	1-6851594-0	4579836-0-495436	1-8092132-5376206	0-8368908-1	3-3-1	1-8092132-0	3-8604947-1	4-508700-0	4-5180155-495436	0-1-1	6505826-1-4	4-209931-495436	3657716-0-495436	0-9793988-1	4-6053368-495436	0-8142930-1	3-1-4	4-2449732-495436	4708040-0-495436	4-0-495436	4-2449732-6528690	4897015-0-0	4-2449732-2044594	4-3-4	4-2-0	1-8092132-9469947	3264759-8092132-0	4-9515191-495436	1-8092132-9679453	1-8092132-6508779	4-2-8241146	5382900-8092132-6508779	3-3-1454976
assemblage-357-256	0	0	0	0	15	81	0	0	41	97	0	0	0	0	0	0	101	0	0	40	0	0	0	39	85	0	0	0	0	0	0	0	1
assemblage-897-536	47	0	0	0	0	138	0	0	0	0	0	0	0	0	0	0	303	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	3
assemblage-957-688	0	0	0	0	8	188	0	34	0	112	0	0	0	6	0	0	0	0	0	108	0	0	0	0	0	0	0	0	0	37	0	0	7
assemblage-344-340	0	0	0	0	0	260	0	0	0	8	0	0	0	0	0	0	0	0	0	217	0	0	0	0	0	0	0	0	0	0	0	10	5
assemblage-340-239	0	34	0	0	30	200	0	0	0	42	0	0	0	0	0	0	0	0	0	179	0	0	0	0	0	0	0	0	0	0	0	11	4
assemblage-928-253	0	0	0	0	6	185	0	37	0	137	0	0	0	5	0	0	0	0	0	96	0	0	0	0	0	0	0	0	0	27	0	0	7
assemblage-449-332	0	0	0	0	0	0	0	0	0	392	0	0	0	0	0	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0	0	0	4
assemblage-261-238	0	0	0	0	282	0	0	0	0	167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	2
assemblage-363-786	0	0	23	0	0	181	0	0	0	0	0	0	0	0	0	0	0	53	0	136	0	0	11	0	0	0	0	0	0	0	0	95	1
assemblage-279-115	0	0	0	0	0	131	0	0	21	74	0	0	0	0	0	0	72	0	0	88	0	0	0	7	101	0	0	0	0	0	0	0	6
assemblage-543-930	0	0	0	0	35	84	0	0	0	25	0	8	0	0	0	0	10	0	0	198	0	0	0	0	134	0	0	0	0	0	0	0	6
assemblage-629-460	0	0	0	0	17	7	0	0	13	128	0	0	0	0	0	0	38	0	0	220	0	0	0	0	71	0	0	0	0	0	0	0	6
assemblage-815-972	0	0	0	0	77	188	0	0	0	56	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0	0	0	24	0	28	5
assemblage-597-662	0	0	0	0	14	45	0	0	0	144	64	0	0	0	0	0	17	0	0	106	0	0	0	0	110	0	0	0	0	0	0	0	0
assemblage-292-549	0	0	0	0	61	197	0	0	0	60	0	0	0	0	0	0	0	0	0	136	0	0	0	0	0	0	0	0	0	8	0	25	13
assemblage-631-459	0	0	0	0	13	9	0	0	12	119	0	0	0	0	0	0	30	0	0	231	0	0	0	0	77	0	0	0	0	0	0	0	9
assemblage-353-336	0	0	0	0	0	269	0	0	0	11	0	0	0	0	0	0	0	0	0	199	0	0	0	0	0	0	0	0	0	0	0	18	3
assemblage-293-129	0	0	0	0	14	44	0	0	0	115	0	0	17	0	0	0	92	0	0	140	0	0	0	0	71	0	0	0	0	0	0	0	7
assemblage-370-312	0	0	0	0	0	266	0	0	0	18	0	0	0	0	0	0	0	0	0	183	0	0	0	0	0	0	0	0	0	0	0	23	10
assemblage-929-253	0	0	0	0	45	89	0	34	0	170	0	0	0	0	0	18	10	0	0	125	0	0	0	0	0	0	6	0	0	0	0	0	3
assemblage-295-545	0	0	0	0	95	132	18	0	0	62	0	0	0	0	0	0	0	0	0	190	0	0	0	0	0	0	0	0	0	0	0	0	3
assemblage-646-853	0	0	0	0	80	124	16	0	0	61	0	0	0	0	0	0	0	0	0	211	0	0	0	0	0	0	0	0	0	0	0	0	8
assemblage-280-126	0	0	0	0	57	102	0	0	0	33	0	5	0	0	0	0	9	0	0	177	0	0	0	0	107	0	0	0	0	0	0	0	10
assemblage-925-992	0	0	0	0	29	91	0	0	5	103	0	0	0	0	0	0	44	0	0	86	0	0	0	0	135	0	0	0	0	0	0	0	7
assemblage-196-186	0	0	0	0	0	3	0	0	47	0	0	0	0	0	0	0	272	0	0	178	0	0	0	0	0	0	0	0	0	0	0	0	0
assemblage-941-247	0	0	0	0	6	158	0	45	0	135	0	0	0	4	0	0	0	0	0	102	0	0	0	0	0	0	0	0	0	47	0	0	3
assemblage-882-392	0	0	0	0	11	175	0	36	0	116	0	0	0	0	0	0	0	0	0	106	0	0	0	0	0	0	0	0	0	48	0	0	8
assemblage-623-454	0	0	0	0	12	11	0	0	15	130	0	0	0	0	0	0	35	0	0	221	0	0	0	0	71	0	0	0	0	0	0	0	5
assemblage-621-440	0	0	0	0	0	137	0	0	42	149	0	0	0	0	0	0	63	0	0	67	0	0	0	38	0	0	0	0	0	0	0	0	4
assemblage-898-394	0	0	0	0	122	237	0	6	0	83	0	0	0	0	0	0	0	0	0	39	0	0	0	0	10	0	0	0	0	0	0	0	3
assemblage-720-910	0	35	0	0	31	211	0	0	0	49	0	0	0	0	0	0	0	0	0	166	0	0	0	0	0	0	0	0	0	0	0	5	3
assemblage-237-258	0	0	0	0	287	0	0	0	0	152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	2
assemblage-687-249	0	0	0	0	0	226	0	0	0	0	0	0	0	0	0	0	0	69	0	148	0	0	0	0	0	0	0	0	24	0	0	32	1
assemblage-642-861	0	0	0	0	69	208	0	0	0	60	0	0	0	0	0	0	0	0	0	121	0	0	0	0	0	0	0	0	0	6	0	31	5
assemblage-246-246	0	0	0	0	277	0	0	0	0	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0	0	0	0	0	0	0	1
assemblage-759-877	0	0	0	0	82	259	0	0	0	58	0	0	0	0	0	0	9	0	0	0	0	0	0	0	70	0	0	0	0	0	13	0	9
assemblage-759-874	0	0	0	0	67	269	0	0	0	64	0	0	0	0	0	0	16	0	0	0	0	0	0	7	69	0	0	0	0	0	0	0	8
assemblage-923-236	0	0	0	0	118	254	0	2	0	73	0	0	0	0	0	0	0	0	0	27	0	0	0	0	19	0	0	0	0	0	0	0	7
assemblage-280-565	0	0	0	0	88	154	6	0	0	80	0	0	0	0	0	0	0	0	0	150	0	0	0	0	0	0	0	0	0	0	0	8	14
assemblage-628-854	0	0	0	0	74	220	0	0	0	60	0	0	0	0	0	0	0	0	0	111	0	0	0	0	0	0	0	0	0	8	0	20	7
assemblage-710-473	0	0	5	0	0	238	0	0	0	0	0	0	0	0	0	0	0	37	0	131	0	0	0	0	0	0	0	0	0	0	0	86	3
assemblage-277-528	0	0	0	0	88	54	0	18	0	113	0	0	0	0	0	0	0	0	0	218	0	0	0	0	0	0	0	0	0	0	0	4	5
assemblage-328-328	0	0	0	0	8	241	0	0	0	9	0	0	0	0	0	0	0	0	0	132	0	0	0	0	0	0	0	0	0	0	0	106	4
assemblage-630-846	0	0	0	0	84	71	0	12	0	96	0	0	0	0	0	0	0	0	0	219	0	0	0	0	0	0	0	0	0	0	0	12	6
assemblage-190-596	0	0	37	0	0	276	0	0	0	0	0	0	0	0	0	0	0	0	0	135	0	0	0	0	0	0	0	0	0	0	0	51	1
assemblage-359-271	0	0	0	0	78	267	0	0	0	73	0	0	0	0	0	0	15	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	9
assemblage-985-351	0	0	0	0	76	119	0	0	0	0	0	0	0	0	0	0	0	0	0	159	0	0	0	0	0	13	0	0	0	0	0	132	1
assemblage-597-671	0	0	0	0	60	53	0	0	0	214	0	0	0	0	0	0	20	0	0	119	0	0	0	0	33	0	0	0	0	0	0	0	1
assemblage-460-153	0	0	0	0	71	77	0	0	0	200	0	0	4	0	0	0	22	0	0	107	0	0	0	0	19	0	0	0	0	0	0	0	0
assemblage-684-472	0	0	0	0	6	202	0	0	0	0	0	0	0	0	0	0	0	0	0	162	16	0	0	0	0	0	0	0	0	0	0	110	4
assemblage-689-477	0	0	0	0	2	205	0	0	0	0	0	0	0	0	0	0	0	0	0	176	0	0	0	0	0	0	0	0	0	0	0	102	15
assemblage-308-566	0	0	0	0	1	166	0	0	0	0	0	0	0	0	0	0	0	0	0	195	0	0	0	0	0	13	0	0	0	0	0	114	11
assemblage-471-340	0	0	0	0	0	0	0	0	0	394	0	0	0	0	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0	0	4
assemblage-922-687	0	0	0	0	103	251	0	3	0	63	0	0	0	0	0	0	0	0	0	49	0	0	0	0	21	0	0	0	0	0	0	0	10
assemblage-910-1006	0	0	0	0	0	124	0	0	13	72	0	0	0	0	0	0	51	0	0	106	0	0	0	0	126	0	0	0	0	0	0	0	8
assemblage-774-471	0	0	0	0	180	58	0	15	0	104	0	0	0	0	0	0	7	0	0	133	0	0	0	0	0	0	0	0	0	0	0	0	3
assemblage-239-868	0	0	0	0	13	46	0	0	0	142	0	0	8	0	0	0	78	0	0	140	0	0	0	0	69	0	0	0	0	0	0	0	4
assemblage-543-757	0	0	0	0	21	51	0	0	0	153	57	0	0	0	0	0	24	0	0	90	0	0	0	0	96	0	0	0	0	0	0	0	8
assemblage-615-216	0	0	0	0	0	126	0	0	0	0	0	0	0	0	0	0	0	135	0	164	0	0	0	0	0	0	0	0	0	0	0	73	2
assemblage-352-230	0	0	0	0	19	177	0	0	0	0	0	0	0	0	0	0	0	0	0	277	0	0	0	0	0	0	0	0	0	0	0	15	12
assemblage-614-458	0	0	0	0	14	81	0	0	32	86	0	0	0	0	0	0	110	0	0	38	0	0	0	57	82	0	0	0	0	0	0	0	0
assemblage-614-459	0	0	0	0	19	12	0	0	18	118	0	0	0	0	0	0	39	0	0	219	0	0	0	0	71	0	0	0	0	0	0	0	4
assemblage-598-655	0	0	0	0	163	185	0	0	0	33	0	0	0	0	0	0	36	0	0	26	0	0	0	0	51	0	0	0	0	0	0	0	6
assemblage-336-223	0	0	0	0	88	136	0	0	0	0	0	0	0	0	0	0	0	0	0	146	0	0	0	0	0	7	0	0	0	0	0	122	1
assemblage-787-982	0	0	0	0	73	76	0	16	0	105	0	0	0	0	0	0	0	0	0	212	0	0	0	0	0	0	0	0	0	0	0	8	10
assemblage-637-842	0	0	0	0	78	196	0	0	0	52	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0	0	0	22	0	18	12
assemblage-912-277	0	0	0	0	77	253	14	0	0	36	0	0	0	0	0	0	0	0	0	117	0	0	0	0	0	0	0	0	0	0	0	0	3
assemblage-167-585	0	0	25	0	0	298	0	0	0	0	0	0	0	0	0	0	0	0	0	128	0	0	0	0	0	0	0	0	0	0	0	46	3
assemblage-605-243	0	12	0	0	39	147	0	0	0	17	0	0	0	0	0	0	0	0	0	201	0	0	0	0	0	0	0	0	0	0	0	78	6
assemblage-498-521	0	0	0	0	12	55	0	0	0	165	62	0	0	0	0	0	12	0	0	105	0	0	0	0	87	0	0	0	0	0	0	0	2
assemblage-594-235	0	6	0	0	54	140	0	0	0	9	0	0	0	0	0	0	0	0	0	212	0	0	0	0	0	0	0	5	0	0	0	70	4
assemblage-694-256	0	0	6	0	0	201	0	0	0	0	0	0	0	0	0	0	0	48	0	132	0	0	10	0	0	0	0	0	0	0	0	99	4
assemblage-160-161	0	0	0	0	27	61	0	0	31	129	0	0	0	0	0	0	84	0	0	36	0	0	0	46	85	0	0	0	0	0	0	0	1
assemblage-904-260	0	0	0	0	82	246	13	0	0	55	0	0	0	0	0	0	0	0	0	95	0	0	0	0	0	0	0	0	0	0	0	0	9
assemblage-206-182	0	0	0	0	0	11	0	0	47	0	0	0	0	0	0	0	270	0	0	169	0	0	0	0	0	0	0	0	0	0	0	0	3
assemblage-396-352	0	0	0	0	0	262	0	0	0	8	0	0	0	0	0	0	0	0	0	201	0	0	0	0	0	0	0	0	0	0	0	22	7
assemblage-178-601	0	0	0	0	0	260	0	0	0	0	0	0	0	0	0	0	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	53	7
assemblage-165-927	0	0	0	0	0	84	0	0	0	0	0	0	0	0	0	0	0	0	0	302	0	0	0	0	0	0	0	0	0	0	0	112	2
assemblage-712-891	0	0	0	0	31	190	0	0	0	17	0	0	0	0	0	0	0	0	3	251	0	0	0	0	0	0	0	0	0	0	0	4	4
assemblage-635-856	0	0	0	0	84	248	5	0	0	62	0	0	0	0	0	0	0	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0	7
assemblage-412-358	0	10	0	0	43	132	0	0	0	12	0	0	0	0	0	0	0	0	0	215	0	0	0	0	0	0	0	7	0	0	0	76	5
assemblage-319-550	0	0	0	0	86	118	26	0	0	75	0	0	0	0	0	0	0	0	0	190	0	0	0	0	0	0	0	0	0	0	0	0	5
assemblage-259-333	0	0	0	0	96	106	0	0	0	0	0	0	0	0	0	0	0	0	0	155	0	0	0	0	0	10	0	0	0	0	0	129	4
assemblage-520-558	0	0	0	0	0	216	0	0	0	0	0	0	0	0	0	0	0	61	0	170	0	0	0	0	0	0	0	0	32	0	0	18	3
assemblage-160-196	0	0	0	0	7	129	0	0	45	149	0	0	0	0	0	0	47	0	0	73	0	0	0	48	0	0	0	0	0	0	0	0	2
assemblage-359-264	0	0	0	0	60	267	0	0	0	58	0	0	0	0	0	0	21	0	0	0	0	0	0	0	85	0	0	0	0	0	0	0	9
assemblage-520-549	0	0	6	0	0	187	0	0	0	0	0	0	0	0	0	0	0	33	0	174	0	0	0	0	0	0	0	0	7	0	0	91	2
assemblage-242-242	0	0	0	0	288	0	0	0	0	167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	5
assemblage-929-680	0	0	0	0	43	53	0	30	0	195	0	0	0	0	0	19	6	0	0	137	0	0	0	0	0	0	10	0	0	0	0	0	7
assemblage-943-691	0	0	0	0	115	232	0	9	0	66	0	0	0	0	0	0	0	0	0	44	0	0	0	0	28	0	0	0	0	0	0	0	6
assemblage-305-132	0	0	0	0	0	117	0	0	12	65	0	0	0	0	0	0	67	0	0	95	0	0	0	0	134	0	0	0	0	0	0	0	10
assemblage-526-916	0	0	0	0	0	122	0	0	8	78	0	0	0	0	0	0	70	0	0	109	0	0	0	8	100	0	0	0	0	0	0	0	5
assemblage-358-789	0	0	0	0	0	89	0	0	0	0	0	0	0	0	0	0	0	0	0	291	0	0	0	0	0	0	0	0	0	0	0	117	3
assemblage-611-217	0	0	0	0	0	253	0	0	0	0	0	0	0	0	0	0	0	0	0	186	0	0	0	0	0	0	0	0	0	0	0	53	8
assemblage-670-392	0	0	0	0	0	157	0	0	0	0	0	0	0	0	0	0	0	128	0	126	0	0	0	0	0	0	0	0	0	0	0	87	2
assemblage-907-527	63	0	0	0	0	123	0	0	0	0	0	0	0	0	0	0	303	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	4
assemblage-358-786	0	0	24	0	0	210	0	0	0	0	0	0	0	0	0	0	0	14	0	147	0	0	0	0	0	0	0	0	0	0	0	102	3
assemblage-742-872	0	0	0	0	77	260	0	0	0	60	0	0	0	0	0	0	17	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	6
assemblage-627-458	0	0	0	0	0	152	0	0	42	121	0	0	0	0	0	0	74	0	0	58	0	0	0	45	0	0	0	0	0	0	0	0	8
assemblage-545-737	0	0	0	0	38	120	0	41	0	110	0	0	0	0	0	0	25	0	0	85	0	0	0	0	77	0	0	0	0	0	0	0	4
assemblage-606-238	0	0	0	0	18	268	0	0	0	0	0	0	0	0	0	0	0	0	0	142	0	0	0	0	0	0	0	0	0	0	0	59	13
assemblage-195-187	0	0	0	0	0	5	0	0	31	0	0	0	0	0	0	0	294	0	0	170	0	0	0	0	0	0	0	0	0	0	0	0	0
assemblage-171-608	0	0	0	0	7	201	0	0	0	0	0	0	0	0	0	0	0	0	0	182	0	0	0	0	0	0	0	0	0	0	0	101	9
assemblage-466-351	0	0	0	0	0	0	0	0	0	373	0	0	0	0	0	0	0	0	0	0	0	0	0	123	0	0	0	0	0	0	0	0	4
assemblage-687-910	0	0	0	0	10	197	0	0	0	0	0	0	0	0	0	0	0	0	0	263	0	0	0	0	0	0	0	0	0	0	0	22	8
assemblage-209-176	0	0	0	0	0	16	0	0	35	0	0	0	0	0	0	0	274	0	0	173	0	0	0	0	0	0	0	0	0	0	0	0	2
assemblage-281-541	0	0	0	0	63	79	0	14	0	118	0	0	0	0	0	0	0	0	0	212	0	0	0	0	0	0	0	0	0	0	0	5	9
assemblage-762-878	0	0	0	0	28	10	0	0	17	125	0	0	0	0	0	0	29	0	0	191	0	0	0	0	95	0	0	0	0	0	0	0	5
assemblage-181-190	0	0	0	0	61	263	0	0	0	64	0	0	0	0	0	0	17	0	0	0	0	0	0	6	80	0	0	0	0	0	0	0	9
assemblage-168-953	0	0	21	0	0	182	0	0	0	0	0	0	0	0	0	0	0	52	0	127	0	0	7	0	0	0	0	0	0	0	0	106	5
assemblage-990-345	0	0	0	0	41	141	0	0	0	45	0	0	0	0	0	0	0	0	0	264	0	0	0	0	0	0	0	0	0	0	0	7	2
assemblage-549-750	0	0	0	0	78	57	0	0	0	209	0	0	0	0	0	0	22	0	0	104	0	0	0	0	26	0	0	0	0	0	0	0	4
assemblage-480-335	0	0	0	0	0	0	0	0	0	371	0	0	0	0	0	0	0	0	0	0	0	0	0	120	0	0	0	0	0	0	0	0	9
assemblage-535-559	0	0	12	0	0	241	0	0	0	0	0	0	0	0	0	0	0	21	0	151	0	0	0	0	0	0	0	0	0	0	0	75	0
assemblage-183-166	0	0	0	0	0	157	0	0	32	132	0	0	0	0	0	0	69	0	0	62	0	0	0	43	0	0	0	0	0	0	0	0	5
assemblage-176-599	0	0	0	0	0	160	0	0	0	0	0	0	0	0	0	0	0	115	0	125	0	0	0	0	0	0	0	0	0	0	0	97	3
assemblage-924-289	0	0	0	0	73	106	39	0	0	60	0	0	0	0	0	0	0	0	0	220	0	0	0	0	0	0	0	0	0	0	0	0	2
assemblage-235-847	0	0	0	0	13	40	0	0	0	139	0	0	6	0	0	0	87	0	0	142	0	0	0	0	71	0	0	0	0	0	0	0	2
assemblage-298-582	0	0	0	0	0	169	0	0	0	0	0	0	0	0	0	0	0	0	0	161	0	0	0	0	0	21	0	0	0	0	0	140	9
assemblage-172-188	0	0	0	0	29	73	0	0	47	89	0	0	0	0	0	0	90	0	0	28	0	0	0	50	93	0	0	0	0	0	0	0	1
assemblage-299-556	0	0	0	0	71	102	34	0	0	85	0	0	0	0	0	0	0	0	0	202	0	0	0	0	0	0	0	0	0	0	0	0	6
assemblage-809-471	0	0	0	0	4	170	0	33	0	157	0	0	0	4	0	0	0	0	0	88	0	0	0	0	0	0	0	0	0	40	0	0	4
assemblage-183-592	0	0	0	0	9	248	0	0	0	0	0	0	0	0	0	0	0	0	0	186	0	0	0	0	0	0	0	0	0	0	0	52	5
assemblage-870-401	0	0	0	0	53	88	0	30	0	185	0	0	0	0	0	32	6	0	0	99	0	0	0	0	0	0	5	0	0	0	0	0	2
assemblage-299-553	0	0	0	0	0	143	0	0	0	0	0	0	0	0	0	0	0	0	0	186	0	0	0	0	0	4	0	0	0	0	0	154	13
assemblage-267-236	0	0	0	0	285	0	0	0	0	156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	0	0	0	0	2
assemblage-690-252	0	0	0	0	0	97	0	0	0	0	0	0	0	0	0	0	0	0	0	283	0	0	0	0	0	0	0	0	0	0	0	118	2
assemblage-889-395	0	0	0	8	170	46	0	13	0	125	0	0	0	0	0	0	0	0	0	132	0	0	0	0	0	0	0	0	0	0	0	0	6
assemblage-619-459	0	0	0	0	0	153	0	0	35	124	0	0	0	0	0	0	78	0	0	65	0	0	0	38	0	0	0	0	0	0	0	0	7
assemblage-296-136	0	0	0	0	35	103	0	0	0	22	0	13	0	0	7	0	4	0	0	190	0	0	0	0	124	0	0	0	0	0	0	0	2
assemblage-609-214	0	0	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	115	0	145	0	0	0	0	0	0	0	0	0	0	0	84	2
assemblage-526-929	0	0	0	0	27	93	0	0	0	94	0	0	0	0	0	0	44	0	0	66	0	0	0	0	165	0	0	0	0	0	0	0	11
assemblage-950-251	0	0	0	0	99	232	0	11	0	75	0	0	0	0	0	0	0	0	0	49	0	0	0	0	25	0	0	0	0	0	0	0	9
assemblage-663-393	0	0	0	0	0	239	0	0	0	0	0	0	0	0	0	0	0	0	0	192	0	0	0	0	0	0	0	0	0	0	0	65	4
assemblage-1000-339	0	0	0	0	87	136	0	0	0	0	0	0	0	0	0	0	0	0	0	117	0	0	0	0	0	11	0	0	0	0	0	147	2
assemblage-154-592	0	0	0	0	4	272	0	0	0	0	0	0	0	0	0	0	0	0	0	171	0	0	0	0	0	0	0	0	0	0	0	47	6
assemblage-181-932	0	0	4	0	0	218	0	0	0	0	0	0	0	0	0	0	0	28	0	143	0	0	0	0	0	0	0	0	0	0	0	101	6
assemblage-343-236	0	43	0	0	27	194	0	0	0	43	0	0	0	0	0	0	0	0	0	183	0	0	0	0	0	0	0	0	0	0	0	5	5
assemblage-152-958	0	0	18	0	0	152	0	0	0	0	0	0	0	0	0	0	0	53	0	144	0	0	10	0	0	0	0	0	0	0	0	118	5
assemblage-503-944	0	0	0	0	35	86	0	0	6	93	0	0	0	0	0	0	40	0	0	60	0	0	0	0	176	0	0	0	0	0	0	0	4
assemblage-150-176	0	0	0	0	5	133	0	0	49	137	0	0	0	0	0	0	54	0	0	65	0	0	0	52	0	0	0	0	0	0	0	0	5
assemblage-537-763	0	0	0	0	34	130	0	38	0	98	0	0	0	0	0	0	20	0	0	90	0	0	0	0	88	0	0	0	0	0	0	0	2
assemblage-911-277	0	0	0	0	55	182	0	0	0	56	0	0	0	0	0	0	0	0	0	146	0	0	0	0	0	0	0	0	0	24	0	30	7
assemblage-500-534	0	0	0	0	62	43	0	0	0	230	0	0	0	0	0	0	17	0	0	113	0	0	0	0	28	0	0	0	0	0	0	0	7
assemblage-594-237	0	0	0	0	3	168	0	0	0	3	0	0	0	0	0	0	0	0	0	182	0	0	0	0	0	11	0	0	0	0	0	129	4
assemblage-790-466	0	0	0	0	57	75	0	27	0	179	0	0	0	0	0	22	12	0	0	120	0	0	0	0	0	0	0	0	0	0	0	0	8
assemblage-235-826	0	0	0	0	34	106	0	0	0	37	0	11	0	0	0	0	4	0	0	177	0	0	0	0	129	0	0	0	0	0	0	0	2
assemblage-585-209	0	0	0	0	0	163	0	0	0	0	0	0	0	0	0	0	0	98	0	136	0	0	0	0	0	0	0	0	0	0	0	101	2
assemblage-285-119	0	0	0	0	15	47	0	0	0	118	0	0	3	0	0	0	103	0	0	144	0	0	0	0	68	0	0	0	0	0	0	0	2
assemblage-936-250	0	0	0	0	54	82	0	29	0	163	0	0	0	0	0	32	16	0	0	119	0	0	0	0	0	0	0	0	0	0	0	0	5
assemblage-988-353	0	0	0	0	47	149	0	0	0	25	0	0	0	0	0	0	0	0	7	259	0	0	0	0	0	0	0	0	0	0	0	9	4
