Assemblage_Name	3251237-2-6877457	3317369-3-2315181	1796905-1-3	718107-3651194-3	718107-464126-3	718107-0-6340872	0-7046796-794540	4744425-0-3	1-0-3	8185719-2-4	4959047-2-4	3955868-1-3	1125093-3-2315181	4959047-3965795-4	0-3-794540	5646613-2-4	2-1-7839676	133757-2-4	2102669-7768708-3	2102669-2507097-3	4959047-2-5455552	3772760-0-3	9016181-2-4	4959047-2-7872380	718107-9387820-3	2-2-4	8185719-3665186-4	0-1774362-794540	2102669-1-3	2102669-1-3007743	1-0-6528220	3-3-2315181	2-2-3069798	0-3-96434	3252036-2-6870558	3012821-1-3	3-3079390-2315181	4959047-2187558-4	4959047-2-5994210	4959047-2-3993292	718107-7687145-3	1-3-4	8276787-1-3	3182475-1-8153668	4959047-5915488-4	4959047-377950-4	718107-9736608-3	6649471-0-3	7876114-2-4	7500801-0-3	718107-0-3	7761980-2-4	4959047-2-2522968	3251237-2-4	4959047-9925005-4	8828962-3-2315181	4959047-2-8789369	4959047-2-5197873	1-1-8153668	7444882-2-4	2-1-3	4959047-6043748-4	1783494-1-3	4959047-9295556-4	2-6178508-3	4959047-5915109-4	3-1680660-2315181	3-3-4391669
assemblage-160-948	0	0	0	0	0	5	0	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144	0	0	0	0	0	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
assemblage-357-334	0	0	0	0	0	0	0	0	0	14	281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	4	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
assemblage-679-391	0	0	0	0	0	0	0	0	0	0	276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
assemblage-610-223	0	0	0	0	0	0	0	0	0	0	401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18
assemblage-688-487	0	0	0	0	0	0	0	0	0	8	355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	9	0	0	0	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19
assemblage-349-339	0	0	0	0	0	0	0	0	0	69	253	0	0	0	0	0	0	0	0	0	0	0	0	14	0	49	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
assemblage-803-461	0	0	0	0	0	0	0	0	0	0	91	0	0	0	9	0	0	0	0	0	0	0	0	0	0	28	0	0	38	8	0	85	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	102	0	0	16	0	0	58	0	0	0	35	0	0	0	0	0	0	17
assemblage-260-232	0	0	0	0	0	0	0	0	60	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	125	0	0	102	0	0	13	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	70	0	0	0	0	0	0	28
assemblage-977-352	0	0	0	0	0	0	0	0	0	0	197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16
assemblage-614-667	0	8	0	0	0	0	0	0	0	0	170	0	0	0	21	0	0	0	0	0	0	0	0	0	0	15	0	0	86	0	0	18	0	0	0	0	0	0	0	0	0	99	0	0	0	0	0	0	0	0	15	0	0	2	0	0	0	0	0	51	10	0	0	0	0	0	0	5
