Assemblage_Name	4902324-2-0	0-2-9415518	2792992-2-0	0-2467711-0	8580109-292286-9647820	0-2-5703596	0-5104747-1771678	6314187-3892034-9647820	0-2-3151515	0-7081231-0	0-2-1099867	0-2-9582964	3-292286-5590543	4746551-2-0	0-954603-1771678	0-1-1	0-9421065-0	0-2-7555658	3-292286-9679005	6314187-3685450-7196105	6314187-292286-4390689	986335-292286-9647820	6314187-292286-7007063	6314187-292286-9647820	8389346-2-0	2-5808372-1	1379653-3-1771678	3-1-7322750	779619-292286-9647820	6314187-292286-7170320	0-2-6619684	0-2330305-0	6314187-292286-3790094	0-3950159-0	4131357-1-9647820	6314187-3685450-8225865	0-7794103-0	1245581-2-0	3-1-2	0-2-2559640	3-292286-9647820	3-9118140-9647820	2814885-2-0	0-2-0	2227600-1-9647820	0-1372332-1099867	3-292286-688459	0-9328301-0	0-2-9844758	6314187-6727511-9647820	3-1-9647820	0-5196277-0	3-292286-5567546	3-953507-9647820	6314187-292286-3635885	6314187-3685450-9647820	0-6195163-0	0-2-3182647	0-6257645-0	0-2-3393023	8666923-292286-9647820	3-292286-7603570	0-3-1771678	0-2-4808956	6314187-1150096-9647820	3-1-2180862	4223184-3-1771678	2792707-2-0	6314187-292286-3926392	3-5455546-3	0-5416193-0	6314187-292286-9074907	2-1-1	188314-292286-3926392	0-4764990-1771678	3-9631061-9647820	0-9446710-0	6314187-3139982-7007063	1802570-2-0	3-1-6460742	0-3-3250673	0-3985837-0	3421824-2-0
assemblage-894-530	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	155	0	0	0	0	0	0	0	0	0	0	0	138	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	112	0	0	0	0	0	0	6	0	0	5
assemblage-930-240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	17	0	0	116	0	0	247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
assemblage-411-344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	273	0	0	0	0	0	0	0	34	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
assemblage-673-417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	17
assemblage-254-333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	181	0	0	0	0	0	0	0	0	0	0	0	85	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
assemblage-260-332	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92	0	0	248	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
assemblage-681-262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	3	324	0	0	0	0	0	0	0	0	0	0	0	78	0	0	0	0	0	0	49	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
assemblage-925-280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	0	0	259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19
assemblage-371-813	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	3	0	0	0	30	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	12	0	0	334	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14
assemblage-172-952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	0	0	314	0	0	0	0	0	0	0	0	0	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
assemblage-887-413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	66	0	0	222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
assemblage-333-235	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105	0	0	236	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
assemblage-296-570	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	257	0	0	0	0	0	0	0	50	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
assemblage-292-563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	0	0	312	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	6	13
assemblage-357-256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	22	0	138	0	0	11	0	0	0	0	0	0	35	0	0	0	0	0	0	30	0	0	0	0	181	0	0	0	0	0	0	0	0	0	49	0	10	0	0	0	0	0	0	0	8
assemblage-897-536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	182	0	0	0	0	0	0	0	0	0	0	0	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	107	0	0	0	0	0	0	8	0	0	12
assemblage-957-688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	60	0	0	189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
assemblage-344-340	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	205	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	93	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
assemblage-340-239	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92	0	0	251	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
assemblage-928-253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	71	0	0	174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
assemblage-449-332	0	18	0	0	0	33	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	0	0	0	19	0	0	0	0	0	0	0	0	0	67	0	0	0	0	149	0	0	0	0	0	0	0	23	0	0	0	8	0	0	0	0	0	0	0	7
assemblage-261-238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	283	0	0	0	0	0	0	0	0	0	0	0	65	0	0	0	0	0	0	0	11
assemblage-363-786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	312	0	0	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20
assemblage-279-115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	146	0	0	117	0	0	0	0	0	0	7	0	0	0	0	0	0	21	0	0	0	0	173	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	11
assemblage-543-930	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	163	0	0	49	0	0	0	0	0	0	47	0	0	0	0	0	0	69	0	0	0	22	76	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	16
assemblage-629-460	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106	0	0	142	0	0	0	0	0	0	112	0	0	0	0	0	0	53	0	0	0	8	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26
assemblage-815-972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	180	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	106	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	7
assemblage-597-662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	167	0	0	191	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	17	28	0	0	0	0	10	0	0	0	0	0	0	0	0	7	0	0	0	0	0	7
assemblage-292-549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	199	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	126	0	0	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
assemblage-631-459	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	102	0	0	122	0	0	0	0	0	0	118	0	0	0	0	0	0	42	0	0	0	7	48	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	16
assemblage-353-336	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	240	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	79	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
assemblage-293-129	0	0	0	0	0	0	0	0	0	0	25	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	0	0	115	0	7	0	0	0	0	51	0	0	0	0	0	0	31	0	0	0	36	67	0	0	0	0	0	0	0	0	0	2	0	35	0	0	0	0	0	0	0	13
assemblage-370-312	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	220	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
assemblage-929-253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	17	0	0	119	0	0	241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14
assemblage-295-545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	122	0	0	207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	14
assemblage-646-853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	91	0	0	240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	5	0	6
assemblage-280-126	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	162	0	0	44	0	0	0	0	0	0	45	0	0	0	0	0	0	48	0	0	0	19	92	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	19
assemblage-925-992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	167	0	0	91	0	0	0	0	0	0	29	0	0	0	0	0	0	130	0	0	0	8	25	12	0	0	0	0	0	0	0	0	8	0	9	0	0	0	0	0	0	0	7
assemblage-196-186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	337	0	0	0	0	0	0	0	0	0	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
assemblage-941-247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	41	0	0	177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19
assemblage-882-392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	7	0	0	0	0	30	0	0	88	0	0	217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16
assemblage-623-454	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137	0	0	139	0	0	0	0	0	0	102	0	0	0	0	0	0	48	0	0	0	5	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26
assemblage-621-440	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	126	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	68	0	0	0	0	132	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	12
assemblage-898-394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	156	0	0	236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21
assemblage-720-910	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107	0	0	255	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
assemblage-237-258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	282	0	0	0	0	0	0	0	0	0	0	0	76	0	0	0	0	0	0	0	10
assemblage-687-249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	6	304	0	0	0	0	0	0	0	0	0	0	0	76	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
assemblage-642-861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	209	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	88	0	0	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	12
assemblage-246-246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	298	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	12
assemblage-759-877	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	124	28	0	0	0	0	0	49	0	0	0	0	0	0	17	0	0	0	0	123	0	0	0	0	0	0	0	0	0	81	0	67	0	0	0	0	0	0	0	1
assemblage-759-874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	115	13	0	0	0	0	0	66	0	0	0	0	0	0	15	0	0	0	0	113	0	0	0	0	0	0	0	0	0	103	0	62	0	0	0	0	0	0	0	6
assemblage-923-236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	159	0	0	229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25
assemblage-280-565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	0	0	211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19
assemblage-628-854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	205	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	93	0	0	169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15
assemblage-710-473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	327	0	0	0	0	0	0	0	21	0	0	0	35	0	0	0	0	0	0	30	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	24
assemblage-277-528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	0	0	251	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
assemblage-328-328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	0	0	302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	4	0	0	8	20
assemblage-630-846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0	259	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
assemblage-190-596	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	291	0	0	0	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	9	20
assemblage-359-271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	119	20	0	0	0	0	0	70	0	0	0	0	0	0	7	0	0	0	0	98	0	0	0	0	0	0	0	0	0	93	0	71	0	0	0	0	0	0	0	11
assemblage-985-351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	67	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
assemblage-597-671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	119	0	0	179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27
assemblage-460-153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	93	0	0	240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21
assemblage-684-472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	415	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	7
assemblage-689-477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	9
assemblage-308-566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	292	0	0	0	0	0	0	0	31	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
assemblage-471-340	0	28	0	0	0	29	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145	0	0	0	13	0	0	0	0	0	0	0	0	0	77	0	0	0	0	134	0	0	0	0	0	0	0	22	0	0	0	11	0	0	0	0	0	0	0	9
assemblage-922-687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	154	9	0	238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15
assemblage-910-1006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	19	0	155	0	0	123	0	0	0	0	0	0	5	0	0	0	0	0	0	16	0	0	0	0	156	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	9
assemblage-774-471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	155	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	104	0	0	190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
assemblage-239-868	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	0	0	108	0	0	0	0	0	0	37	0	0	0	0	0	0	36	0	0	3	56	65	0	0	0	0	0	0	0	0	0	7	0	24	0	0	0	0	0	0	0	21
assemblage-543-757	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	197	0	0	187	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	27	12	0	0	0	0	17	0	0	0	0	0	0	0	0	8	0	0	0	0	0	14
assemblage-615-216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	327	0	0	0	0	0	0	0	19	0	0	0	54	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	17
assemblage-352-230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	0	182	0	0	0	0	0	0	0	0	0	0	0	87	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
assemblage-614-458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	11	0	147	0	0	9	0	0	0	0	0	0	48	0	0	0	0	0	0	40	0	0	0	0	170	0	0	0	0	0	0	0	0	0	39	0	11	0	0	0	0	0	0	0	12
