Assemblage_Name	6878391-3-3	2-1223238-0	3-3-2506258	3-4480255-3	4886922-0-2	3-3-3	3-9927829-3	2-4-1755279	4-1-3	0-4-2	6143556-5735500-3	0-4-80545	2-1477299-2	0-8661215-2	2-0-8741645	8989207-4-0	8110752-4-0	3-6784135-3	2-2-4423535	2-1545229-2	2-2-2	5602872-3-3	1-8649196-3	4422132-0-2	6143556-0-3	8846004-1030904-3	2-0-756394	2-4-9256451	3-5355528-3	2-2426730-2	2-4093214-2	2-4-9178463	8035365-3-3	2-7651633-0	2-4-0	2-4-3403863	2-820554-0	903280-3-3	5460462-0-2	1-2751566-3	5226667-8649196-3	2-0-2	1-2-0	2-0-8580645	2-9063001-0	2-8933449-2	3-9473391-2506258	2-747364-2	2-6939912-2	8846004-0-3	2986863-0-2
assemblage-720-910	0	0	0	14	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	64	0	0	0	0	0	0	339	0	0	0	0	0	12	0	0	3
assemblage-237-258	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	440	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	9
assemblage-687-249	0	0	0	0	0	156	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	256	0	0	0	0	0	0	0	0	8
assemblage-642-861	0	0	0	0	0	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	190	0	0	0	0	0	0	186	0	0	0	0	0	0	0	0	5
assemblage-246-246	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	11
assemblage-759-877	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	203	0	0	0	154	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	14
assemblage-759-874	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	196	0	0	0	164	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	10
assemblage-923-236	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	209	0	0	0	54	0	0	212	0	0	0	0	0	0	0	0	7
assemblage-280-565	0	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	18	0	0	0	0	0	26	0	0	0	131	0	0	0	0	0	0	249	0	0	0	0	0	0	0	0	5
assemblage-628-854	0	0	0	0	0	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	194	0	0	0	0	0	0	194	0	0	0	0	0	0	0	0	4
assemblage-710-473	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	16	0	0	6	0	8	0	0	0	0	13	0	0	0	0	0	0	0	67	0	0	0	0	0	0	247	0	0	0	0	0	0	0	0	12
assemblage-277-528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142	0	0	0	0	0	0	346	0	0	0	0	0	0	0	0	12
assemblage-328-328	0	0	0	0	0	114	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	7	0	0	0	42	0	0	0	0	0	0	306	0	0	0	0	0	0	0	0	4
assemblage-630-846	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	186	0	0	0	0	0	0	301	0	0	0	0	0	0	0	0	10
assemblage-190-596	0	0	0	0	0	161	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106	0	0	0	0	0	0	187	0	0	0	0	0	0	0	0	10
assemblage-359-271	0	0	0	0	0	41	0	0	0	11	0	10	0	0	0	0	0	0	0	0	224	0	0	0	135	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	8
assemblage-985-351	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	20	0	0	0	196	0	0	0	0	0	0	206	0	0	0	0	0	0	0	0	6
assemblage-597-671	0	0	0	0	0	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	14	0	65	0	0	0	0	11	0	0	0	0	151	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	4
assemblage-460-153	0	0	0	0	0	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	77	0	0	0	0	13	0	0	0	0	127	0	0	0	0	0	0	105	0	0	0	0	0	0	0	0	13
assemblage-684-472	0	3	0	0	0	165	0	0	0	0	0	0	0	0	0	0	21	4	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	207	0	0	0	0	0	0	0	0	11
assemblage-689-477	0	13	0	0	0	143	0	0	0	0	0	0	0	0	0	0	39	5	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	0	0	0	0	0	0	191	0	0	0	0	0	0	0	0	2
assemblage-308-566	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	0	0	0	0	0	0	346	0	0	0	0	0	0	0	0	11
assemblage-471-340	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	206	0	248	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	14	0	0	0	0	0	0	0	0	0	1
assemblage-922-687	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	189	0	0	0	48	0	0	221	0	0	0	0	0	0	0	0	12
assemblage-910-1006	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0	5	0	53	0	0	0	0	0	0	0	0	0	169	0	0	0	0	0	0	183	0	0	0	0	0	0	0	9	10
assemblage-774-471	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	392	0	0	0	0	0	0	0	0	18
assemblage-239-868	0	0	0	0	0	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	15	0	88	0	0	0	0	0	0	0	0	0	157	0	0	0	0	0	0	87	0	0	0	0	0	0	0	0	9
assemblage-543-757	0	0	0	0	0	138	0	0	0	0	0	0	26	0	0	0	0	0	11	0	52	0	6	0	52	0	0	0	0	0	0	0	0	0	128	0	0	0	0	0	0	81	0	0	0	0	0	0	0	0	6
assemblage-615-216	0	0	0	0	0	164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	288	0	0	0	0	0	0	0	0	8
assemblage-352-230	0	0	0	0	0	103	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	159	0	0	0	0	0	0	166	0	0	0	0	0	0	18	0	6
assemblage-614-458	0	0	0	0	0	4	0	0	0	0	0	7	0	0	0	0	0	0	0	0	120	0	36	0	178	0	0	0	0	0	0	0	0	0	120	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	6
assemblage-614-459	0	0	0	0	0	34	0	0	0	0	29	0	0	0	0	0	0	0	0	0	29	0	0	0	30	0	0	0	0	0	0	0	0	0	244	0	0	12	0	0	0	89	0	0	0	0	0	0	0	26	7
assemblage-598-655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	16	0	69	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	290	0	0	0	0	0	0	0	0	24
assemblage-336-223	0	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	14	0	0	0	167	0	0	0	0	0	0	208	0	0	0	0	0	0	0	0	8
assemblage-787-982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	158	0	0	0	0	0	0	333	0	0	0	0	0	0	0	0	9
assemblage-637-842	0	0	0	0	0	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	7	0	0	0	183	0	0	0	0	0	0	187	0	0	0	0	0	0	0	0	5
assemblage-912-277	0	0	0	0	0	92	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	17	0	0	0	0	0	0	0	0	0	110	0	0	0	0	0	0	241	0	0	0	0	0	0	0	0	5
assemblage-167-585	0	0	0	0	0	194	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	0	0	0	0	0	0	190	0	0	0	0	0	0	0	0	11
assemblage-605-243	0	0	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	0	0	0	0	0	0	168	0	0	0	0	0	0	0	0	5
assemblage-498-521	0	0	0	0	0	119	0	0	0	0	0	0	17	0	0	0	0	0	30	0	44	0	6	0	55	0	0	0	0	0	0	0	0	0	128	0	0	0	0	0	0	97	0	0	0	0	0	0	0	0	4
assemblage-594-235	0	0	0	0	0	123	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	187	0	0	0	0	0	0	145	0	0	9	0	0	0	0	0	8
assemblage-694-256	0	0	0	0	0	182	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	0	0	0	0	0	0	117	0	0	0	0	0	0	0	0	7
assemblage-160-161	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	118	0	39	0	188	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	10
assemblage-904-260	0	0	0	0	0	95	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	21	0	0	0	0	0	0	0	0	0	120	0	0	0	0	0	0	224	0	0	0	0	0	0	0	0	3
assemblage-206-182	0	0	0	0	0	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	50	0	0	0	184	58	0	0	0	0	0	0	0	14
assemblage-396-352	0	0	0	0	0	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	69	0	0	0	0	0	0	303	0	0	0	0	0	0	0	0	10
assemblage-178-601	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	21	0	0	0	0	61	0	0	0	0	0	0	0	31	0	0	0	0	0	0	339	0	0	0	0	0	0	0	0	15
assemblage-165-927	0	0	0	0	0	191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	98	0	0	0	0	0	0	195	0	0	0	0	0	0	0	0	7
assemblage-712-891	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135	0	0	0	0	0	0	257	0	0	0	0	0	0	0	0	14
assemblage-635-856	0	0	0	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	12	0	0	0	0	0	0	0	0	0	126	0	0	0	0	0	0	247	0	0	0	0	0	0	0	0	8
assemblage-412-358	0	0	0	0	0	137	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	9	0	0	0	141	0	0	0	0	0	0	153	0	0	0	0	0	0	0	0	12
assemblage-319-550	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	48	0	0	0	45	0	0	0	0	0	0	340	0	0	0	0	0	0	0	0	2
assemblage-259-333	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	31	0	0	0	225	0	0	0	0	0	0	202	0	0	0	0	0	0	0	0	1
assemblage-520-558	0	0	0	0	0	167	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	269	0	0	0	0	0	0	0	0	6
assemblage-160-196	0	0	0	0	0	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	118	0	0	0	0	0	0	0	0	0	0	0	161	0	0	47	0	0	0	8	17	0	0	0	0	0	0	0	12
assemblage-359-264	0	0	0	0	0	34	0	0	0	7	0	0	0	0	0	0	0	0	0	0	192	0	0	0	172	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	4
assemblage-520-549	0	0	7	0	0	215	0	0	0	0	0	0	0	0	19	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0	180	0	0	0	0	0	0	0	0	5
