Assemblage_Name	3573848-3-2	4396436-3-3401820	4-0-892269	7429622-2-9907803	1-4130068-1584425	4396436-3-8119466	7429622-3987981-4	4810541-7988434-2928704	7429622-2-9473622	4810541-7988434-0	4396436-3-9062055	1-4130068-2	3828229-2-9907803	1-3-577374	0-7988434-0	3282695-9613117-7314947	1-3-4436039	4396436-3-3	4-2784060-0	686001-3-3	7429622-5337405-9907803	2846167-4130068-2	4-0-0	4396436-5598585-3	7429622-9269281-9907803	8165717-3-2	4-2146797-0	4396436-8110273-3401820	1738936-4-4	4396436-9266315-3401820	4659605-3-3401820	2-1-2180474	835787-3-3	2751895-2-4	1-3-9197026	7429622-1803834-9907803	3573848-219884-2	1-3-2	18497-2-9907803	3027991-2-9907803	9101530-4-4	4396436-3-1807025	4396436-1994040-3401820	4396436-3-373382	7429622-9613117-9907803	7429622-9613117-7314947	1-3-8876407	7429622-2-4	4396436-3049123-3	1-4358593-9470511	4659605-3-2992180	1-2-4	4396436-4775088-3401820	4803636-0-0	4396436-927848-3401820	1-2340016-2	1-4358593-703331	8657815-4-4	4396436-6141557-3	4396436-779383-3	4396436-3-908242	4396436-3-2352411	4396436-3-8849965	1-5173068-2	4396436-3-4685328	1-2365966-2	2449968-3-3401820	4396436-3897559-3401820
assemblage-936-696	0	71	0	107	0	0	0	0	0	0	0	102	0	0	0	0	0	56	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	11	7	0	0	34	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15
assemblage-298-562	0	113	0	18	0	0	0	0	0	0	0	4	0	0	0	0	0	50	0	0	0	0	200	0	0	0	0	9	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	15
assemblage-256-346	0	196	0	50	0	0	0	0	0	0	0	35	0	0	0	0	0	13	0	0	0	0	68	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
assemblage-525-934	0	0	0	0	0	0	0	0	0	0	0	3	0	0	34	0	0	111	9	0	0	0	121	0	0	0	0	0	0	0	0	0	0	0	0	0	16	84	0	0	5	0	0	0	0	0	0	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16
assemblage-325-227	0	133	0	62	0	0	0	0	0	0	0	50	0	0	0	0	0	42	0	0	0	0	98	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15
assemblage-352-801	0	165	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	14	0	113	0	24	0	0	0	0	24	28	0	0	0	0	0	0	0	0	0	0	10	2	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	7
assemblage-254-348	0	187	0	57	0	0	0	0	0	0	0	31	0	0	0	0	0	17	0	0	0	0	58	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
assemblage-391-369	0	166	0	94	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	84	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	7
assemblage-873-390	0	85	0	128	0	0	0	0	0	0	0	69	0	0	0	0	0	90	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	28	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19
assemblage-664-252	0	122	0	66	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	32	0	0	101	0	12	0	0	0	0	56	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
