Assemblage_Name	2-2-4777647	1-1-4	2-2-7977066	2-1880136-4	6138416-2-4	852331-0-3	3-158275-3	1664999-3553899-4	1664999-2-4	9269653-0-1	3-5899071-3	4947559-0-1	9807443-2-4	3-8076924-3	1-2932161-2724887	2120203-7489974-2724887	1-1190894-1504818	2631666-2-4	2-2-4214820	2-2-4	336371-0-9360925	4019476-0-1	1139472-2932161-2724887	1921312-0-3	1-9904776-2724887	1664999-3230874-4	6656614-7489974-2724887	3-6105937-3	3-1058569-3	336371-0-9484337	6169605-0-1	2-2-9470606	2-2-8732883	1189258-2-4	2-2-3127571	1609303-0-1	336371-0-4112932	9627801-2-4	2631666-4946293-4	336371-6196433-1	5279427-5899071-9937106	2-7300753-4	3-0-3	2-5576775-4	3873105-2-4	3-0-5185011	1-7489974-2724887	336371-6817658-1	1-5444438-7373600	1-2932161-1905349	1136403-2932161-7373600	1-2932161-7373600	336371-0-1603363	2-6373700-0	1-2932161-3382992	2-643370-0	1344707-0-8119171	2-1-2	2-1-0	336371-0-1	3-5899071-9937106	1-1190894-2724887	336371-0-1896277	3-0-8014767	4069939-2-4	3611141-1-4	713051-7489974-2724887	2-2-4324675	2-6380606-4	3-4244986-3	2-4991414-4	2553835-2-4	5714024-5899071-3	2-2-5457791
assemblage-160-948	0	0	0	0	56	0	0	0	0	0	0	0	0	0	34	0	0	20	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	139	0	0	0	0	45	0	0	0	0	0	0	0	119	0	0	0	0	0	0	0	0	0	0	0	0	0	5
assemblage-357-334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	52	0	197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	171	0	0	0	0	0	0	0	20	0	0	0	0	0	8
assemblage-679-391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	138	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	223	0	0	0	0	62	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	12
assemblage-610-223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	13	0	148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	41	0	0	0	0	0	0	0	202	0	0	0	0	0	0	8	5	0	0	0	0	0	11
assemblage-688-487	0	0	0	0	9	0	0	0	0	0	0	0	0	0	50	0	0	79	0	170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	8	0	4	0	0	48	0	0	0	0	0	0	0	114	0	0	0	0	0	0	0	0	0	0	0	0	0	10
assemblage-349-339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	153	0	0	0	0	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	0	0	0	0	0	0	0	81	0	17	0	0	0	0	0	0	0	0	0	0	0	13
assemblage-803-461	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	231	20	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	155	0	15	0	0	0	0	0	0	32	0	0	0	0	14
assemblage-260-232	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	172	0	15	0	0	0	0	0	0	0	0	0	0	0	24
assemblage-977-352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	5	9	179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	221	0	21	0	0	0	0	0	0	0	0	0	0	0	6
assemblage-614-667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	256	68	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	12	32	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	10	53	4	24	0	0	0	0	0	0	0	0	0	9	0	8
assemblage-198-177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	393	0	91	0	0	0	0	0	0	0	0	0	0	0	9
assemblage-898-542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	243	0	0	0	0	0	0	0	0	0	0	0	0	0	21
assemblage-942-233	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	62	0	0	0	0	0	0	15	0	0	0	0	14
assemblage-894-247	0	0	0	0	0	0	0	4	34	0	0	0	0	0	23	0	0	0	0	246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123	0	39	0	0	0	0	0	0	14	0	0	0	0	6
assemblage-894-530	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	249	0	0	0	0	0	0	0	0	0	0	0	0	0	12
assemblage-930-240	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	174	0	57	0	7	0	0	0	0	0	0	0	0	0	12
assemblage-411-344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	172	0	0	0	0	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	0	0	0	0	0	0	0	63	0	21	0	0	0	0	0	0	0	0	0	0	0	13
assemblage-673-417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91	0	0	0	0	203	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	12
assemblage-254-333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0	0	5	0	222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	183	0	14	0	0	0	0	0	0	0	0	0	0	0	14
assemblage-260-332	0	0	0	0	0	0	0	0	14	0	0	0	0	0	43	0	0	30	0	270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	0	14	0	0	0	0	0	0	0	0	0	0	0	17
assemblage-681-262	0	0	0	0	11	0	0	0	0	0	0	0	0	0	8	0	0	69	0	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	9	0	0	0	0	0	0	0	18	0	0	0	0	100	0	0	0	0	0	0	0	125	0	0	12	0	0	0	0	0	0	0	0	0	0	6
assemblage-925-280	0	0	0	0	0	0	0	0	61	0	0	0	0	0	34	0	0	14	0	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	219	0	11	0	0	0	0	0	0	0	0	0	0	0	13
assemblage-371-813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	46	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	134	0	0	6	0	217	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	6
assemblage-172-952	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	47	0	99	0	0	0	0	0	0	13	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	135	0	0	0	0	74	0	0	0	0	0	0	0	106	0	0	0	0	0	0	0	0	0	0	0	0	0	13
assemblage-887-413	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	266	23	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	11	0	0	0	0	0	0	29	0	0	0	0	12
assemblage-333-235	0	0	0	0	0	0	0	0	14	0	0	0	0	0	45	0	0	19	0	279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	0	18	0	0	0	0	0	0	0	0	0	0	0	13
assemblage-296-570	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	0	0	0	0	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91	0	0	0	0	0	0	0	80	0	31	0	0	0	0	0	0	0	0	0	0	0	16
assemblage-292-563	12	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0	0	205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	0	0	0	0	36	0	0	0	0	0	0	0	74	0	3	0	0	0	0	0	0	0	0	0	0	0	9
assemblage-357-256	0	45	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	184	0	0	0	0	0	0	0	0	0	0	0	0	0	9
assemblage-897-536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	248	0	0	0	0	0	0	0	0	0	0	0	0	0	11
assemblage-957-688	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	236	21	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170	0	3	0	0	0	0	0	0	32	0	0	0	0	8
assemblage-344-340	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	40	0	188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	191	0	0	0	0	0	0	0	15	0	0	0	0	0	11
assemblage-340-239	0	0	0	0	0	0	0	0	7	0	0	0	0	0	40	0	0	33	0	265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	0	12	0	0	0	0	0	0	0	0	0	0	0	14
assemblage-928-253	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	229	17	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	158	0	17	0	0	0	0	0	0	32	0	0	0	0	11
assemblage-449-332	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15
assemblage-261-238	0	257	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
assemblage-363-786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	86	0	0	0	0	0	0	9	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	141	0	0	0	0	82	0	0	0	0	0	0	0	105	0	0	0	0	0	0	0	0	0	0	0	0	0	19
assemblage-279-115	0	0	0	0	0	0	0	0	0	0	14	36	0	0	0	0	13	0	0	141	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	69	23	28	0	0	0	0	0	0	0	0	0	0	0	16
assemblage-543-930	0	5	0	0	0	0	0	0	0	0	31	0	0	0	0	0	21	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	4	0	9	0	0	206	109	0	30	0	0	0	0	0	0	0	0	0	0	0	9
assemblage-629-460	0	57	0	0	0	0	0	0	0	0	47	27	0	0	0	0	12	0	0	18	0	16	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	86	0	50	0	0	0	0	0	0	0	0	0	0	0	5
assemblage-815-972	0	0	0	0	0	0	0	0	65	0	0	0	0	0	63	0	0	0	11	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	67	0	0	0	0	0	0	5	0	0	0	0	9
assemblage-597-662	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	230	66	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	19	27	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	13	65	0	16	0	0	0	0	0	0	0	0	0	7	0	11
assemblage-292-549	0	0	0	0	0	0	0	0	44	0	0	0	0	0	80	0	0	0	18	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98	0	75	0	0	0	0	0	0	0	0	0	0	0	17
assemblage-631-459	0	46	0	0	0	0	0	0	0	0	50	36	0	0	0	0	8	0	0	6	0	10	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	108	0	56	0	0	0	0	0	0	0	0	0	0	0	1
assemblage-353-336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	45	0	177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	177	0	0	0	0	0	0	0	11	0	0	0	0	0	15
assemblage-293-129	0	10	0	0	0	0	0	0	0	0	38	25	0	7	0	0	0	0	0	97	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	62	0	0	0	0	0	0	0	0	0	0	0	0	0	14
assemblage-370-312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	41	0	205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	181	0	0	0	0	0	0	0	7	0	0	0	0	0	13
assemblage-929-253	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0	0	0	0	0	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	65	0	0	0	0	0	0	142	0	58	0	19	0	0	0	0	5	0	0	0	0	6
