Assemblage_Name	5268050-1-4	75117-590095-5087455	2570505-8024631-5462702	3-0-1128208	4907030-1396185-5746102	2570505-5588067-4	7894022-3-9156960	4907030-4-7782480	2377644-3-4	2570505-3574682-3654792	4-3-6185597	9074472-6343212-4	2570505-2076617-4	2570505-3-4466819	2570505-6815526-4	4907030-4-8978203	3-7722225-7964511	5932967-3-4	8834713-3-5462702	5535047-3-1	3545059-3-4	3-0-6394172	2570505-6765879-8719928	3-9267002-0	5394814-3-1	4779215-105485-1714920	7739121-105485-2419663	2570505-8383704-5462702	0-9303308-1430068	2570505-3-4707388	3-0-7074867	9243144-3-4779483	3-3864568-2419663	9243144-3-8823018	2570505-6765879-4	2570505-3-1507610	3-7598101-1970499	3-0-3870956	2570505-3608969-4	3-105485-549895	3-0-7760469	9640391-3-5462702	3-105485-2419663	5636610-3-5462702	5904942-3-1	2570505-3-9156960	8913959-7598101-2419663	1205539-105485-2419663	7308771-0-1205004	3-0-7954277	2570505-1134674-9156960	0-2810573-4	2570505-7718220-4	0-1-4	3-248882-2419663	3-105485-3112549	2570505-5062429-4	3-0-2601000	0-6632290-4	2570505-3-5467712	3-0-7964511	75117-4-5087455	2570505-3-4	3-0-1205004	2570505-8699608-4	0-6343212-4	2570505-1947255-4766500	2570505-3-5462702	2570505-1390685-4	2570505-3574682-4	8316120-105485-2419663	3-0-207393	3-7598101-2419663	2570505-2059968-4	3-105485-6880554	2570505-626689-4	2570505-6076809-4	4907030-1259735-5087455	4733249-3-1	3094678-0-7964511	5059576-1396185-5087455	3-7598101-851398	0-3-4	3-7598101-1978974	4907030-3230284-5087455	2570505-5427777-4	8218828-3-1	9057308-3-4	3-105485-78993	4907030-4-5087455	3-0-6354171	8042484-105485-2419663	4779215-7394914-2419663	2570505-8458157-4	4733249-4132061-1	3-7598101-9815214	3-0-3077378	2777960-3-4	8218828-3-5793122	75117-4-5862362	3470427-6343212-4	2570505-7653458-4	4907030-1396185-5087455	3-0-376446	4907030-2864267-5087455	2570505-7653458-2058726	1081111-1-4	2570505-1947255-6995175	9867711-3-4	2196372-3-9156960	2570505-1947255-4	0-1-1430068	3-0-7926458	4-4877830-6406630	2570505-3-5037108	1317581-7598101-2419663	4907030-7446184-5087455	2570505-5842790-4	9243144-3-1655960	948949-0-0	4907030-4-1386002	6005867-3-5462702	3650721-105485-2419663	2570505-5108929-5860353	2570505-9645567-4	6001790-5588067-4	2570505-7488963-5462702	0-4112321-4	4779215-105485-2419663	3-0-0	4-4-4	6606952-4-5087455	9243144-3-4	3-8313736-0	3-7598101-1205004	3-4894524-0	2570505-7060821-4	7407966-3-5462702	2570505-3-1910088	2570505-3131227-4	4-4877830-8738063
assemblage-160-948	0	0	0	0	0	51	33	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	8	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	2	0	12	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	194	0	0	0	0	0	0	0	14
assemblage-357-334	0	0	0	0	0	74	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	130	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	28	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	13
assemblage-679-391	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	69	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	106	0	0	0	0	0	0	0	22
assemblage-610-223	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	209	0	0	22	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	20	13	0	0	0	92	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	19
assemblage-688-487	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	18	0	0	0	29	0	68	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	9	0	0	22	0	0	0	45	0	0	0	0	0	0	0	6
assemblage-349-339	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	23	0	0	0	88	0	10	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0	0	0	0	0	0	0	35
assemblage-803-461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	3	20	226	11	0	0	16	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0	0	0	0	12	0	0	17	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	20
assemblage-260-232	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	40	4	0	30	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	45	0	0	0	6	0	0	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	0	0	0	0	0	0	0	0	0	0	22
assemblage-977-352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	7	0	0	0	191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	35	0	0	0	97	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	41	11
assemblage-614-667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	64	37	47	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	73	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	47
