Assemblage_Name	0-3992176-2	8168089-1-2	4-1499187-3621134	4-1-6397567	1718624-1-7377056	4-1-2245541	4-1-3621134	4672-4766492-6804244	2998283-1-3621134	4-1-6912017	1907829-4777438-2	4-1-1368447	8870290-1-7100913	155004-1-2	4568994-1-7100913	1718624-1-2	2022184-1-2	2-5896192-6804244	4-1316401-3621134	1718624-1-2584594	2022184-91769-2	9556611-2-6804244	1718624-1-6878460	1718624-1-8508862	2-2-145131	2-2-7604179	0-1-7966139	4-1-3315928	4-5321986-4093291	0-1-2	7573739-1-2	8853295-1-1368447	9322264-1-2	0-4777438-2	0-8250767-2	396065-1-1361996	2-2-6804244	4-1799244-3621134	8876958-1-3621134	1953467-1-1554258	4-2778366-3621134	1718624-830230-2	4-2605899-3621134	3878945-1-7100913	4-2266188-3621134	8085846-1-2	1718624-1-334521	5269085-1-2	9483458-1-2	0-1-9618673	1213177-2-0	1718624-6387974-1709829	4-1673018-3621134	2-2-0	1718624-1-5320700	1718624-1-5077965	4-1-1361996	4-1-9349660	3893055-1-2	1718624-7556525-2	9293076-1-0	7997937-1-663133	8230821-3064289-7100913	4049889-1-2	1874735-1-3621134	4-5321986-3621134	1051927-1-2	1718624-249785-2	4-1-8661946	0-5783930-2	2-61629-6804244	1718624-6387974-2	2688785-1-2	2871913-4136463-7100913	2871913-1-7100913	0-1-472892	527811-1-3621134	4-1-0	4-5321986-3198013	4417668-1-3621134	4855081-1-2	0-1-8970718	4-1-3368501	5874534-1-3621134	4-2666937-0	1718624-1-2137423	7605406-1-3621134	2871913-3064289-7100913	3-0-4	2871913-1-6950501	2022184-1-6135277	8744970-1-2	7997937-1-1368447	1718624-1-4184854	1718624-4563984-2	4-1-2185954	4-5321986-2235920	3842979-4136463-7100913	1718624-1-6124412	1953467-1-2	2-9056276-6804244	3551724-1-2
assemblage-160-948	0	0	0	0	0	0	162	0	0	0	0	0	0	0	0	126	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0	20	0	20	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	14
assemblage-357-334	0	0	0	0	0	0	158	0	0	0	0	0	0	18	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	84	0	0	0	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14
assemblage-679-391	0	0	0	0	0	0	149	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	132	0	0	0	0	19	0	5	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17
assemblage-610-223	0	0	0	0	0	0	145	0	0	0	0	0	0	0	0	78	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0	0	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41
assemblage-688-487	0	0	0	0	0	0	157	0	0	0	0	0	0	0	0	122	6	0	0	0	0	0	0	0	0	0	0	0	6	119	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	13	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
assemblage-349-339	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	77	0	0	0	0	0	0	0	0	0	0	0	0	0	180	0	0	0	0	21	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	96	8	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
assemblage-803-461	0	0	8	0	0	0	175	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0	0	0	0	0	6	0	107	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	19
assemblage-260-232	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	105	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	35
assemblage-977-352	0	0	0	0	0	0	209	0	0	0	0	11	0	0	0	131	0	0	0	0	0	0	0	0	5	42	0	0	0	21	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22
assemblage-614-667	0	0	0	0	0	0	16	0	0	0	0	59	0	0	0	192	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	18	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	56	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	24
