Assemblage_Name	0-3731468-2	4-4742269-3	8426723-0-3	2-3-4	8225307-3-2	0-1-4348437	4-0-3287143	8225307-3-7794810	0-8230468-2	188961-0-3	0-1-1849687	0-8230468-988909	188961-0-1353812	0-1-2	0-9473612-2	0-7802105-2	9152710-0-3047486	4-4830362-3	9152710-0-3	4-0-3	4-2970034-3	0-0-1	4-1773106-3	5568015-0-3	0-8230468-8803984	0-816519-4802851	9152710-3071375-3	0-9473612-4802851	0-2315853-2	0-1226362-2	4-3390923-3	0-8230468-7597093	4-8827250-3	2-7569902-4	2-6107023-2118455	2-6107023-4	4-3713788-3	4-2970034-5441056	3-2-1	3-2-477318	9152710-4716236-3
assemblage-172-952	0	0	0	0	0	0	0	0	101	0	0	0	0	182	0	0	0	0	113	0	82	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
assemblage-887-413	0	0	0	0	0	32	0	0	36	0	0	0	0	11	0	0	0	0	98	187	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	6
assemblage-333-235	0	0	0	0	0	0	0	0	87	0	0	0	0	9	0	0	20	0	27	128	212	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	2
assemblage-296-570	0	0	0	0	0	0	0	0	108	0	0	0	0	98	0	0	0	0	66	58	107	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	54	0	0	0
assemblage-292-563	0	0	0	0	0	0	0	0	49	0	0	0	0	172	0	12	0	0	33	73	161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
assemblage-357-256	0	0	0	22	0	60	0	0	30	24	0	0	0	65	0	0	0	0	99	54	0	103	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	8
assemblage-897-536	0	0	0	0	42	8	0	0	294	0	0	0	0	139	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
assemblage-957-688	0	0	0	0	0	35	0	0	36	0	0	0	0	14	0	0	0	0	124	190	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	4
assemblage-344-340	0	0	0	0	0	0	0	0	73	0	0	0	0	66	0	0	0	0	86	23	249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
assemblage-340-239	0	0	0	0	0	0	0	0	91	0	0	0	0	10	0	0	11	0	23	134	223	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	1
assemblage-928-253	0	0	0	0	0	29	0	0	37	0	0	0	0	14	0	0	0	0	92	222	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	4
assemblage-449-332	0	0	0	0	0	0	0	0	0	163	0	0	0	0	0	0	0	0	100	221	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
assemblage-261-238	0	0	0	211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	5	0	224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	8	1
assemblage-363-786	0	0	0	0	0	0	0	0	115	0	0	0	0	158	0	0	0	0	139	0	80	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1
assemblage-279-115	0	0	0	5	0	81	0	0	60	0	0	0	0	31	7	0	0	0	94	74	17	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
assemblage-543-930	0	0	0	37	0	3	0	0	22	0	0	0	7	68	0	0	0	0	194	52	0	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
assemblage-629-460	0	0	0	18	0	0	0	0	102	0	0	0	0	175	0	0	0	0	0	47	0	153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
assemblage-815-972	0	0	0	0	0	5	0	0	19	0	0	0	0	150	0	0	0	0	117	161	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	2
assemblage-597-662	0	0	0	12	0	61	0	0	92	0	0	0	0	32	0	0	0	0	171	52	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	5
assemblage-292-549	0	0	0	0	0	8	0	0	13	0	0	0	0	146	0	0	0	0	139	156	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	2
assemblage-631-459	0	0	0	19	0	0	0	0	102	0	0	0	0	195	0	0	0	0	0	55	0	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
assemblage-353-336	0	0	0	0	0	0	0	0	76	0	0	0	0	61	0	0	0	0	96	31	227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
assemblage-293-129	0	0	0	25	0	0	0	0	55	0	0	0	7	137	41	0	0	0	55	44	0	69	0	0	0	0	0	31	2	0	0	0	0	0	0	22	0	0	0	0	12
assemblage-370-312	0	0	0	0	0	0	0	0	85	0	0	0	0	65	0	0	0	0	88	22	235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
assemblage-929-253	0	0	0	0	0	0	0	0	0	0	0	0	0	134	0	0	0	0	138	103	30	43	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	15
assemblage-295-545	0	0	0	0	0	0	0	0	106	0	0	0	0	18	0	0	0	7	95	191	71	0	0	0	0	0	0	0	0	0	6	0	0	0	0	6	0	0	0	0	0
assemblage-646-853	0	0	0	0	0	0	0	0	114	0	0	0	0	13	0	0	0	9	93	166	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	4
assemblage-280-126	0	0	0	30	0	4	0	0	19	0	0	0	14	54	0	0	0	0	199	52	0	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
assemblage-925-992	0	0	0	23	0	11	0	0	58	0	0	0	0	183	0	0	0	0	13	14	0	190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
assemblage-196-186	0	0	0	0	0	0	0	0	28	0	0	0	0	411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	8
assemblage-941-247	0	0	0	0	0	32	0	0	38	0	0	0	0	10	0	0	0	0	100	207	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	2
assemblage-882-392	0	0	0	0	0	50	0	0	36	0	0	0	0	8	0	0	0	0	118	179	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	9
assemblage-623-454	0	0	0	17	0	0	0	0	78	0	0	0	0	170	0	0	0	0	0	64	0	164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
assemblage-621-440	0	0	0	0	0	4	0	0	57	46	0	0	0	156	0	0	0	0	139	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
assemblage-898-394	0	0	0	0	0	0	0	0	0	0	0	0	0	129	0	0	0	6	81	157	23	11	0	0	0	0	11	0	0	0	0	0	0	0	0	69	0	0	0	0	13
assemblage-720-910	0	0	0	0	0	0	0	0	83	0	0	0	0	11	0	0	15	0	39	127	210	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	4
assemblage-237-258	0	0	0	170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	19	7
assemblage-687-249	0	0	0	0	0	0	0	0	0	0	0	0	0	214	0	0	0	0	36	0	234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16
assemblage-642-861	0	0	0	0	0	5	0	0	26	0	0	0	0	168	0	0	0	0	141	132	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	5
assemblage-246-246	0	0	0	185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	5	0	239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	37	2
assemblage-759-877	0	0	0	124	0	12	0	0	129	0	0	0	0	85	73	0	0	0	33	7	0	28	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	2
assemblage-759-874	0	0	0	119	0	17	0	0	119	0	0	0	0	78	69	0	0	0	45	11	0	25	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	2
assemblage-923-236	0	0	0	0	0	0	0	0	0	0	0	0	0	109	0	0	0	6	103	146	24	11	0	0	0	0	10	0	0	0	0	0	0	0	0	75	0	0	0	0	16
assemblage-280-565	0	0	0	0	0	0	0	0	63	0	0	0	0	74	0	0	13	0	123	133	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	16
assemblage-628-854	0	0	0	0	0	5	0	0	17	0	0	0	0	154	0	0	0	0	133	148	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	2
assemblage-710-473	0	0	0	0	0	0	0	0	37	0	0	0	0	147	0	0	0	0	45	34	188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	2
assemblage-277-528	0	0	0	0	0	0	0	0	103	0	0	0	0	30	0	0	57	10	58	130	64	0	0	0	0	0	0	0	0	0	0	11	0	0	0	31	0	0	0	0	6
assemblage-328-328	0	0	0	0	0	0	0	0	39	0	0	0	0	169	0	0	0	0	44	87	152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
assemblage-630-846	0	0	0	0	0	0	0	0	128	0	0	0	0	56	0	0	47	4	54	129	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	16
assemblage-190-596	0	0	0	0	0	0	0	0	77	0	0	0	0	117	0	0	0	0	50	52	197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
assemblage-359-271	0	0	0	133	0	27	0	0	111	0	0	0	0	110	56	0	0	0	31	4	0	12	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	5
assemblage-985-351	0	0	0	0	0	0	0	0	5	0	0	0	0	192	0	0	11	0	102	87	93	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	4
assemblage-597-671	0	0	0	8	0	73	0	0	33	0	0	0	0	143	0	0	0	0	56	114	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	3
assemblage-460-153	0	0	0	11	0	59	0	0	23	0	0	0	0	171	0	0	0	0	55	114	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	6
assemblage-684-472	0	0	0	0	0	0	0	0	8	0	0	0	0	165	0	0	0	0	14	24	196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92	0	0	1
assemblage-689-477	0	0	0	0	0	0	0	0	14	0	0	0	0	145	0	0	0	0	4	14	187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	0	0	0
assemblage-308-566	0	0	0	0	0	0	0	0	102	0	0	0	0	76	0	0	0	0	98	48	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	6
assemblage-471-340	0	0	0	0	0	0	0	0	0	155	0	0	0	0	0	0	0	0	93	238	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
assemblage-922-687	0	0	0	0	0	0	0	0	0	0	0	0	0	130	0	0	0	11	72	153	22	8	0	0	0	0	11	0	0	0	0	0	0	0	0	78	0	0	0	0	15
assemblage-910-1006	0	0	0	8	0	112	0	0	44	0	0	0	0	19	0	0	0	0	93	72	8	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17
assemblage-774-471	0	0	0	0	0	19	0	0	92	0	0	0	0	74	0	0	0	0	82	127	40	38	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0
assemblage-239-868	0	0	0	18	0	0	0	0	67	0	0	0	7	146	55	0	0	0	62	20	0	67	0	0	0	0	0	26	0	0	0	0	0	0	0	11	0	0	0	0	21
assemblage-543-757	0	0	0	9	0	90	0	0	67	0	0	0	0	23	9	0	0	0	168	57	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	1
assemblage-615-216	0	0	0	0	0	0	0	0	48	0	0	0	0	162	0	0	0	0	19	15	239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0
assemblage-352-230	0	0	0	0	0	0	0	0	90	0	0	0	0	99	0	0	0	0	47	48	151	0	0	0	0	0	0	0	0	0	0	44	0	0	0	13	0	0	0	0	8
assemblage-614-458	0	0	0	36	0	54	0	0	31	24	0	0	7	58	0	0	0	0	72	73	0	94	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	9
assemblage-614-459	0	0	0	14	0	0	0	0	113	0	0	0	0	144	0	0	0	0	0	60	0	164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
assemblage-598-655	0	0	0	0	0	41	0	0	0	0	0	0	0	95	0	0	0	0	161	79	0	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
assemblage-336-223	0	0	0	0	0	0	0	0	0	0	0	0	0	170	0	0	13	0	93	101	89	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	20
assemblage-787-982	0	0	0	0	0	0	0	0	100	0	0	0	0	52	0	0	41	12	67	124	37	0	0	0	0	0	0	0	0	0	0	18	0	0	0	39	0	0	0	0	10
assemblage-637-842	0	0	0	0	0	12	0	0	26	0	0	0	0	127	0	0	0	0	162	136	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0
assemblage-912-277	0	0	0	0	0	0	0	0	68	0	0	0	0	100	0	0	0	0	146	63	48	0	0	0	0	0	0	0	0	0	0	0	0	6	0	64	0	0	0	0	5
assemblage-167-585	0	0	0	0	0	0	0	0	56	0	0	0	0	112	0	0	0	0	72	44	196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	14	0	0	3
assemblage-605-243	0	0	0	0	0	0	0	0	35	0	0	0	0	51	0	0	0	0	99	30	283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
assemblage-498-521	0	0	0	10	0	100	0	0	57	0	0	0	0	29	6	0	0	0	144	58	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	4
assemblage-594-235	0	0	0	0	0	0	0	0	46	0	0	0	0	50	0	0	0	0	101	31	266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
assemblage-694-256	0	0	0	0	0	0	0	0	139	0	0	0	0	147	0	0	0	0	112	0	94	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
assemblage-160-161	0	0	0	45	0	67	0	0	34	20	0	0	9	38	0	0	0	0	76	76	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	5
assemblage-904-260	0	0	0	0	0	0	0	0	36	0	0	0	0	105	0	0	0	0	154	105	45	0	0	0	0	0	0	0	0	0	0	0	0	10	0	42	0	0	0	0	3
assemblage-206-182	0	0	0	0	0	0	0	0	26	0	0	0	0	425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	16
assemblage-396-352	0	7	0	0	0	0	0	0	103	0	0	0	0	64	0	0	0	0	86	35	203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
assemblage-178-601	0	0	0	0	0	0	0	0	20	0	0	0	0	162	0	0	0	0	92	70	132	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	4
assemblage-165-927	0	0	0	0	0	0	0	0	14	0	0	0	0	247	0	0	0	0	17	11	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104	0	0	1
assemblage-712-891	0	0	0	0	0	0	0	0	12	0	0	0	0	28	0	0	57	0	150	117	100	0	0	0	0	0	0	0	0	0	0	0	0	0	13	22	0	0	0	0	1
assemblage-635-856	0	0	0	0	0	0	0	0	63	0	0	0	0	92	0	0	0	0	160	53	58	0	0	0	0	0	0	0	0	0	0	0	0	6	0	63	0	0	0	0	5
assemblage-412-358	0	0	0	0	0	0	0	0	49	0	0	0	0	82	0	0	0	0	101	35	231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
assemblage-319-550	0	0	0	0	0	0	0	0	95	0	0	0	0	10	0	0	0	10	100	194	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	4
assemblage-259-333	0	0	0	0	0	0	0	0	11	0	0	0	0	147	0	0	0	0	130	89	105	0	4	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	7
assemblage-520-558	0	0	0	0	0	0	0	0	0	0	0	0	0	214	0	0	0	0	38	0	243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
assemblage-160-196	0	0	0	0	0	10	0	0	60	45	0	0	0	136	0	0	0	0	123	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
assemblage-359-264	0	0	0	99	0	29	0	0	105	0	0	0	0	96	79	0	0	0	37	5	0	40	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	3
assemblage-520-549	0	0	0	0	0	0	0	0	65	0	0	0	0	196	0	0	0	0	53	0	130	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	33	0	0	6
assemblage-242-242	0	0	0	198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	18	4
assemblage-929-680	0	0	0	0	0	6	0	0	10	0	0	0	0	160	0	0	0	0	117	103	39	27	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	9
assemblage-943-691	0	0	0	0	0	4	10	0	0	0	0	0	0	94	0	0	0	12	86	152	24	15	0	0	0	0	4	0	0	0	0	0	0	0	0	93	0	0	0	0	6
assemblage-305-132	0	0	0	16	0	83	0	0	55	0	0	0	0	23	0	0	0	0	113	69	23	98	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	8
assemblage-526-916	0	0	0	20	0	81	0	0	37	0	0	0	0	36	0	0	0	0	92	65	16	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15
assemblage-358-789	0	0	0	0	0	0	0	0	25	0	0	0	0	257	0	0	0	0	11	16	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92	0	0	2
assemblage-611-217	0	0	0	0	0	0	0	0	9	0	0	0	0	145	0	0	0	0	107	80	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	2
assemblage-670-392	0	0	0	0	0	0	0	0	83	0	0	0	0	143	0	0	0	0	14	19	214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	11
assemblage-907-527	0	0	0	0	47	8	0	5	264	0	0	0	0	154	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
assemblage-358-786	0	0	0	0	0	0	0	0	109	0	0	0	0	146	0	0	0	0	30	0	129	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	26	0	0	2
assemblage-742-872	0	0	0	140	0	14	0	0	115	0	0	0	0	107	43	0	0	0	41	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14
assemblage-627-458	0	0	0	7	0	0	0	0	28	47	0	0	0	189	0	0	0	0	119	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
assemblage-545-737	0	0	0	0	0	18	15	0	19	0	14	0	0	70	0	0	0	0	22	208	42	32	0	0	0	9	0	0	0	0	0	0	0	0	0	44	0	0	0	0	7
assemblage-606-238	0	0	0	0	0	0	0	0	34	0	0	0	0	146	0	10	0	0	33	107	169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
assemblage-195-187	10	0	0	0	0	0	0	0	26	0	0	0	0	411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	13
assemblage-171-608	0	0	0	0	0	0	0	0	7	0	0	0	0	153	0	0	0	0	9	21	190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118	0	0	2
assemblage-466-351	0	0	0	0	0	0	0	0	0	145	0	0	0	0	0	0	0	0	100	244	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
assemblage-687-910	0	0	0	0	0	0	0	0	56	0	0	0	0	105	0	0	0	0	52	69	159	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	12
assemblage-209-176	6	0	0	0	0	0	0	0	27	0	0	0	0	410	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	7
assemblage-281-541	0	0	0	0	0	0	0	0	143	0	0	0	0	43	0	0	37	0	62	123	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	13
assemblage-762-878	0	0	0	31	0	0	0	0	81	0	0	0	0	180	0	0	0	0	0	43	0	164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
assemblage-181-190	0	0	0	128	0	13	0	0	106	0	0	0	0	105	67	0	0	0	38	13	0	20	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	3
assemblage-168-953	0	0	0	0	0	0	0	0	117	0	0	0	0	183	0	0	0	0	95	0	100	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
assemblage-990-345	0	0	0	0	0	0	0	0	12	0	0	0	0	34	0	0	51	0	150	108	111	0	0	0	0	0	0	0	0	0	0	0	0	0	5	22	0	0	0	0	7
assemblage-549-750	0	0	0	17	0	69	0	0	29	0	0	0	0	160	0	0	0	0	81	89	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	11
assemblage-480-335	0	0	0	0	0	0	0	0	0	140	0	0	0	0	0	0	0	0	89	246	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
assemblage-535-559	0	0	0	0	0	0	0	0	120	0	0	0	0	180	0	0	0	0	35	0	103	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	26	0	0	1
assemblage-183-166	0	0	0	0	0	4	0	0	42	35	0	0	0	181	0	0	0	0	95	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
assemblage-176-599	0	0	0	0	0	0	0	0	67	0	0	0	0	151	0	0	0	0	14	15	231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	4
assemblage-924-289	0	0	0	0	0	0	0	0	80	0	0	0	0	11	0	0	0	12	79	201	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	3
assemblage-235-847	0	0	0	23	0	0	0	0	78	0	0	0	0	122	59	0	0	0	60	31	0	64	0	0	0	0	0	20	0	0	0	0	0	0	0	17	0	0	0	0	26
