Assemblage_Name	2-0-725292	1-1-2	2-0-2115509	1-1704050-2	0-1-1977365	4-2640183-711261	6575977-0-3	1-0-1	6191721-1-2	2-9192334-3	2-0-6793600	0-1-6047418	2384790-0-3	0-1-1	2-116459-3	2-0-7169524	3876202-0-3	2-0-5410572	1134776-1-1	5629874-1-1	3640421-0-3	4-2-711261	0-1-1997218	0-4795044-1	3682709-1-1	2-0-8565567	0-2862164-1	7900838-0-3	2-0-4	2-0-3	1-4-4609346	1-2-3	4772716-0-4	2-2005411-3	0-7161253-1	5188575-0-3	0-1-3241399	2857766-0-3	9015093-1-1	9015093-1-784666
assemblage-160-948	63	0	0	0	0	0	0	0	0	7	0	0	0	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	348	0	0	0	0	0	0	0	0	0	1
assemblage-357-334	0	0	0	0	0	0	0	0	0	0	0	0	0	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	393	0	0	0	0	0	0	0	0	0	10
assemblage-679-391	23	0	0	0	0	0	0	0	0	35	0	0	0	58	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	366	0	0	0	0	0	0	0	0	0	1
assemblage-610-223	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	431	0	0	0	0	0	0	0	0	0	0
assemblage-688-487	56	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	310	0	0	0	0	0	0	0	0	0	3
assemblage-349-339	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	6	0	0	0	0	16	0	0	0	0	438	0	0	0	0	0	0	0	0	0	8
assemblage-803-461	0	17	0	11	0	0	0	0	0	0	0	0	0	257	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	194	0	0	0	0	0	0	0	0	0	2
assemblage-260-232	0	96	0	0	0	0	0	53	0	0	0	0	0	135	0	0	0	0	0	0	0	6	0	0	0	0	0	0	41	102	31	23	0	0	0	0	0	0	0	13
assemblage-977-352	0	0	0	0	0	0	0	0	0	0	0	0	0	189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	306	0	0	0	0	0	0	0	0	0	5
assemblage-614-667	0	118	0	0	0	0	0	0	0	0	0	0	0	232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	123	0	0	0	9	0	0	0	0	0	8
assemblage-198-177	0	352	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118	0	0	0	16	0	0	0	0	0	0	2
assemblage-898-542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	450	0	0	0	0	0	0	0	0	0	3
assemblage-942-233	0	18	0	0	0	0	0	0	0	0	0	0	0	154	0	0	0	0	0	0	0	69	0	0	0	0	0	0	0	258	0	0	0	0	0	0	0	0	0	1
assemblage-894-247	0	0	0	0	0	0	0	0	0	0	0	0	0	181	0	0	0	0	0	0	0	17	0	0	0	8	0	0	0	290	0	0	0	0	0	0	0	0	0	4
assemblage-894-530	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	454	0	0	0	0	0	0	0	0	0	4
assemblage-930-240	0	46	0	14	0	0	0	0	0	0	0	0	0	155	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	274	0	0	0	0	0	0	0	0	0	6
assemblage-411-344	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	446	0	0	0	0	0	0	0	0	0	6
assemblage-673-417	58	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	401	0	0	0	0	0	0	0	0	0	5
assemblage-254-333	0	0	0	0	0	0	0	0	0	0	0	0	0	167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	322	0	0	0	0	0	0	0	0	0	11
assemblage-260-332	0	0	0	0	0	0	0	0	0	0	0	0	0	182	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	315	0	0	0	0	0	0	0	0	0	0
assemblage-681-262	57	0	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	366	0	0	0	0	0	0	0	0	0	6
assemblage-925-280	0	9	0	5	0	0	0	0	0	0	0	0	0	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	357	0	0	0	0	0	0	0	0	0	1
assemblage-371-813	21	0	0	0	0	0	0	0	0	0	0	0	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	407	0	0	0	0	0	0	0	0	0	5
assemblage-172-952	35	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	409	0	0	0	0	0	0	0	0	0	4
assemblage-887-413	0	23	0	18	0	0	0	0	0	0	0	0	0	284	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	139	0	0	0	0	0	0	0	0	0	9
assemblage-333-235	0	0	0	0	0	0	0	0	0	0	0	0	0	163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	332	0	0	0	0	0	0	0	0	0	5
assemblage-296-570	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	446	0	0	0	0	0	0	0	0	0	10
assemblage-292-563	39	0	0	0	0	0	0	0	0	0	0	0	0	125	0	0	0	0	0	0	0	0	0	0	88	0	0	0	0	247	0	0	0	0	0	0	0	0	0	1
assemblage-357-256	0	27	0	0	0	0	0	36	7	0	0	0	0	287	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	127	11	0	0	0	0	0	0	0	0	1
assemblage-897-536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	443	0	0	0	0	0	0	0	0	0	6
assemblage-957-688	0	16	0	14	0	0	0	0	0	0	0	0	0	222	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	202	0	0	0	0	0	0	0	0	0	8
assemblage-344-340	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	418	0	0	0	0	0	0	0	0	0	10
assemblage-340-239	0	0	0	0	0	0	0	0	0	0	0	0	0	189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	309	0	0	0	0	0	0	0	0	0	2
assemblage-928-253	0	18	0	8	0	0	0	0	0	0	0	0	0	244	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	210	0	0	0	0	0	0	0	0	0	5
assemblage-449-332	0	0	0	0	0	0	0	179	0	0	0	0	0	309	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
assemblage-261-238	0	0	0	0	0	0	0	0	0	0	0	0	0	260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127	110	0	0	0	0	0	0	0	3
assemblage-363-786	43	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	409	0	0	0	0	0	0	0	0	0	2
assemblage-279-115	0	59	0	0	0	0	0	0	0	0	0	0	0	272	0	0	0	0	0	0	0	7	0	0	0	0	0	0	48	86	0	0	0	0	0	0	0	0	20	8
assemblage-543-930	0	65	0	0	0	0	0	0	0	0	0	0	0	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	68	14	0	0	0	10	0	0	0	0	2
assemblage-629-460	0	133	0	0	0	0	0	0	0	0	0	0	0	201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	0	72	0	0	0	0	0	0	0	0	7
assemblage-815-972	0	6	0	0	0	0	0	0	0	0	0	0	0	251	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	225	0	0	0	0	0	0	0	0	0	4
assemblage-597-662	0	118	0	0	0	0	0	0	0	0	0	0	0	247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	111	0	0	0	0	0	0	0	0	0	16
assemblage-292-549	0	0	0	0	0	0	0	0	0	0	0	0	0	253	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	227	0	0	0	0	0	0	0	0	0	8
