Assemblage_Name	0-7474780-0	6210373-4-1	6210373-4-3373482	1-0-2	1-0-3	0-963902-8548980	0-0-441753	0-9735383-0	2847496-0-0	9511751-0-2	0-0-5228036	0-6757879-0	5144795-963902-0	9577881-0-0	2-4937430-4	2-5841884-4	0-0-0	0-0-8060508	0-3292237-0	0-963902-0	0-9030790-0	5001439-0-0	2692402-4-1	3464050-0-2	0-0-7584927	5376415-1-0	0-9030790-6398381	0-4283587-0	4055477-0-0	0-690976-0	486764-1-4	0-1387586-0	2104825-4-1	1-0-4524694	2-7898848-0	2-1-0	2-1-4	2-1-8134501	7878824-0-0	0-0-5108998	6472020-0-0	7500925-963902-0	0-0-9155012
assemblage-206-394	0	0	0	211	0	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91	73	0	0	0	0	0	3
assemblage-986-762	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	179	12	0	0	0	0	0	6
assemblage-760-951	0	0	0	169	0	0	0	0	0	0	0	0	0	0	0	0	228	0	6	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	11
assemblage-824-163	0	0	0	155	0	0	0	0	0	0	0	0	0	0	0	0	272	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	11
assemblage-245-235	0	0	0	25	0	0	0	14	0	0	0	0	0	0	0	0	90	0	11	161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	194	0	0	0	0	0	0	5
assemblage-711-782	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	329	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	6
assemblage-698-797	0	0	0	44	0	0	0	5	0	0	0	0	0	0	0	0	371	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	6
assemblage-503-216	0	0	0	51	0	0	0	21	0	0	0	0	0	0	0	0	271	0	0	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	2
assemblage-918-961	0	2	0	16	0	0	0	0	0	0	0	0	0	0	0	0	119	0	0	188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	168	0	0	0	0	0	0	7
assemblage-766-990	0	48	0	32	0	0	0	0	0	0	0	0	0	0	0	0	308	0	0	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	1
assemblage-859-100	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	367	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0
assemblage-945-378	0	19	0	0	0	0	6	0	0	0	0	0	0	0	0	0	294	0	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	0	0	0	0	0	0	19
assemblage-939-810	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	368	0	0	38	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	69	0	0	0	0	11	0	3
assemblage-515-363	0	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	366	0	0	10	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	20	0	0	0	0	5	0	3
assemblage-935-118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	333	0	0	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0	0	3
assemblage-564-226	0	12	0	0	0	0	93	0	0	0	0	0	0	0	0	0	291	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	2
assemblage-567-217	0	57	0	0	0	0	11	0	0	0	0	0	0	0	0	0	375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	5
assemblage-855-815	0	21	0	0	0	0	6	0	0	0	0	0	0	0	0	0	341	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	0	0	0	0	0	0	2
assemblage-632-438	0	55	0	0	0	0	131	0	0	0	0	0	0	0	0	0	186	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0	11
assemblage-612-439	0	27	0	0	0	0	80	0	0	0	0	0	0	0	0	0	227	0	0	52	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	109	0	0	0	0	0	0	3
