Assemblage_Name	1765219-8415992-2060195	2326857-2-2060195	5268085-8415992-2060195	0-2-8500411	8891729-8652226-1292827	2-1989281-341232	4885425-8979183-491565	4885425-9328057-794016	0-2034706-2060195	4885425-0-3395526	0-8415992-453625	7883922-4586245-7814458	642869-7998449-0	4885425-2238226-794016	642869-3623268-0	0-8415992-2060195	2-1-1600550	642869-4150028-6644674	6862757-5864143-2060195	4885425-8119092-1433874	0-3938010-2060195	8007406-1-4	0-9891128-2060195	1513079-8508547-415626	642869-0-0	5167017-5527570-2060195	6806550-7111232-2060195	0-5766442-2060195	2-1-3	0-45194-2060195	2-1989281-7814458	1795557-8415992-2060195	642869-4150028-0	0-8415992-7930389	4861287-4846002-2060195	8007406-8430335-4	0-2638435-2060195	0-1913323-2060195	4-0-2803005	3208973-8508547-0	1795557-3633412-2060195	8952968-8415992-2060195	9769673-0-794016	4885425-8119092-8291650	0-8415992-6239633	1-2207802-1292827	642869-4150028-3611495	2736619-0-794016	0-3054152-2060195	2-6763299-7814458	0-7708601-2060195	0-3083502-2060195	5887267-1-3	6737329-8119092-1433874	5202635-8415992-6239633	6979408-2-5423091	5167017-8415992-1749644	1513079-8508547-0	9327075-2658322-5423091	1602152-0-794016	2-1-6106553	4885425-2554139-794016	642869-4150028-1953464	4885425-0-8832100	1513079-8339740-0	0-6329587-2060195	5167017-8415992-2060195	0-6875237-2060195	0-4331010-2060195	642869-4150028-7285187	0-529390-2060195	4885425-0-794016	7883922-1989281-7814458	0-3083502-3871257	5167017-2628892-2060195	642869-8406953-0	2869821-2-2060195	4551655-4150028-0	0-8415992-6571495	2419490-2268523-2060195	642869-4150028-1302741	0-3817699-2060195	642869-3470499-0	4885425-8979183-794016	4885425-0-7899961	8128284-0-1292827	2419490-8415992-2060195	3322270-0-794016	1-0-1292827	4451617-1-3	0-8415992-4787054	8007406-5234965-4	2708778-0-794016	0-2-2060195	1288865-8415992-2060195	0-4846002-2060195	340569-8415992-2060195	2-1-7814458	4-0-794016	8891729-8652226-1037127	1-8652226-1292827	1513079-8508547-2246434	8177876-8415992-7930389	4885425-0-1433874	6763212-1-4	2904541-0-0	0-8132196-2060195	2970147-8415992-2060195	0-8415992-5624016	7620549-0-794016	4-4124911-794016	6979408-2658322-5423091	2985302-4150028-0
assemblage-239-219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	21	0	49	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	62	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	60	0	0	0	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	12
assemblage-816-142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	0	7	0	0	0	23	0	0	0	0	0	0	37	0	72	0	142	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	10	0	0	0	0	0	0	0	0	23
assemblage-130-147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	164	0	0	0	0	0	7	0	0	0	0	0	0	25	0	14	0	63	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	172	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30
assemblage-905-929	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	46	0	0	0	0	0	0	94	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	8	65	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	118	0	0	0	0	0	0	0	0	19
assemblage-492-215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97	0	0	0	0	0	0	0	0	0	0	0	0	30	0	58	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	110	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	10	0	27	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	9
assemblage-923-961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	174	0	0	0	13	0	27	0	0	0	0	0	0	31	0	0	0	70	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	8	4	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	62
assemblage-929-942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	7	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36
assemblage-922-961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	4	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30
assemblage-946-393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	184	0	0	0	17	0	7	0	0	0	0	0	0	0	0	0	8	23	0	0	0	0	4	0	0	8	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25
assemblage-920-795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	259	0	0	0	19	0	8	0	0	0	0	0	0	0	0	0	0	51	36	0	0	0	0	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	17
assemblage-488-381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	213	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	75	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	20
assemblage-746-290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	25
assemblage-570-232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	43	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	25
assemblage-961-129	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	14
assemblage-612-439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	7	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	207	0	0	0	0	0	0	0	0	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	25
assemblage-617-440	0	0	0	0	0	0	7	0	0	2	0	0	0	0	0	111	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	18	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	64	0	0	0	0	6	0	0	0	118	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	30
assemblage-615-421	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	170	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	9	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	14	0	0	0	0	0	0	0	0	57	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	21
