Assemblage_Name	5394077-3-6756163	5394077-3-6719873	1583570-3-4	3503449-3-4	6600919-3-3371055	3189988-1103239-4	6360358-0-4	5394077-7288252-4	3-9510287-3	5788656-3630920-3	1-831460-2	2637104-0-4	2-5404534-782674	3-2398688-3228877	9533761-831460-2	3189988-0-8544563	3189988-0-4	4186097-3-4	3-2-3	8462968-3-4	2557706-0-6816431	3189988-6805370-7236721	3189988-5489703-4740072	5394077-3-667111	3189988-2106776-8020325	172317-0-6816431	1-3-8912098	5094092-2398688-3	5157695-6805370-6269347	5817696-6805370-6269347	5394077-1630868-4	6327494-3-4	5394077-3-4	9929595-0-4	6348859-3-4	8138766-2398688-3	3189988-0-9875720	3036832-3-4	2950572-0-4	1-831460-1419288	5788656-2398688-3	5394077-3-5538133	3189988-6805370-5302779	3189988-7999403-4	2-6294631-2	1-3-2	1618278-2-2	5394077-3-7065512	9736736-2-3	1023314-3630920-3	3189988-837548-4	2-2-782674	2-2-2	632751-0-4	6600919-3-4	3-2-4052021	383672-3-4	4049500-0-4	3189988-6805370-6269347	1-3-4	3189988-6805370-4740072	1-831460-4116859	3-2398688-3	9907901-7999403-6930975	3189988-0-4651796	383672-3-8588887	2401043-3-4	8171442-0-4	3189988-1278784-4	3189988-9888730-4	4515215-3-6756163	3189988-2106776-4	3933477-7999403-6930975	3189988-7999403-6269347	8047961-3-4	1272293-6805370-4740072	3-351820-3	3189988-1764754-4	3189988-0-9941210	3189988-7890120-6269347	2821862-3-4	1125862-7999403-6930975	5394077-3-6859636	3189988-0-5669525	7053549-3-4	3189988-7999403-6930975	4-8895104-1969770	5394077-3-4776661	8395533-7999403-6930975	383672-3-5957761	3189988-0-8539070	3-2-983330	3272740-3-4
assemblage-436-415	0	0	0	223	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	8
assemblage-863-503	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	171	0	0	0	0	0	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	14
assemblage-856-504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	143	0	0	0	0	0	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	22
assemblage-964-845	0	0	0	0	36	24	0	0	0	0	36	34	0	0	0	0	93	0	59	0	5	0	0	0	0	12	0	22	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18
assemblage-953-864	0	0	0	17	0	0	0	0	0	0	10	0	0	0	0	0	251	0	11	0	0	0	0	0	0	10	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	7	0	19	70	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26
assemblage-926-782	0	0	0	0	36	19	0	0	0	0	35	25	0	0	0	0	113	0	79	0	9	0	0	0	0	9	0	15	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
assemblage-283-928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	328	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18
assemblage-862-661	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	114	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
assemblage-866-568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	302	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	87	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27
assemblage-190-406	0	0	0	0	0	0	0	0	180	0	0	0	0	0	0	0	204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
