Assemblage_Name	7061840-2-1	6776240-2-1	3-2-3582391	0-2-1230642	8350093-704812-4803647	367023-0-4349933	3-704812-1	7761430-2-1012979	3-1-2	3-2-3710587	3-8633834-4343892	6792299-704812-4803647	3-3740726-8066692	6145062-4075490-8139431	3-446791-1	615951-704812-4803647	6784011-4-1427671	9590890-2-1	2870683-4-2	3-2-1	5063578-6681946-3119041	7761430-2-1	2749227-5076712-4349933	5063578-4-3959498	367023-0-7104290	8396414-4-7248121	1-4-8285695	5001984-0-4349933	5063578-8268620-7248121	6784011-4-7248121	1-4-52630	3-8329170-4803647	5063578-4-8708982	3-8633834-1	8396414-9500627-7248121	5063578-4-3119041	5063578-4-5383952	5459293-2-1	2198146-4-7248121	3-2046608-1	3-3047246-1734247	3-7195128-128528	3-1-4043683	6145062-4075490-7248121	3549801-4-7248121	3-8892062-1156542	695544-4-7248121	1-4-1991440	4982357-2-1	5063578-9198752-7248121	3-0-1	5843732-2-1	9353722-4-7248121	3-7195128-153981	5063578-2520501-7248121	3-6294368-4803647	1-5192411-2	0-4596099-0	2662614-4-2	3-704812-963065	1-4-1394527	5063578-4-1714095	3828893-4-7248121	0-2-5142802	9754011-704812-4803647	3-3047246-3216465	5063578-4-7364196	2749227-0-5944014	3-3740726-1	8396414-4-4430237	3-3047246-8282920	4922144-0-4349933	5063578-4-231299	3-8892062-1	7560740-4-7248121	0-2-0	3-704812-4803647	5063578-4-9335886	791232-4-7248121	1399984-8633834-4671883	4149385-2-1	367023-0-4401528	5063578-4-7248121	1-959187-2	8437882-2-1	1399984-8633834-1	4547863-4-7248121	1-4-2	5063578-4-8753102	121866-3047246-3216465	9300873-4-2	7942034-8633834-1	5410834-2-1	9453541-704812-4803647	2749227-0-4349933	3227945-8633834-1	5063578-4-7423232	1-1355368-2	3-1973087-1	3-3034585-1	8396414-4075490-7248121	367023-8628288-4349933	5063578-4-6866191	6584496-4-7248121	5063578-4-7066655	8396414-2854133-7248121	5063578-4-7105029	3-8633834-8380101	3-2493590-4803647	3-2-809522	2-4-2	3-704812-2733451	3-7195128-4803647	5063578-4-188081	5959063-2-1	1-4-74239	3-0-4349933	3-0-9975117	3-7195128-7636806	3-3047246-1259352	5063578-4-2143395	3-1557207-1	3-9074711-4803647	1-2640287-2	5063578-4-2	1-4-3407635	1680861-4-7248121
assemblage-486-677	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	173	0	0	0	0	0	0	0	0	0	11
assemblage-505-653	0	0	0	0	0	8	60	0	40	0	0	0	0	0	0	0	0	0	0	73	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	17	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	24	0	0	63	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	39	0	0	0	0	0	0	0	12	0	38
assemblage-495-669	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	180	0	0	0	0	0	0	0	0	0	21
assemblage-958-854	0	0	0	0	0	165	92	0	13	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	28	0	0	0	0	6	0	0	0	0	21
assemblage-205-456	0	0	0	0	0	185	88	0	18	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	35	10	0	0	0	0	0	0	0	0	29
assemblage-926-782	0	0	0	0	0	0	4	0	2	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	18	0	0	0	0	0	27
assemblage-866-658	0	0	0	0	0	10	0	0	48	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	27	0	0	0	0	94	0	0	0	0	0	20	0	0	0	0	201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18
assemblage-860-563	0	0	0	0	0	6	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	101	0	0	0	0	0	28	0	0	0	0	195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19
assemblage-108-487	0	0	0	0	0	14	0	0	42	0	21	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	61	0	0	0	6	0	0	0	0	96	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14
assemblage-667-963	0	0	0	0	0	115	18	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	26	0	0	0	0	0	129	0	0	0	0	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
assemblage-672-954	0	0	0	0	0	108	27	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	20	0	0	0	0	0	135	0	0	0	0	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
assemblage-171-84	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	241	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	13	0	0	0	0	0	69	0	0	0	0	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20
assemblage-787-946	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	112	0	0	0	0	0	0	7	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	181	0	0	0	6	129	0	0	0	0	0	4	0	12	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21
assemblage-824-163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	3	0	0	62	0	0	0	0	0	123	0	0	0	0	120	0	0	0	0	0	0	66	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20
