Assemblage_Name	8384147-7311547-4	1-9515726-0	1-3935016-0	1-3748402-1025007	1-1-0	1-1-2	1-8966704-0	4-6377202-4	1-3748402-0	2-3-2	1-3748402-2033529	5970341-77736-4	4-7311547-638248	4-8637784-4	4694814-7923161-4	4904774-4-4	7623531-9790736-4	3658230-4-4	1650335-1-0	4-7923161-4	1366996-4-4	7623531-4-4	4-7311547-4	4-9566606-5764083	8779224-3748402-0	1-5685249-0	4-7311547-5764083	9246808-4-4	4-7227187-4	1-9263640-0	4-4-7182066	1-6602042-0	1650335-1786433-0	3817711-7923161-4	4-4-4	0-3-1	4-5789639-5764083	4-8449665-4	1481486-1-0	4694814-7923161-3632333	0-9934201-1	1-2-0	2-1-2	1-5965286-0	1-6065928-0	881747-1-0	1-1-8742718	3-2-3	4-7331112-4	7456118-1-0	4-5233630-4	0-3-1918460	5231965-3748402-0	1650335-1-514391	1-348758-0
assemblage-540-375	0	0	0	0	86	16	0	0	6	33	0	12	0	0	0	0	0	0	13	41	0	0	22	0	0	0	0	0	0	0	10	0	0	0	120	41	0	0	0	0	11	28	26	0	0	19	0	0	0	0	0	0	0	0	16
assemblage-405-561	0	0	0	0	48	31	0	0	23	23	0	28	0	0	0	0	0	0	9	51	0	0	14	0	0	0	0	0	0	0	8	0	0	0	148	32	0	0	0	0	0	36	16	0	0	15	0	0	0	0	0	0	0	0	18
assemblage-397-422	0	0	0	0	48	20	0	0	15	18	0	11	0	0	0	0	0	0	21	47	0	0	27	0	0	0	0	0	0	0	5	0	0	0	173	40	0	0	0	0	4	27	17	0	0	15	0	0	0	0	0	0	0	0	12
assemblage-575-668	0	0	0	0	125	13	0	0	42	10	0	0	0	0	0	0	0	0	17	13	0	0	23	0	0	0	0	0	0	0	7	0	0	0	141	52	0	0	0	0	0	33	12	0	0	0	0	0	0	0	0	0	0	0	12
assemblage-497-346	0	0	0	0	101	14	0	0	29	24	0	0	0	0	0	0	0	0	15	25	0	0	28	0	0	0	0	0	0	0	9	0	0	0	131	40	0	0	0	0	0	43	9	0	0	0	10	0	0	0	0	0	0	0	22
assemblage-627-462	0	0	0	0	106	13	0	0	43	15	0	0	0	0	0	0	0	0	16	26	0	0	14	0	0	0	0	0	0	0	1	0	0	0	135	65	0	0	0	0	0	45	13	0	0	0	0	0	0	0	0	0	0	0	8
assemblage-665-539	0	0	0	0	135	0	0	0	62	5	0	0	0	0	0	0	0	0	14	12	0	0	46	0	0	0	0	0	0	0	18	0	0	0	122	38	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	14
assemblage-581-624	0	0	0	0	127	0	0	0	81	9	0	0	0	0	0	0	0	0	18	19	0	0	63	0	0	0	0	0	0	0	12	0	0	0	95	36	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	9
assemblage-461-558	0	0	0	0	105	0	0	0	88	17	0	0	0	0	0	0	0	0	15	28	0	0	61	0	0	0	0	0	0	0	17	0	0	0	94	36	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	10
assemblage-417-425	0	0	0	0	112	0	0	0	90	5	0	0	0	0	0	0	0	0	0	29	0	0	105	0	0	0	0	0	0	0	8	0	0	0	100	27	0	0	0	0	0	8	0	0	10	0	0	0	0	0	0	0	0	0	6
