Assemblage_Name	5094419-4-2	3-4481824-5935599	3-4481824-2	8428937-4-8514846	3-9935791-2	3-4105176-2	3-599822-2	7850040-4-2	3-4-5944172	3-3975277-2	0-3-5072540	4505601-4-0	8060986-4-2	4417942-4-0	4-9126718-0	3-7959279-2	3-4-5258796	6570049-4-2	3-540055-2	3-4-3515195	5920162-9732004-2	6737352-4-0	3-8088305-2	3-2461596-2	3907795-4481824-4871533	3614925-4-2	3-5212439-2	9912282-4-2	8937006-4-2	1-7593840-4	3-3216825-2	3-4489009-2	8428937-4-3612151	1-3-4	5920162-4-2	3-4-5457012	7620690-3-1	8428937-4-2	5037581-3-4	4-4-0	1-5345540-4	0-3-2	4-4-6236317	3-9883575-2	3-4-9792617	3907795-4481824-2	3-4-6719479	3-4-2	3-4481190-2	3907795-4481824-5101499	4-3-1	1-6075450-4	7769356-4-2	1831584-3-1
assemblage-103-910	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	161	0	0	0	0	0	0	0	93	0	0	0	0	0	204	0	0	8	0	0	6
assemblage-492-657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132	0	17	0	0	138	0	0	0	0	0	0	0	203	0	0	0	0	0	10
assemblage-821-643	0	0	15	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	146	0	18	0	0	6	0	0	267	0	0	0	0	0	17
assemblage-594-508	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	46	0	0	0	0	0	54	0	41	0	0	0	0	0	288	0	0	0	0	0	10
assemblage-611-922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	6	0	0	95	10	0	72	0	0	40	0	8	0	0	0	0	0	254	0	0	0	0	0	11
assemblage-602-930	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	13	0	71	0	0	48	0	6	0	0	0	0	0	245	0	0	0	0	0	1
assemblage-925-970	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	153	0	0	12	0	0	34	0	30	0	0	0	0	0	243	0	0	5	0	0	23
assemblage-721-988	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	63	40	0	16	0	5	0	0	0	0	0	306	0	0	0	0	0	7
assemblage-918-974	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	30	0	0	71	0	34	0	0	0	0	0	225	0	0	52	0	0	9
assemblage-734-635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127	0	0	0	19	0	11	0	0	0	0	0	0	0	263	0	0	63	0	0	17
