Assemblage_Name	0-231845-1	3-6795274-0	2-4-7967601	0-3033936-1	3-2-8004165	2-8689317-1	4-5620590-3	3-6470352-6255617	0-1942134-1	2-3-3	8556560-4-1	2-9293589-1	4-2-7207266	3753283-9485633-1	3-3-0	1292323-4-1	9722373-4-1	7203907-2-3	1421783-2-3	2-1109374-1	2-9955204-4462330	0-2282617-5467719	6427374-4-1	7325136-7934665-1542090	2-3-1804084	6340984-4-1	7612005-4-1	2-7935012-1	3-2-8360232	2-4-5928693	0-4-1	2-8663351-1	2-1577369-1	3-2-1542090	6911328-4-1	4-3641050-3	2-2422813-3	8973726-2-3	2-4-5949349	2-4-7149951	3-2-6255617	2-4-9857826	0-2282617-1	2-4-7422178	2-4-9556793	3-2-6365297	9906184-4-1	4-703774-3	0-4-3200912	3-1584955-1542090	559160-4-1	0-3459412-1	2-1920927-1	3-2-6591090	3-2-1	7638739-4842304-1	4-338826-3	2-4-1	7212482-4-1	2-4-1642316	77195-2-3	0-673630-1	2994545-4-1	4-2-3	2-9720098-1	702205-4-7422178	0-8872688-1	7203907-2-4529137	2-4-4462330	2-668765-3	4-2-6086223	2-668765-2780095	2-3914585-1	2-7258925-1	855830-4-1	7657183-2-6255617	2-6221253-1	5964004-4-1	940106-4-1	4-2-4293367	2-9485633-1	3897691-2-6255617	0-4-2747743	2496145-2-3	2-2200453-1	2-4842304-1	1196484-4-1
assemblage-250-731	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	165	0	0	0	0	0	249	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
assemblage-747-590	0	0	0	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	62	0	8	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	178	0	0	0	0	0	156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
assemblage-96-896	0	0	0	0	0	0	0	0	0	41	0	0	0	0	21	0	10	12	0	0	0	0	0	0	0	0	0	0	0	0	93	0	0	0	0	0	0	0	14	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	12	0	12	0	0	110	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	25
assemblage-759-483	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142	0	0	0	0	0	110	0	0	12	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
assemblage-677-301	0	0	0	0	0	0	0	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	166	0	0	7	0	0	69	0	0	30	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	6
assemblage-700-275	0	0	0	0	0	0	0	0	0	13	0	0	0	0	39	0	0	24	0	0	0	0	0	0	0	0	0	14	0	0	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	81	0	0	0	0	0	123	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	16
assemblage-240-941	0	0	0	0	0	0	0	0	0	62	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	81	0	0	0	3	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	189	0	0	0	0	0	111	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28
assemblage-467-749	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	7	0	0	0	0	0	0	0	29	0	0	0	0	54	0	0	0	0	0	0	0	0	0	6	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	288	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	5
assemblage-636-922	0	0	0	0	0	0	0	0	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	154	0	0	6	0	0	83	0	0	34	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	8
assemblage-678-943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	58	0	0	0	0	0	0	55	0	29	72	0	0	0	0	0	0	0	0	0	0	0	0	0	252	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
assemblage-238-92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	87	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	11	21	0	0	0	0	0	0	0	0	0	0	0	0	0	235	0	0	0	0	0	100	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
assemblage-747-593	0	0	0	0	0	0	0	0	48	25	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0	0	0	0	0	155	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
assemblage-234-493	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	5	0	26	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	164	0	0	0	0	0	206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18
assemblage-595-739	80	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	207	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	0	0	0	0	24	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17
assemblage-571-457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	89	0	0	0	0	0	0	0	0	69	53	18	0	0	0	0	9	0	0	14	0	0	0	31	147	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16
