Assemblage_Name	1253084-6461353-3690398	7838470-4-4	9250483-2940857-4247886	1096323-282487-3	2571870-1-4	2-9879110-4	259451-2784453-945044	7898164-4-4	1096323-4674501-69959	9182140-4-4	9250483-2912850-1910941	9250483-2-8550662	9250483-2912850-3690398	4438101-2940857-3564609	1253084-2912850-3690398	5726754-2940857-3564609	0-6486247-1	2-4-2551	259451-9418323-945044	2-4-1208407	7887336-2912850-3690398	9250483-2940857-6370696	2-4-6106594	9250483-2940857-535074	1096323-8482485-3	9375504-4-4	9250483-4739584-3564609	2-3866104-4	4918483-3-1	9250483-2940857-2065712	0-7155891-1	4270754-2940857-3564609	0-3-5106284	2-4-622414	7323500-282487-945044	1096323-4674501-8406066	850140-2940857-2306122	9250483-2940857-2306122	7593779-4-4	0-253340-1	9250483-2912850-3294116	0-3-2322762	1096323-634170-7700696	1-9641329-1	2-4-3581261	7796385-6719383-1	9269088-2940857-3564609	1096323-1041637-3	9250483-2-3564609	7786358-4-7931544	9250483-2-3294116	1828308-3-1	0-313720-1	0-2477023-3302393	1582200-4-4	0-7155891-8306016	2089971-2-3564609	0-1807892-1	9250483-2-2897159	0-3-1111819	2819858-4-4	1096323-282487-9909432	8116811-282487-7700696	9250483-2-4989514	8248961-2940857-3564609	4031488-3-1	2-4-1198795	6181217-3-1	0-3-1	9250483-2940857-6292011	7796385-3-1	9250483-2-5244353	9243711-4-4	9232969-4-4	1096323-4674501-6648659	2-3403933-4	9583296-2940857-535074	2-8317292-4	7874479-4-4	1-2929067-1	1096323-8794419-7143150	9250483-2940857-3564609	1096323-4674501-3	624721-3-1	2-4-5943698	0-3-6851770	9250483-7062331-3564609	1096323-282487-7700696	2-8017825-4	7786358-3837555-4	259451-9418323-639432	3-9093859-4	2-4-3102876	1096323-3212873-3	3584631-2940857-2306122	8533087-2912850-3690398	2-8573887-4	1096323-4-3	4231519-3-1	5432570-4-4	6089336-282487-9909432	7786358-4-4	259451-282487-945044	0-6826734-1	9250483-2940857-6913254	9250483-3324239-3690398	891780-2940857-2306122	1096323-3628743-7143150	2-8870193-4	9250483-2940857-814505	0-5060438-1	8035716-2-3564609	1096323-282487-7840131	2-1647659-6106594	9250483-58703-2306122	0-3-2751789	259451-6233613-945044	9250483-6877975-3690398	1096323-4126181-3	2-4-4	259451-7794451-945044	8673129-3027135-6211056	0-3-5210436	7433455-3-1	9250483-1158341-3690398	1096323-4106346-3	0-3-3302393	8065718-4-6106594	8486408-2-3564609	2980534-4-4	2-4-5411575	1592312-282487-945044	1096323-4674501-9163195	259451-282487-7700696	7682563-2-3564609	2-2196540-4
assemblage-250-731	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	215	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
assemblage-747-590	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	37	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	0	0	0	0	0	0	0	0	9	0	0	0	0	39	0	15
assemblage-96-896	0	0	0	48	29	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	28	23	0	28	0	0	0	0	0	0	0	0	26	0	0	0	0	0	8	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30
assemblage-759-483	0	6	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	144	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21
assemblage-677-301	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	9	0	20	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
assemblage-700-275	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	33
assemblage-240-941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	0	0	0	16	0	0	0	0	0	0	0	0	28	30	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	19
assemblage-467-749	0	0	0	0	0	0	0	0	0	0	0	0	94	0	23	0	0	0	0	0	0	0	0	5	0	0	0	0	0	4	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0	0	0	0	30	0	0	0	0	163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	26
assemblage-636-922	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32
assemblage-678-943	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17
