Assemblage_Name	3056218-7442402-3	2215683-2-1136454	1776505-7442402-3	1-1-1930525	6236191-3690055-3	1-1-8584852	5778796-3-1	1352130-1-9559255	1917144-1-1656466	2964625-7442402-3	6081721-1-2781933	3-2-4856972	3433085-7442402-4910008	6661795-2-3	3-5059743-3	3-3690055-3	3-5017438-7931056	3-7442402-3636047	2215683-2-2309705	1-1-2781933	162968-640162-3	1-1-1	6574686-2-3	3535518-3-1	3-2-3406049	2215683-2-4544645	5408288-7442402-3	3-7891256-3	3-7442402-9745898	3-2-5578071	3-7442402-8628525	3-7442402-1947434	1917144-1-349688	3-2-3	1-5450454-1	1-1-8610081	7792238-5017438-7931056	2215683-2138964-3	3-3656025-3	728396-1-1	1352130-1-1	3-640162-3	2215683-8782523-3	3-7442402-8295627	3-9094355-3	3-7442402-3	3558581-7442402-3	1917144-1-6655815	3535518-7528315-1	8123600-7442402-3	3-7442402-4910008	7052713-7442402-3	3-309509-3	6382447-3-1	3-7442402-7406451	1917144-1-1	3-5483987-3	3490768-2-3	3-5715414-3	1352130-1-307493	3755529-2-3	6794947-7442402-3	2215683-2-9780793	3-7442402-2964706	2215683-2-3	3-2-4538085	7538996-7442402-3	6130345-2-3	2215683-8385031-3	728396-1-8283017	7147150-2-3	3-7442402-4336621	3-7442402-3274484	3-7442402-577506	3-7442402-2011702	3433085-7442402-2561852	9150926-2-3	3-3168977-3	3-7442402-8378287	2215683-7611985-3	3-7442402-6263143	6864772-7442402-3	3-7442402-432396	1534820-2-3	3-7442402-8168185	3-4550034-4538085	3593984-102451-3	1917144-1-9789722	2215683-2-9803230	3683619-2-3	3707890-1-1	868106-1-1	3-3326425-4538085	3-7442402-3576782	728396-1-208778	9005409-7442402-3	6382447-5855730-1	6382447-3-1337374
assemblage-250-731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	203	140	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17
assemblage-747-590	0	0	0	0	0	0	0	0	0	0	0	0	87	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	79	0	27	0	0	0	0	0	24	0	0	0	145	0	0	0	0	5	0	0	0	0	3	0	0	0	0	0	0	0	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
assemblage-96-896	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	20	0	15	0	0	0	0	0	0	0	0	0	105	0	0	0	0	0	57	90	0	0	0	0	34	0	0	0	0	0	0	0	41	0	0	0	0	0	0	3	0	0	0	27	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	38
assemblage-759-483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	10	0	0	0	0	0	0	0	0	251	0	0	0	0	4	0	0	38	0	0	0	0	0	0	0	0	0	0	49	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	17	0	0	15
assemblage-677-301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	115	0	0	0	0	0	26	11	0	0	0	0	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	17
assemblage-700-275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	12	33	0	0	0	0	102	0	0	0	0	0	0	0	6	0	3	0	0	0	0	0	0	0	0	113	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	25	0	0	0	0	0	0	0	0	19
assemblage-240-941	0	0	0	0	0	0	0	0	20	0	0	0	13	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	10	41	0	0	0	0	0	0	0	11	0	0	0	171	0	0	0	0	35	0	0	0	0	120	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
assemblage-467-749	0	0	0	0	0	0	0	0	25	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	180	0	0	0	0	0	0	0	0	6	117	0	0	0	0	0	0	0	0	113	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
assemblage-636-922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0	21	10	0	0	0	0	142	0	0	0	0	4	0	0	7	0	0	0	0	0	0	0	0	0	0	74	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22
assemblage-678-943	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	257	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	80	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25
assemblage-238-92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	0	0	0	88	0	0	0	0	0	0	0	192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	11	6	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
assemblage-747-593	0	0	0	0	0	0	0	0	131	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	123	0	0	0	0	20	0	0	22	0	54	0	0	0	0	0	0	0	0	68	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
assemblage-234-493	0	0	0	0	0	0	0	0	14	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	5	211	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	112	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24
assemblage-595-739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	167	7	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	42	0	44	0	0	0	0	0	0	0	0	111	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	14	0	0	16
assemblage-571-457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	7	0	0	0	0	0	0	0	0	0	43	0	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
assemblage-689-282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	51	0	7	0	0	0	0	0	0	0	0	0	0	0	120	0	0	0	0	0	64	82	0	0	0	0	0	0	0	0	0	0	0	0	83	0	0	0	0	0	0	0	0	0	0	14	20	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	5	0	10	0	0	3
assemblage-328-698	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	240	0	0	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	6	0	0	48	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
assemblage-253-726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	199	147	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	10	0	0	0	0	15	0	0	0	0	0	4
assemblage-340-683	0	0	0	0	0	0	0	0	26	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	173	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	0	0	121	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18
assemblage-730-622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	5	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	15	0	0	0	180	0	0	0	0	0	0	0	27	0	47	0	5	0	0	0	0	0	0	156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	7	9
assemblage-599-945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	222	0	0	0	0	0	0	14	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	26
assemblage-465-737	0	0	0	0	0	0	0	0	21	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	123	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	6	0	0	129	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29
