Assemblage_Name	4-3-8954018	7141780-8209349-4859244	3712581-2911048-4	4350947-8209349-8105086	4-6627195-6475262	5777896-3-4789584	9550495-2911048-4	4350947-8681267-4859244	2-2911048-8216391	2851379-2911048-4	6725242-3-2	4-2589264-3439182	4350947-8681267-8846124	6783976-3-6475262	904851-3-3	4-9404593-3	670505-1-1	1096475-3-2	2-1-4	4-3-4789584	4-3-6475262	2091230-3-6447447	4919495-3-2	3-2658066-2	7475888-2911048-4	3-3-2	2-2911048-910119	2-2911048-4	4-3-8939555	848944-3-3063936	848944-3-6475262	4-2589264-2418975	3771497-3-6475262	4350947-894917-4859244	2-2504601-4	4350947-8520984-4859244	9096077-1-5752067	3904358-1-4	9030049-1-4	4-3-6813816	4350947-3-3	2660182-2911048-6342683	4-5135938-6475262	2-6312912-6342683	2-2126707-4	4064878-1-9769308	9313912-2911048-4	2-9536313-4	2-9224614-4	2-1-7455459	4-3-2	4-3-3	2-8099586-4	7538036-1903175-4	7538036-1539828-4	4-7539649-6475262	3-8482297-2	5391222-1-2906164	1973415-3-6475262	2852068-2911048-4	4-7739489-6475262	3966216-8044784-6342683	9792089-2911048-6342683	7538036-2570687-4	7538036-1412782-4	4350947-8209349-1529750	2-2276167-4	9205723-3-2	2-8044784-6342683	4-3-7462167	2-2038426-4	1301309-1-2906164	9965399-8209349-4859244	664833-3-2	7538036-2330146-4	9096077-1-4	4064878-1-1	2-2019679-6342683	7538036-2911048-4	2-2911048-1843949	2-9778859-4	4266731-2911048-4	7475696-2330146-4	5031840-1-4	4-1-2906164	4350947-8209349-7441039	1037955-8681267-4859244	2091230-3-2	306996-2911048-4	4350947-8209349-810854	2-1-6234993	4350947-8209349-1621464	7650578-2911048-4	5049843-3-6475262	7174150-2911048-4	2-2367113-4	4350947-8209349-4859244	2-2911048-4414007	3-3-9313961	4350947-8209349-2958821	4-1-4	4350947-8209349-4694753	2251496-3-3	2-1-6004293	4-2589264-9540440	4350947-8209349-3015579	7094050-3-6475262	3-6088879-2	4350947-8681267-9653949	1773437-8209349-4859244	664833-3-9730052	2-8044784-833005	2-2911048-6342683	2-2911048-8948265	4477857-8044784-6342683	116216-1903175-4	9060089-3-6475262	2373676-2911048-4	5927823-8044784-6342683	7538036-2911048-8577655	4350947-9921356-4859244
assemblage-250-731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	0	0	0	0	0	0	10	0	323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
assemblage-747-590	0	0	0	0	0	0	0	73	0	0	0	0	0	0	0	0	0	0	74	0	8	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104	0	0	5	0	0	0	0	26	0	0	0	0	0	0	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	13
assemblage-96-896	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	82	0	8	0	0	16	0	60	0	122	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	5	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35
assemblage-759-483	0	0	0	0	0	7	0	68	0	0	0	0	0	0	0	0	0	0	62	0	53	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	164	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	46
assemblage-677-301	0	0	0	0	0	0	0	76	0	0	0	57	0	0	0	0	0	0	75	0	21	0	0	18	0	21	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0	18	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32
assemblage-700-275	0	0	0	0	0	0	0	85	0	0	0	8	0	0	0	0	0	0	107	0	8	0	0	20	0	30	0	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	17	0	0	0	0	0	0	0	26
assemblage-240-941	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	45	0	14	0	0	0	33	50	0	67	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	13	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	0	46	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	0	0	0	0	0	0	0	17
assemblage-467-749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	0	62	0	0	39	0	78	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0	0	14	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	12
assemblage-636-922	0	0	0	0	0	0	0	59	0	0	0	62	0	0	0	0	0	0	73	0	31	0	0	21	0	15	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	82	0	0	0	0	0	0	0	0	0	26	0	31	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	17
assemblage-678-943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147	0	0	0	0	0	0	33	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	18	0	197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	13
assemblage-238-92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	85	0	0	0	0	0	0	0	0	0	161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	38
assemblage-747-593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	13	0	0	0	0	25	0	270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	11	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24
assemblage-234-493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	37	0	0	0	0	19	0	150	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	18	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	6	8	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	26
assemblage-595-739	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	18	0	67	0	0	44	0	0	0	108	0	139	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	24
assemblage-571-457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	53	0	0	0	72	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22
assemblage-689-282	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	33	0	65	0	0	0	0	49	0	47	0	174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16
assemblage-328-698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	0	26	0	0	23	0	106	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	15	0	36
assemblage-253-726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	0	0	0	0	0	0	11	0	299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
assemblage-340-683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	0	68	0	0	35	0	95	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	8	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	4	0	0	0	5
assemblage-730-622	19	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	53	0	73	0	0	0	0	149	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21
