Assemblage_Name	2581266-4-1	4714289-4-1	2-1-5173486	7767156-2-1	3-4-7706627	3-5219007-1	3-4-4138814	3-5691757-1	5308540-1-0	2-3699471-0	6984668-4-7062564	3-4-3420650	3-7874582-3832917	0-7669892-1	2826122-7874582-1	3-2260941-5806071	4-0-4	5031352-2-1	9551775-1-0	2-1-3520996	0-2-1	3-1365739-1	3-0-1268566	3-4-7062564	3-0-4	7792431-4-1	3-7874582-1	2-1-0	2-1-1	3-2-8167752	8594824-4-1	3-4-1	3-0-4735914	5255421-4-1	9320988-4-1	49366-2-1	7767156-2-8808176	3-2-1	9916447-4-1	3-1851856-1	4480489-4-1	4356978-1-0	3-4-6402831	3-6594629-1
assemblage-250-731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	208	64	13	0	0	175	0	0	0	0	32	0	0	0	0	0	0	8
assemblage-747-590	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	185	0	0	0	209	0	0	0	0	0	0	0	0	0	0	0	5
assemblage-96-896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	10	68	0	8	0	15	0	85	96	12	0	0	117	0	0	0	0	24	22	0	0	0	0	0	16
assemblage-759-483	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	79	26	0	0	0	313	0	0	0	0	0	68	0	0	0	0	0	2
assemblage-677-301	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0	0	0	37	0	0	0	4	0	125	8	0	0	0	178	0	0	0	0	0	27	0	0	0	0	0	10
assemblage-700-275	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	12	67	0	12	0	0	0	27	121	0	4	0	197	0	0	0	0	0	50	0	0	0	0	0	6
assemblage-240-941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	203	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	2
assemblage-467-749	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	80	0	0	0	391	0	0	0	0	0	0	0	0	0	0	0	5
assemblage-636-922	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0	0	0	0	0	0	31	0	0	0	0	0	119	6	0	0	0	181	0	0	0	0	0	32	0	0	0	0	0	17
assemblage-678-943	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	37	34	0	0	0	351	0	0	0	0	0	0	0	0	15	0	0	7
assemblage-238-92	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	30	0	0	0	417	0	0	0	0	0	0	0	0	0	0	0	14
assemblage-747-593	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118	0	0	0	7	21	78	0	0	0	258	0	0	0	0	0	0	0	0	0	0	0	17
assemblage-234-493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	112	0	0	0	264	0	0	0	0	0	51	0	0	0	0	0	6
assemblage-595-739	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	4	0	0	0	0	0	8	106	0	0	0	334	0	0	0	0	0	9	0	0	0	0	0	6
assemblage-571-457	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	32	0	0	0	0	444	0	0	0	0	0	0	0	0	0	0	0	5
assemblage-689-282	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	40	0	0	0	11	0	28	0	0	0	30	7	0	0	0	345	0	7	0	0	0	23	0	0	0	0	0	5
assemblage-328-698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	7	171	0	0	0	284	0	0	0	0	0	0	0	0	0	0	31	3
assemblage-253-726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	178	75	11	0	0	193	0	0	0	0	30	0	0	0	0	0	0	13
assemblage-340-683	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	94	0	0	0	383	0	0	0	0	0	0	0	0	0	0	0	1
assemblage-730-622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	116	0	0	0	221	0	0	0	0	0	113	0	0	0	0	0	5
assemblage-599-945	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	92	92	0	0	0	204	0	0	0	0	6	60	0	16	0	0	0	20
assemblage-465-737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	14	118	0	0	0	305	0	0	0	0	0	0	0	0	0	0	5	9
assemblage-604-525	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0	0	0	19	0	0	0	4	0	151	0	0	0	0	166	0	0	0	0	0	32	0	0	0	0	0	17
assemblage-604-735	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	4	188	0	0	0	267	0	0	0	0	0	0	0	0	0	0	0	5
assemblage-234-166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	22	8	0	0	0	443	0	0	0	0	0	0	0	0	0	0	0	8
assemblage-351-499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	98	0	0	0	367	0	0	0	0	0	0	0	0	0	0	0	12
assemblage-224-673	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	56	77	0	0	0	269	0	0	0	0	0	0	0	0	0	0	0	7
assemblage-669-934	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	107	79	0	0	0	277	0	0	0	0	0	0	0	0	0	0	0	1
assemblage-455-398	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	58	153	0	0	0	205	0	0	0	0	0	77	0	0	0	0	0	1
assemblage-473-651	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	18	0	0	0	0	0	39	180	0	0	0	155	0	0	0	9	19	57	0	0	0	0	0	6
assemblage-612-775	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	82	76	0	0	0	288	0	0	0	0	0	0	0	0	0	0	0	5
assemblage-268-734	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	199	56	11	0	0	197	0	0	0	0	31	0	0	0	0	0	0	6
assemblage-336-700	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	99	35	0	0	0	331	0	0	0	0	0	0	0	0	0	0	0	4
assemblage-238-351	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	452	0	0	0	0	0	0	0	0	0	0	0	18
assemblage-470-744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	158	0	0	0	0	0	151	0	0	0	184	0	0	0	0	0	0	0	0	0	0	0	7
assemblage-331-183	38	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0	0	30	19	0	0	0	339	0	0	0	0	0	0	0	0	0	0	0	6
assemblage-696-280	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	44	0	0	0	15	0	19	0	10	0	28	9	0	0	0	325	0	0	0	0	0	38	0	0	0	0	0	3
assemblage-757-478	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	12	0	0	0	0	0	7	109	0	0	0	314	0	0	0	0	0	8	0	0	0	0	0	5
assemblage-617-283	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	79	0	0	0	0	67	193	0	0	0	151	0	0	0	0	0	0	0	0	0	0	0	3
assemblage-361-733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	10	0	12	0	10	0	18	5	0	0	0	360	0	9	0	0	0	33	0	0	0	0	0	8
assemblage-925-970	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	87	24	0	0	0	317	0	0	0	0	0	62	0	0	0	0	0	3
assemblage-849-911	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	188	46	0	0	0	258	0	0	0	0	0	0	0	0	0	0	0	8
assemblage-341-187	3	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	74	71	0	0	0	279	0	0	0	0	0	0	0	0	0	0	0	5
assemblage-227-460	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	83	0	0	0	0	41	211	0	0	0	153	0	0	0	0	0	0	0	0	0	0	0	2
assemblage-885-866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	186	0	0	0	0	0	126	0	0	0	178	0	0	0	0	0	0	0	0	0	0	0	10
assemblage-343-696	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	85	0	0	0	391	0	0	0	0	0	0	0	0	0	0	0	5
assemblage-581-731	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	7	194	0	0	0	251	0	0	0	0	0	0	0	0	0	0	0	12
assemblage-897-857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	155	0	0	0	0	3	162	0	0	0	173	0	0	0	0	0	0	0	0	0	0	0	7
assemblage-474-671	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	15	0	0	0	0	0	46	171	0	0	0	138	0	0	0	4	30	65	0	0	0	0	0	4
assemblage-262-640	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	51	64	0	0	0	332	0	0	0	0	0	0	0	0	0	0	0	5
assemblage-942-369	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	83	0	0	0	0	38	216	0	0	0	145	0	0	0	0	0	0	0	0	0	0	0	3
