Assemblage_Name	0-1-0	3-6347038-4	1-3-6273544	3-3-6390249	3-3-5553618	0-905697-0	7960683-3-4	1-2-2	4-1-1508248	1-3-0	4-5126133-4	0-195350-0	4-1-5296582	3-3-4	1-3-9354531	3-5770618-4	0-3-9289091	4-1-4	4-8265316-4	1642017-1-4	3-3-2267948	0-3-4	1-2772111-0
assemblage-250-731	0	0	0	0	0	0	0	35	0	15	0	0	0	116	0	0	0	261	0	0	0	64	9
assemblage-747-590	66	0	0	0	0	0	0	0	0	27	0	0	0	126	0	0	0	137	0	0	0	142	2
assemblage-96-896	20	0	0	0	0	0	0	38	0	64	0	0	0	40	0	0	0	221	0	0	0	106	11
assemblage-759-483	112	0	0	0	0	0	0	0	0	118	0	0	0	124	0	0	0	133	0	0	0	13	0
assemblage-677-301	38	0	0	0	0	0	0	0	0	178	0	0	0	18	0	0	0	233	0	0	0	28	5
assemblage-700-275	159	0	0	0	0	0	0	0	0	80	0	0	0	54	0	0	0	139	0	0	0	61	7
assemblage-240-941	39	0	0	0	0	0	20	0	0	48	0	0	0	266	0	0	0	108	0	0	0	10	9
assemblage-467-749	0	0	0	0	0	0	0	0	0	0	0	0	0	144	0	0	0	170	0	0	0	184	2
assemblage-636-922	39	0	0	0	0	0	0	2	0	150	0	0	0	7	0	0	0	254	0	0	0	47	1
assemblage-678-943	0	0	0	0	0	0	0	0	0	0	0	0	0	227	0	0	0	235	0	0	0	37	1
assemblage-238-92	0	84	0	0	0	0	0	0	0	0	0	0	0	178	0	6	0	110	0	0	0	117	5
assemblage-747-593	110	0	0	0	0	0	0	0	0	15	0	28	0	106	0	0	0	234	0	0	0	0	7
assemblage-234-493	150	0	0	0	0	13	0	0	0	22	0	0	0	121	0	0	0	94	0	0	0	98	2
assemblage-595-739	81	0	0	0	0	0	0	0	0	57	0	0	0	73	0	0	0	242	0	0	0	47	0
assemblage-571-457	0	0	0	0	0	0	0	0	0	0	0	0	0	275	0	0	0	175	0	0	0	46	4
assemblage-689-282	89	0	0	0	0	0	0	0	0	66	0	0	0	140	0	0	0	117	0	0	0	83	5
assemblage-328-698	0	0	0	0	0	0	0	0	0	0	0	0	0	195	0	0	0	183	0	0	0	119	3
assemblage-253-726	0	0	0	0	0	0	0	51	0	10	0	0	0	155	0	0	0	221	0	0	0	57	6
assemblage-340-683	0	0	0	0	0	0	0	0	0	0	0	0	0	148	0	0	0	166	0	0	0	186	0
assemblage-730-622	121	0	0	0	0	0	0	0	0	57	0	42	0	83	0	0	0	194	0	0	0	0	3
assemblage-599-945	46	0	0	0	0	0	0	13	0	80	0	0	0	9	0	0	0	253	0	0	0	98	1
assemblage-465-737	18	0	0	0	0	0	0	0	0	0	0	0	0	175	0	0	0	188	0	0	0	109	10
assemblage-604-525	41	0	0	0	0	0	0	0	0	154	0	0	0	12	0	0	0	255	0	0	0	27	11
assemblage-604-735	13	0	0	0	0	0	0	0	0	162	0	0	0	62	0	0	0	220	0	0	0	36	7
assemblage-234-166	0	0	0	0	9	0	0	0	0	0	0	0	0	260	0	0	0	169	2	0	0	58	2
assemblage-351-499	0	0	0	0	0	0	0	0	0	0	0	0	0	226	0	0	0	184	0	0	0	89	1
assemblage-224-673	0	37	0	0	0	0	0	0	0	0	0	0	0	205	0	0	0	172	0	0	0	84	2
assemblage-669-934	23	0	0	0	0	0	0	0	0	0	0	0	0	176	0	2	0	233	0	0	0	66	0
assemblage-455-398	136	0	0	0	0	0	0	0	0	51	0	23	0	101	0	0	0	189	0	0	0	0	0
assemblage-473-651	117	0	0	0	0	0	0	64	0	34	0	0	0	0	0	0	0	239	0	0	0	33	13
assemblage-612-775	0	0	0	15	0	0	0	0	0	0	0	0	0	263	0	0	0	204	0	0	0	18	0
assemblage-268-734	0	0	0	0	0	0	0	47	0	6	0	0	0	121	0	0	0	234	0	0	0	82	10
assemblage-336-700	0	0	0	0	0	0	0	0	0	27	0	0	0	130	0	0	0	281	0	0	0	58	4
assemblage-238-351	0	0	0	0	0	0	0	0	0	0	0	0	0	116	0	0	0	225	0	0	0	159	0
assemblage-470-744	77	0	0	0	0	0	0	0	0	0	0	0	0	239	0	0	0	57	0	0	0	121	6
assemblage-331-183	0	0	0	0	0	0	0	0	0	0	0	0	0	260	0	11	0	138	0	0	0	90	1
assemblage-696-280	59	0	0	0	0	0	0	5	0	52	0	0	0	175	0	0	0	121	0	0	0	87	1
assemblage-757-478	70	0	0	0	0	0	0	0	0	40	0	0	0	78	0	0	0	256	0	0	0	54	2
assemblage-617-283	7	0	0	0	0	0	0	0	0	18	0	0	0	128	0	0	0	184	0	0	0	160	3
assemblage-361-733	79	0	0	0	0	0	0	0	0	62	0	0	0	164	0	0	0	115	0	0	0	79	1
assemblage-925-970	120	0	0	0	0	0	0	0	0	109	0	0	0	126	0	0	0	132	0	0	0	13	0
assemblage-849-911	221	0	0	0	0	0	0	0	0	70	0	0	0	74	0	0	0	70	0	0	0	63	2
assemblage-341-187	0	44	0	0	0	0	0	0	0	0	0	0	0	220	0	0	0	156	0	0	0	77	3
assemblage-227-460	8	0	0	0	0	0	0	0	0	27	0	0	0	139	0	0	0	172	0	0	0	151	3
assemblage-885-866	70	0	0	0	0	0	0	0	0	0	0	0	0	262	0	0	0	62	0	0	0	106	0
assemblage-343-696	0	0	0	0	0	0	0	0	0	0	0	0	0	159	0	0	0	161	0	0	0	178	2
assemblage-581-731	9	0	0	0	0	0	0	0	0	133	0	0	0	81	0	0	0	219	0	0	0	55	3
assemblage-897-857	74	0	0	0	0	0	0	0	0	0	0	0	0	234	0	0	0	77	0	0	0	111	4
assemblage-474-671	92	0	0	0	0	0	0	100	0	33	0	0	0	12	0	0	0	236	0	0	0	22	5
assemblage-262-640	0	0	0	12	0	0	0	0	0	0	0	0	0	260	0	0	0	207	0	0	0	19	2
assemblage-942-369	7	0	0	0	0	0	0	0	0	27	0	0	0	128	0	0	0	173	0	0	0	160	5
assemblage-239-945	106	0	0	0	0	0	0	0	0	10	0	16	0	119	0	0	0	249	0	0	0	0	0
assemblage-831-655	0	0	0	0	0	0	0	0	0	165	0	0	0	52	0	0	0	169	0	0	0	110	4
assemblage-894-875	0	0	0	0	0	0	0	0	0	0	0	0	0	192	0	0	0	179	0	0	0	122	7
assemblage-364-249	123	0	0	0	0	0	0	0	0	88	0	9	0	41	0	0	0	161	0	0	0	77	1
