Assemblage_Name	7706268-0-4	1-1-3	1-6140522-3	0-3-6966323	1-1-3787874	3-3-1	3-3-3	0-0-7503774	3191294-0-4	1-5472214-3	0-0-497772	0-5876534-4	0-0-4	7299337-0-4	1675642-3-2	4-2-1	0-3-2	1-1-3616095	0-0-7151791	7640902-3-2	0-0-8333244	0-0-9558395	2797566-0-4	0-0-853680	8093597-5570671-1	0-6069812-2
assemblage-393-312	0	0	0	0	0	0	0	0	0	0	0	0	491	0	0	0	0	0	0	0	7	0	0	0	0	2
assemblage-331-188	0	0	0	0	0	0	0	0	0	0	0	0	498	0	0	0	0	0	0	0	0	0	0	0	0	2
assemblage-347-681	0	0	0	0	0	0	0	0	0	0	0	0	499	0	0	0	0	0	0	0	0	0	0	0	0	1
assemblage-395-318	0	0	0	0	0	0	0	0	0	0	0	0	459	34	0	0	0	0	0	0	0	0	0	0	0	7
assemblage-824-118	0	148	0	0	0	0	76	0	0	0	0	0	270	0	0	0	0	0	0	0	0	0	0	0	0	6
assemblage-383-267	0	61	0	0	0	0	23	0	0	0	0	0	415	0	0	0	0	0	0	0	0	0	0	0	0	1
assemblage-469-755	0	0	18	0	0	0	0	0	0	0	0	0	479	0	0	0	0	0	0	0	0	0	0	0	0	3
assemblage-385-319	0	0	0	0	0	0	0	0	0	0	0	0	497	0	0	0	0	0	0	0	0	0	0	0	0	3
assemblage-752-634	0	153	0	14	0	0	14	0	0	0	0	0	310	0	0	0	8	0	0	0	0	0	0	0	0	1
assemblage-369-692	0	228	0	39	0	15	0	0	0	0	0	0	64	0	0	0	113	0	0	39	0	0	0	0	0	2
assemblage-323-684	0	0	21	0	0	0	0	0	0	0	0	0	479	0	0	0	0	0	0	0	0	0	0	0	0	0
assemblage-869-918	0	132	0	0	0	0	62	0	0	0	0	0	304	0	0	0	0	0	0	0	0	0	0	0	0	2
assemblage-501-749	0	73	0	0	0	0	18	0	0	0	0	0	408	0	0	0	0	0	0	0	0	0	0	0	0	1
assemblage-501-748	0	115	0	0	0	0	35	0	0	0	0	0	350	0	0	0	0	0	0	0	0	0	0	0	0	0
assemblage-213-781	0	0	0	0	0	0	0	0	0	0	0	0	497	0	0	0	0	0	0	0	0	0	0	0	0	3
assemblage-688-285	0	290	0	0	0	72	0	0	0	0	0	0	77	0	0	0	23	0	0	21	0	0	0	0	8	9
assemblage-932-998	0	166	0	13	0	24	39	0	0	0	0	45	201	0	0	0	0	0	0	0	0	0	0	0	0	12
assemblage-761-624	0	137	0	6	0	0	20	0	0	0	0	0	323	0	0	0	14	0	0	0	0	0	0	0	0	0
assemblage-137-330	0	20	71	0	0	0	0	0	0	0	0	0	397	0	0	0	0	0	0	0	0	0	0	0	0	12
assemblage-754-638	0	140	0	0	0	0	61	0	0	0	0	0	294	0	0	0	0	0	0	0	0	0	0	0	0	5
assemblage-729-1006	0	160	0	21	0	44	39	0	0	7	0	39	185	0	0	0	0	0	0	0	0	0	0	0	0	5
assemblage-842-915	0	208	0	0	0	0	90	0	0	0	0	0	196	0	0	0	6	0	0	0	0	0	0	0	0	0
assemblage-851-901	0	144	0	4	0	0	14	0	0	0	0	0	326	0	0	0	12	0	0	0	0	0	0	0	0	0
assemblage-828-136	0	158	0	9	0	0	19	0	0	0	0	0	305	0	0	0	9	0	0	0	0	0	0	0	0	0
assemblage-600-497	0	290	0	0	0	66	0	0	0	0	0	0	73	0	0	0	20	0	0	19	0	0	0	0	12	20
assemblage-437-378	0	182	0	0	0	0	74	0	0	0	0	0	224	0	0	0	12	0	0	0	0	0	0	0	0	8
assemblage-458-410	0	133	0	0	0	0	71	0	0	0	0	0	292	0	0	0	0	0	0	0	0	0	0	0	0	4
assemblage-685-923	0	0	0	0	0	0	0	0	0	0	0	0	496	0	0	0	0	0	0	0	0	0	0	0	0	4
assemblage-477-657	0	247	0	0	0	0	125	0	0	0	0	0	94	0	0	0	8	0	0	0	0	0	0	0	12	14
assemblage-612-275	0	0	32	0	0	0	0	7	0	0	0	0	454	0	0	0	0	0	0	0	0	0	0	0	0	7
assemblage-210-937	0	145	15	0	0	0	23	0	0	0	0	0	317	0	0	0	0	0	0	0	0	0	0	0	0	0
assemblage-240-109	0	0	0	0	0	0	0	0	0	0	0	0	498	0	0	0	0	0	0	0	0	0	0	0	0	2
assemblage-879-838	0	0	12	0	0	0	0	0	0	0	10	0	477	0	0	0	0	0	0	0	0	0	0	0	0	1
assemblage-524-131	0	0	26	0	0	0	0	0	0	0	0	0	472	0	0	0	0	0	0	0	0	0	0	0	0	2
assemblage-255-725	0	178	0	57	0	3	34	0	0	0	0	0	58	0	0	2	125	0	0	40	0	0	0	0	0	3
assemblage-745-570	0	138	16	0	0	0	6	0	0	0	0	0	340	0	0	0	0	0	0	0	0	0	0	0	0	0
assemblage-585-727	0	228	0	0	0	23	99	0	0	0	0	0	85	0	0	0	59	0	0	0	0	0	0	0	0	6
assemblage-243-162	0	0	0	0	0	0	0	0	0	0	0	0	490	0	0	0	0	0	0	0	9	0	0	0	0	1
assemblage-246-669	0	0	0	0	0	0	0	0	0	0	0	0	485	0	0	0	0	0	0	0	0	9	0	0	0	6
assemblage-478-642	0	253	0	0	0	0	125	0	0	0	0	0	104	0	0	0	0	0	0	0	0	0	0	0	10	8
assemblage-821-647	0	184	0	0	0	48	0	0	0	0	0	0	105	0	0	0	151	0	0	4	0	0	0	0	0	8
assemblage-243-797	0	0	0	0	0	0	0	0	0	0	0	0	492	0	0	0	0	0	0	0	0	7	0	0	0	1
assemblage-821-643	0	170	0	0	0	50	0	0	0	0	0	0	105	0	0	0	158	0	0	6	0	0	0	0	0	11
assemblage-611-922	0	202	0	0	0	78	27	0	0	0	0	0	72	0	0	0	96	0	0	13	0	0	0	0	0	12
assemblage-724-995	0	213	0	20	0	20	50	0	0	0	0	12	138	0	0	0	42	0	0	0	0	0	0	0	0	5
assemblage-393-321	0	0	0	0	0	0	0	0	0	0	0	0	498	0	0	0	0	0	0	0	0	0	0	0	0	2
assemblage-728-992	0	251	0	36	0	0	80	0	0	0	0	0	100	0	0	0	24	0	0	0	0	0	0	0	0	9
assemblage-597-731	0	238	0	24	0	6	13	0	0	0	0	0	126	0	0	0	89	0	0	0	0	0	0	0	0	4
assemblage-605-717	0	243	0	31	0	0	81	0	0	0	0	0	95	0	0	0	46	0	0	0	0	0	0	0	0	4
assemblage-668-930	0	0	0	0	0	0	0	0	0	0	0	0	499	0	0	0	0	0	0	0	0	0	0	0	0	1
assemblage-405-318	0	0	0	0	0	0	0	0	0	0	0	0	496	0	0	0	0	0	0	0	0	0	0	0	0	4
assemblage-121-343	0	14	30	0	0	0	8	0	7	0	0	0	435	0	0	0	0	0	0	0	0	0	0	0	0	6
assemblage-576-485	0	0	0	0	0	0	0	0	0	0	0	0	497	0	0	0	0	0	0	0	0	0	0	0	0	3
assemblage-387-847	0	0	0	0	0	0	0	0	0	0	0	0	497	0	0	0	0	0	0	0	0	0	0	0	0	3
assemblage-453-406	0	133	0	0	0	0	57	0	0	0	0	0	304	0	0	0	0	0	0	0	0	0	0	0	0	6
assemblage-739-488	0	256	0	29	0	8	10	0	0	0	0	0	94	0	0	0	102	0	0	0	0	0	0	0	0	1
assemblage-412-860	0	0	0	0	0	0	0	0	0	0	0	0	499	0	0	0	0	0	0	0	0	0	0	0	0	1
assemblage-472-664	0	234	0	0	0	0	133	0	0	0	0	0	104	0	0	0	0	0	0	0	0	0	0	0	16	13
assemblage-348-188	0	0	0	0	0	0	0	0	0	0	0	0	498	0	0	0	0	0	0	0	0	0	0	0	0	2
assemblage-932-368	0	0	45	0	0	0	0	8	0	0	0	0	444	0	0	0	0	0	0	0	0	0	0	0	0	3
assemblage-235-123	0	0	0	0	0	0	0	0	0	0	0	0	493	0	0	0	0	0	0	0	0	0	0	0	0	7
assemblage-209-484	0	7	23	0	0	0	7	0	13	0	0	0	439	0	0	0	0	0	0	0	0	0	0	5	0	6
assemblage-420-841	0	0	0	0	0	0	0	0	0	0	0	0	497	0	0	0	0	0	0	0	0	0	0	0	0	3
assemblage-360-710	0	261	0	0	0	65	0	0	0	0	0	0	99	0	0	0	32	0	0	27	0	0	0	0	9	7
assemblage-234-940	0	135	11	0	0	0	10	0	0	0	0	0	344	0	0	0	0	0	0	0	0	0	0	0	0	0
assemblage-827-631	0	167	0	0	0	66	4	0	0	0	0	0	122	0	0	0	133	0	0	4	0	0	0	0	0	4
assemblage-254-112	7	0	0	0	0	0	0	0	0	0	0	0	445	47	0	0	0	0	0	0	0	0	0	0	0	1
assemblage-214-177	6	0	0	0	0	0	0	0	0	0	0	0	462	31	0	0	0	0	0	0	0	0	0	0	0	1
assemblage-224-778	0	0	0	0	0	0	0	0	0	0	0	0	496	0	0	0	0	0	0	0	0	0	0	0	0	4
assemblage-441-398	0	134	0	9	0	0	14	0	0	0	0	0	327	0	0	0	15	0	0	0	0	0	0	0	0	1
assemblage-743-627	0	160	0	11	0	0	11	0	0	0	0	0	314	0	0	0	4	0	0	0	0	0	0	0	0	0
assemblage-519-125	0	0	0	0	0	0	0	0	0	0	0	0	498	0	0	0	0	0	0	0	0	0	0	0	0	2
assemblage-483-768	0	0	73	0	0	0	0	0	0	0	0	0	423	0	0	0	0	0	0	0	0	0	0	0	0	4
assemblage-526-107	0	0	25	0	0	0	0	0	0	0	0	0	473	0	0	0	0	0	0	0	0	0	0	0	0	2
assemblage-211-180	0	0	0	0	0	0	0	0	0	0	0	0	492	0	0	0	0	0	0	0	5	0	0	0	0	3
assemblage-264-360	0	0	0	0	0	0	0	0	0	0	0	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0
assemblage-264-339	0	0	0	0	0	0	0	0	0	0	0	0	498	0	0	0	0	0	0	0	0	0	0	0	0	2
assemblage-109-340	0	23	73	0	0	0	0	0	0	0	0	0	403	0	0	0	0	0	0	0	0	0	0	0	0	1
assemblage-675-940	0	0	0	0	0	0	0	0	0	0	0	0	497	0	0	0	0	0	0	0	0	0	0	0	0	3
assemblage-918-974	0	229	0	0	0	27	94	0	0	0	0	0	88	0	0	0	59	0	0	0	0	0	0	0	0	3
assemblage-609-945	0	220	0	16	37	9	71	0	0	0	0	0	80	0	0	0	43	0	0	9	0	0	0	0	14	1
assemblage-399-852	0	0	0	0	0	0	0	0	0	0	0	0	497	0	0	0	0	0	0	0	0	0	0	0	0	3
assemblage-350-720	0	194	0	0	0	86	20	0	0	0	0	0	74	0	0	0	94	0	0	19	0	0	0	0	0	13
assemblage-762-597	0	121	11	0	0	0	16	0	0	0	0	0	352	0	0	0	0	0	0	0	0	0	0	0	0	0
assemblage-818-138	0	121	0	0	0	0	68	0	0	0	0	0	303	0	0	0	0	0	0	0	0	0	0	0	0	8
assemblage-252-346	0	0	0	0	0	0	0	0	0	0	0	0	497	0	0	0	0	0	0	0	0	0	0	0	0	3
assemblage-362-702	0	224	0	52	0	8	0	0	0	0	0	0	65	0	0	0	104	0	0	43	0	0	0	0	0	4
assemblage-516-120	0	0	19	0	0	0	0	0	0	0	0	0	479	0	0	0	0	0	0	0	0	0	0	0	0	2
assemblage-122-342	0	28	65	0	0	0	0	0	0	0	0	0	405	0	0	0	0	0	0	0	0	0	0	0	0	2
assemblage-516-122	0	0	0	0	0	0	0	0	0	0	0	0	496	0	0	0	0	0	0	0	0	0	0	0	0	4
assemblage-733-469	0	244	0	24	0	0	95	0	0	0	0	0	108	0	0	0	20	0	0	0	0	0	0	0	0	9
assemblage-602-744	0	244	0	35	0	0	97	0	0	0	0	0	79	0	0	0	43	0	0	0	0	0	0	0	0	2
assemblage-412-842	0	0	0	0	0	0	0	0	0	0	0	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0
assemblage-496-749	0	25	0	0	0	0	19	0	0	0	0	0	455	0	0	0	0	0	0	0	0	0	0	0	0	1
assemblage-758-647	0	213	0	0	0	0	53	0	0	0	0	0	216	0	0	0	13	0	0	0	0	0	0	0	0	5
assemblage-605-283	0	19	24	0	0	0	10	0	8	0	0	0	436	0	0	0	0	0	0	0	0	0	0	0	0	3
assemblage-559-476	0	0	0	0	0	0	0	0	0	0	0	0	490	5	0	0	0	0	0	0	0	0	0	0	0	5
assemblage-110-339	0	0	38	0	0	0	0	9	0	0	0	0	450	0	0	0	0	0	0	0	0	0	0	0	0	3
