Assemblage_Name	8680643-1-7326663	2-977047-1	8680643-3051886-1	2-2-2843717	2-6970636-1	8680643-1299790-1	8680643-1-3518041	9926351-2-1	8680643-1-4363433	5642818-1-1	0-1-3	1727733-1-2	8680643-3883396-1	8680643-1-6927090	2-8135966-4	2611247-1-1	6199269-1-1	2-2-7489580	2-2-1	2-2-4	8680643-3236979-1	2-2-4911496	3-1-2	8680643-1-191911	2-3604130-1	8691549-1-1	2-3845330-4911496	8680643-1-7897765	3605068-1-1	2-727604-1	2-2-1623867	7860719-1-1	2-2-7309001	6873563-1-2	2-2-8218995	2721792-1-7326663	8680643-3595808-1	8680643-680383-1	2459639-1-1	8680643-2016139-1	8680643-6189373-1	2-2-373908	8680643-8275856-1	6764002-1-2	8680643-2441629-1	3407798-1-1	316124-1-1	4165994-1-1	2-8619619-373908	3-3355095-2	8680643-1-1	8680643-1-3023496
assemblage-250-731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	154	0	0	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	159	0	7	0	0	0	0	0	0	3	15
assemblage-747-590	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	242	6
assemblage-96-896	0	0	0	0	0	0	0	9	0	0	25	0	0	0	0	0	0	0	58	40	20	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118	0	0	0	0	0	5	0	0	129	16
assemblage-759-483	0	0	0	0	0	0	0	8	0	2	0	0	0	0	0	0	0	0	92	8	0	0	82	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	276	5
assemblage-677-301	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	152	21	24	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91	0	0	0	0	0	0	0	0	172	1
assemblage-700-275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	18	40	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	0	0	0	0	0	0	0	0	284	10
assemblage-240-941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	235	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	228	9
assemblage-467-749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	23	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	372	4
assemblage-636-922	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	141	22	29	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	0	0	0	0	0	0	0	0	157	8
assemblage-678-943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	178	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	295	21
