Assemblage_Name	3-2-9588920	0-7907915-6242814	0-1300760-5224893	0-4-2030307	6898656-4-5224893	0-6199902-3	3-2-8550423	0-4-5892330	3-4-9493647	4-1-1	0-4-3	5040903-2-1	3-2-3794380	4746057-4-5224893	0-6233716-5224893	9976592-2-1	2224797-2-1	5952020-2-1	5723620-2-1	6006121-4-5224893	6844244-2-1	0-3554860-5224893	0-4-5493994	3273167-4-5224893	0-4-7364833	4694332-7907915-5224893	0-4-8929465	0-5330891-5224893	5965867-4-5224893	0-7576319-5224893	3-8987153-1	8427435-4-5224893	3141686-4-5224893	0-7907915-5224893	3-2-8359985	3-2625764-1	1162167-4-5224893	3-4818962-1	0-6703419-5224893	3-6946271-1	0-4-2624852	3661202-4-5224893	0-9584663-5224893	5952020-9558077-1	0-4-5224893	1283148-2-1	0-8125234-3	0-8685708-5224893	0-7278921-5224893	3-4-2	3-4-1	7689324-4-5224893	3-874183-1	9185850-4-5224893	3-2-1	0-7341643-5224893	3991669-2-1	4096993-2-1	5952020-2-8927447
assemblage-599-945	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	287	0	0	0	0	0	0	0	0	0	159	0	0	0	27
assemblage-465-737	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	26	0	0	23	11	0	0	0	0	0	0	0	0	0	226	0	0	0	0	0	0	0	0	0	103	0	0	0	23
assemblage-604-525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	349	0	0	8	0	0	0	0	0	0	127	0	0	0	11
assemblage-604-735	0	0	0	0	0	0	0	0	0	9	107	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	168	0	0	0	0	0	0	0	0	0	198	0	0	0	14
assemblage-234-166	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	32	0	0	0	0	0	0	0	0	0	0	221	0	0	0	21	0	0	0	0	0	196	0	0	0	2
assemblage-351-499	0	0	0	148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	7	0	0	0	0	0	0	0	0	183	0	0	0	0	0	0	0	0	0	98	0	0	0	21
assemblage-224-673	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	162	0	0	0	0	0	0	0	0	0	0	267	0	0	0	0	0	0	0	0	0	37	0	0	0	5
assemblage-669-934	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	33	0	0	8	0	0	0	0	0	0	0	0	0	0	292	0	0	0	0	0	0	0	0	0	124	0	0	0	13
assemblage-455-398	9	0	0	0	0	0	0	0	0	0	118	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	196	0	0	42	0	0	0	0	0	0	96	0	0	0	7
assemblage-473-651	0	0	0	0	0	0	0	0	0	96	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	249	0	0	0	0	0	21	0	0	0	77	0	0	0	6
assemblage-612-775	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0	0	0	0	0	0	253	0	0	0	0	0	0	0	0	28	104	0	0	0	7
assemblage-268-734	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	168	0	0	0	0	0	0	0	0	0	304	0	0	0	9
assemblage-336-700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	33	0	0	50	0	0	0	0	0	0	0	0	0	0	301	0	0	0	0	0	0	0	0	0	81	0	0	0	11
assemblage-238-351	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	89	0	0	0	0	0	0	0	0	0	0	196	0	0	0	0	0	0	0	0	0	157	0	0	0	5
assemblage-470-744	0	0	0	199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	38	0	0	0	0	19	0	0	0	0	0	0	0	0	110	0	0	0	0	0	0	0	0	0	109	0	0	0	2
assemblage-331-183	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	316	0	0	0	0	0	0	0	0	0	89	0	0	0	17
assemblage-696-280	61	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	211	0	0	36	0	0	0	0	10	0	109	0	0	0	3
assemblage-757-478	0	0	12	0	0	0	0	0	0	73	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	236	0	0	0	0	0	0	0	0	0	80	0	0	0	3
assemblage-617-283	0	0	0	13	0	0	0	0	0	20	0	0	0	0	20	0	0	18	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	0	0	0	0	0	0	0	0	0	260	0	0	0	3
assemblage-361-733	76	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	174	0	0	41	0	0	0	0	3	0	114	0	0	0	13
assemblage-925-970	84	0	0	0	0	0	0	0	0	38	4	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	244	0	0	17	0	0	0	0	0	0	61	0	0	0	9
assemblage-849-911	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	252	0	0	15	0	0	0	0	0	0	195	0	0	0	11
assemblage-341-187	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	157	0	0	0	0	0	0	0	4	0	0	270	0	0	0	0	0	0	0	0	0	36	0	0	0	9
assemblage-227-460	0	0	0	5	0	0	0	0	0	29	0	0	0	0	19	0	0	24	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123	0	0	0	0	0	0	0	0	0	249	0	0	0	9
assemblage-885-866	0	0	0	221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	44	0	0	0	0	13	0	0	0	0	0	0	0	0	93	0	0	0	0	0	0	0	0	0	120	0	0	0	7
assemblage-343-696	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	327	0	0	0	0	0	0	0	0	0	108	0	0	0	13
assemblage-581-731	0	0	0	0	0	0	0	0	0	12	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	163	0	0	0	0	0	0	0	0	0	218	0	0	0	11
assemblage-897-857	0	0	0	192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	50	0	0	0	0	13	0	0	0	0	0	0	0	0	84	0	0	0	0	0	0	0	0	0	146	0	0	0	7
assemblage-474-671	0	0	0	0	0	4	0	0	0	77	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	263	0	0	0	0	0	16	0	0	0	84	0	0	0	5
assemblage-262-640	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	0	0	0	0	0	0	0	0	0	0	243	0	0	0	0	0	0	0	0	34	92	0	0	0	17
assemblage-942-369	0	0	0	11	0	0	0	0	0	30	0	0	0	0	16	0	0	14	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123	0	0	0	0	0	0	0	0	0	269	0	0	0	2
assemblage-239-945	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	255	0	0	50	0	0	0	0	0	0	166	0	0	0	1
assemblage-831-655	0	0	0	0	0	0	0	0	0	98	114	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0	29	7	0	0	0	73	0	0	0	7
assemblage-894-875	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	85	14	0	0	0	45	0	0	0	0	0	0	0	0	0	212	0	0	0	0	0	0	0	0	0	84	0	0	0	6
assemblage-364-249	0	0	0	48	0	0	0	0	0	16	65	0	0	0	10	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	184	0	0	4	0	0	0	0	0	0	129	0	0	0	14
assemblage-509-129	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	93	6	0	0	0	58	0	0	0	0	0	0	0	0	0	207	0	0	0	0	0	0	0	0	0	76	0	0	0	4
assemblage-233-168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	220	0	0	0	0	0	0	0	0	0	0	178	0	0	0	0	0	0	0	0	0	97	0	0	0	5
assemblage-575-462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	68	0	0	0	0	0	0	0	0	0	0	336	0	0	0	0	0	0	0	0	0	67	0	0	0	11
assemblage-247-170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	225	0	0	0	0	0	0	0	0	0	0	204	0	0	0	0	0	0	0	0	0	70	0	0	0	1
assemblage-915-994	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	202	0	0	0	0	0	0	0	0	0	217	0	0	33	15
assemblage-903-862	0	0	0	204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	42	0	0	0	0	13	0	0	0	0	0	0	0	0	85	0	0	0	0	0	0	0	0	0	145	0	0	0	4
assemblage-243-323	0	0	0	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	20	0	0	0	0	0	0	0	0	186	0	0	0	0	0	0	0	0	0	91	0	0	0	16
assemblage-218-797	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	12	0	0	0	0	0	0	0	0	0	0	291	0	0	0	0	0	0	0	0	0	99	0	0	0	13
assemblage-599-513	0	0	0	0	0	0	0	0	0	8	30	0	0	0	0	0	0	0	38	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	298	0	0	0	0	0	0	3	0	0	105	0	0	0	13
assemblage-361-291	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	267	0	0	48	0	0	0	0	0	0	143	0	0	0	14
assemblage-722-982	0	0	0	0	0	0	0	0	0	8	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145	0	0	0	0	0	0	0	0	0	232	0	0	0	18
assemblage-412-850	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	87	0	0	0	0	0	0	14	0	8	20	0	0	0	0	0	0	0	0	0	0	327	0	0	0	0	0	0	0	0	0	14	0	0	0	16
assemblage-596-281	0	0	0	31	0	0	0	0	0	5	0	0	0	0	15	0	0	26	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	217	0	0	0	0	0	0	0	0	0	139	0	0	0	15
assemblage-731-474	0	0	0	0	0	0	0	0	0	10	111	0	0	0	0	0	0	2	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	0	0	0	0	0	0	0	0	0	218	0	0	0	8
assemblage-601-501	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	27	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	290	0	0	0	0	0	0	10	0	0	98	0	0	0	14
assemblage-421-842	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	77	0	0	0	0	0	0	0	0	0	0	226	0	0	0	0	0	0	0	0	0	150	0	0	0	6
assemblage-249-737	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	186	0	0	0	0	0	0	0	0	0	281	0	0	0	6
assemblage-810-118	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	247	0	19	106	0	0	0	0	0	0	100	0	0	0	9
assemblage-676-292	18	0	0	0	0	0	0	0	0	4	25	0	0	0	0	0	0	0	47	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	293	0	0	0	0	0	0	4	0	0	95	0	0	0	8
assemblage-367-320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	220	0	0	0	0	0	0	0	0	0	0	195	0	0	0	0	0	0	0	0	0	79	0	0	0	6
assemblage-362-487	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	0	0	0	0	0	0	20	0	4	9	4	0	0	0	0	0	0	0	0	0	354	0	0	0	0	0	0	0	0	0	9	0	0	0	25
assemblage-347-470	0	0	0	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	8	0	0	0	0	0	0	0	0	195	0	0	0	0	0	0	0	0	0	82	0	0	0	24
assemblage-223-654	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	11	0	0	0	0	0	0	0	0	0	0	283	0	0	0	0	0	0	0	0	0	101	0	0	0	9
assemblage-734-991	0	0	0	0	0	0	0	0	0	12	105	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	0	0	0	0	0	0	0	0	0	220	0	0	7	8
assemblage-340-180	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	188	0	0	0	0	0	0	0	8	0	0	236	0	0	0	0	0	0	0	0	0	32	0	0	0	2
assemblage-251-956	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	220	0	0	0	0	0	0	0	0	0	251	0	0	0	16
assemblage-632-931	7	0	0	0	0	0	0	0	0	3	29	0	0	0	0	0	0	0	42	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	280	0	0	0	0	0	0	19	0	0	102	0	0	0	7
assemblage-757-602	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	174	0	0	0	0	0	0	0	0	0	290	0	0	0	23
assemblage-610-770	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	7	0	0	0	0	0	0	0	0	0	0	296	0	0	0	0	0	0	0	0	0	87	0	0	0	7
assemblage-239-733	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	184	0	0	0	0	0	0	0	0	0	265	0	0	0	18
assemblage-226-489	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	101	16	0	0	0	0	0	0	0	0	0	0	0	0	0	208	0	0	0	0	0	0	0	0	0	103	0	0	0	10
assemblage-618-925	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	310	0	0	0	0	0	0	0	0	0	138	0	0	0	13
assemblage-103-910	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	350	10	0	0	0	0	19	0	0	0	81	0	7	0	8
assemblage-365-492	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	12	0	0	0	8	37	0	0	7	0	0	0	0	0	0	0	0	0	0	286	0	0	0	0	0	0	0	0	0	118	0	0	0	12
assemblage-516-766	0	0	0	43	0	0	0	0	0	9	54	0	0	0	12	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	209	0	0	0	0	0	0	0	0	0	136	0	0	0	8
assemblage-606-504	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	305	0	0	0	0	0	0	0	0	0	147	0	0	0	15
assemblage-943-355	0	0	0	12	0	0	0	0	0	31	0	0	0	0	27	0	0	14	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121	0	0	0	0	0	0	0	0	0	254	0	0	0	9
assemblage-110-907	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	328	16	0	0	0	0	19	0	0	0	89	0	0	0	22
assemblage-612-728	0	0	7	0	0	0	0	0	0	83	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	272	0	0	0	0	0	0	0	0	0	55	0	0	0	4
assemblage-222-939	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	0	0	0	0	0	0	0	0	0	288	0	0	0	15
assemblage-223-771	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	9	0	0	0	0	0	0	0	0	0	0	276	0	0	0	0	0	0	0	0	0	111	0	0	0	13
assemblage-230-174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	224	0	0	0	0	0	0	0	0	0	0	207	0	0	0	0	0	0	0	0	0	61	0	0	0	8
