Assemblage_Name	9965642-278852-4	5509304-4-2887189	2-5950542-6106168	3-9489245-264951	3-4-734631	2-5950542-4	2-833673-4	7220046-5950542-4	8388619-5950542-1460583	3394356-4-3	3-8519870-0	3-1872176-0	7220046-5950542-2706886	2-5950542-7569604	9055627-4-3	2123860-4-3	2-1731521-4	3-9489245-0	8011249-3716964-0	2-4195105-4	600679-7948259-6775247	3-4-9383335	9044445-4-3	8929966-3778628-6618113	8011249-2-0	7220046-5950542-1291912	8648650-5950542-4	790613-5950542-4	7220046-6834521-4	320097-5950542-4	2-4497902-4	2-5950542-1107662	2-5950542-6289927	2-6059509-3752508	2-1396902-4	6384795-5950542-4	1514409-4-9881938	2-5950542-7631743	3-4-9650239	600679-7948259-2	3-4-9579181	269622-4-3	3-9489245-3870091	2-1828693-4	2-6703076-4	3-6251466-3870091	3-4892770-3	7220046-5950542-8013540	2-5950542-8412293	6170896-4-0	3-4-3598952	3689751-9489245-0	8279478-5950542-4	9630418-5950542-4	2-7015916-4	3-4-3	3-9767608-3579767	4-2-0	3-4-9881938	8929966-1257583-6618113	3-2932290-0	2-9826965-4	2-3717611-4	3-4-0	8929966-4409455-4	8505226-4-0	2-5950542-9536335	3-3001584-0	7220046-5649896-4	3-4-7582820	3126559-5950542-4	3-9489245-5936084	3-2818257-0	2-5950542-2115036	3-4-2887189	3-7611733-0	2-5950542-4227340	7220046-4252759-4	8929966-4791444-6618113	8708023-5950542-4	2-6059509-4	2-5950542-2896346	2-1731521-6973675	5155363-5950542-4	3-4-414905	2-1434444-4	8929966-4409455-6618113	3-4-6376774	2-4409455-4	3-9489245-3553673
assemblage-250-731	0	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	112	0	0	0	0	0	232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
assemblage-747-590	0	0	0	0	0	173	0	25	0	0	0	0	0	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	119	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	19	27
assemblage-96-896	0	0	0	0	0	103	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	5	0	0	32	0	0	0	0	0	0	0	0	0	0	0	69	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	0	30	0	0	0	0	0	132	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24
assemblage-759-483	0	0	0	0	0	174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	13	133	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	61	0	0	0	0	0	0	0	66	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
assemblage-677-301	0	0	0	0	0	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	31	0	0	0	0	0	0	0	263	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
assemblage-700-275	0	0	0	0	0	193	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	12	0	0	0	0	0	52	0	0	0	0	0	59	0	7	0	0	0	0	0	87	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
assemblage-240-941	0	0	0	0	0	63	0	135	0	0	0	0	0	0	34	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	31	0	0	27	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	15
assemblage-467-749	0	0	0	0	0	265	0	55	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	76	0	0	0	0	0	0	0	0	19
assemblage-636-922	0	0	0	0	0	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	258	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17
assemblage-678-943	0	0	0	0	0	343	0	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	24	0	0	0	9	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21
