Assemblage_Name	7646685-100291-4	870382-4-2	5742398-2-5291335	3-3-3042247	5742398-2-9592208	7185953-2-4	0-5328405-4	311025-2-4	5742398-2-310469	9259918-2-1622499	9656349-0-3	5742398-5394646-4363700	0-1-5241150	3-1-1	0-225214-4	9157323-1-4	5089179-2-4	5742398-258649-4	2-53520-4	8295288-2-4	2270140-2-1124267	5742398-2-1622499	5742398-7061671-4	5742398-5339153-2004278	8381506-0-3	9656349-0-2851382	2-1-0	0-1-9159237	2-8549924-4	0-1-4964037	5742398-6087582-4	2-8633864-4	2-8678253-4	2-8150091-4	3-3-0	0-9905441-4	800052-1-5241150	6834287-2-4	0-1-4	2-9932025-4	2-2-8898335	5742398-2130636-4	5742398-5339153-6397409	0-9115402-4	624129-6145443-4	0-1974159-4	5742398-2-2668901	5742398-2-4003492	5742398-7695581-7989559	7646685-1-4	0-1-2210299	0-225214-6119158	5742398-5394646-4	2-0-4	2-7154635-1382539	5742398-8058247-4	1466753-5394646-4	7405990-225214-4	7206190-2-4	872829-2-4	0-3108602-4	0-1-1148865	5298320-8633864-4	1-6767210-3	6145201-2-4	0-1-6515826	2599145-2-4	6070356-9905441-4	5742398-2-7542154	5742398-6253589-4	7458208-2-4	5742398-2-1971651	2270140-2-4	1030667-1-4	2914411-2-4	5742398-2-2803989	3-367956-9384345	6014519-2-1382539	8604297-5328405-4	0-1-4314018	1-913630-94377	5742398-5394646-8354554	0-1-9424168	2-2-4	9952295-1-4	1767099-2-4	2-151446-4	7646685-7569979-4	3356816-5339153-8842714	1-0-2202712	2586572-1-4	5742398-2-4	2-2-1382539	3-1-9384345	8631634-2-4	9033753-9347917-4	0-1-8137950	5742398-5339153-8842714	3041598-1-4	5742398-2-879935	2399333-0-3	5742398-2-2226071	2-2-3778579	0-1-4026457	1-913630-3	1-0-3	7646685-1671473-4	2-2136954-4	8295288-2-3466923	5742398-5394646-8842714	1-0-5165229	2-8633864-9259309	0-3122763-4	7204377-2-1382539	5742398-5394646-5050625	7646685-1-2043183	5742398-687312-4	5742398-2-1611565	5742398-2-8112901	5089179-832714-4	0-1974159-8906071	2-8400899-1382539	0-1-3817998	8615393-2-4	0-1-7362397	0-5528992-4	6739843-2-4	1-9791650-3	3-1-6515063	4-4-2	2599145-2-9526048	101251-2-4	5742398-9347917-4	3543300-2-4	878077-1-4	2-648623-3778579	5742398-7695581-4	5742398-3877452-4	5742398-2-9536084
assemblage-250-731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	66	0	0	0	0	0	0	0	0	3
assemblage-747-590	0	0	0	0	0	0	0	0	0	0	0	0	0	44	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	196	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20
assemblage-96-896	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	10	0	0	0	19	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	37
assemblage-759-483	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	0	0	0	0	0	0	0	200	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	18
assemblage-677-301	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	3	0	0	0	0	0	0	92	0	0	0	0	0	0	0	0	0	0	0	0	3	176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	7
assemblage-700-275	0	0	0	0	0	0	0	0	0	0	0	0	0	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	6	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	24
assemblage-240-941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	16	0	0	0	0	0	0	47	0	0	0	0	0	0	49	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	156	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36
assemblage-467-749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	6	0	0	0	0	0	0	0	0	31	0	0	21	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	20	0	0	0	0	0	135	0	0	0	0	0	23	0	0	0	0	0	0	0	14	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16
assemblage-636-922	0	0	0	0	0	0	0	0	0	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	9	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	20
assemblage-678-943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	20	0	0	10	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	9	0	0	297	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
