Assemblage_Name	6966457-9889953-3	7700084-3-4	6105771-4477369-966073	3357058-4-9020917	2428679-3501789-4	2628740-9056594-3	1-3-2511982	3129701-9889953-3	1580979-9941034-1697250	8332513-3-4	1-3-3668066	2000644-3-4	6105771-4-966073	6949536-3-7500643	4530210-1090939-1635308	2-4-1996871	2054025-3501789-9596593	6949536-9981612-4	1-1893778-4	1918400-3501789-4	0-3-3	1807867-1090939-966073	2-4-2053414	4416330-1577483-3668066	7040651-2975126-966073	2054025-3501789-4107906	7700084-3-1332258	1-6873655-2731979	2-1661511-1996871	6953053-6619420-1156802	1-3501789-4107906	1-3501789-4	1580979-9941034-5307387	7700084-3-3451866	0-2-0	1-3-4	6949536-3-4	1-1201088-4	4530210-1090939-966073	1-8167553-4	1580979-5274764-1697250	2628740-9889953-3	1-8167553-2601909	9936737-3-6933986	4-1-3	6336697-3501789-4	6949536-3-6328292	2693060-3-4	1-3-0	7053548-3-4	1-3-5318006	1-9941034-1697250	5200558-4-9020917	4-4-2	3-9889953-3	1-6619420-1156802	7040651-4-966073	6105771-4-9768195
assemblage-387-549	0	0	17	115	8	0	0	0	26	0	34	0	7	0	0	0	0	0	6	16	0	10	0	0	0	9	0	0	0	10	33	36	7	0	0	59	0	0	24	0	0	0	0	0	6	0	21	0	0	0	0	0	0	0	0	0	0	48
assemblage-432-615	0	11	0	0	0	14	0	0	72	0	0	0	44	0	0	57	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	28	0	0	0	84	33	0	7	0	0	0	0	0	35	0	0	0	0	6	0	21	0	0	0	23	0	44
assemblage-436-616	0	0	0	75	0	0	0	0	0	11	15	8	0	0	0	0	10	0	0	0	0	0	0	6	0	38	17	0	0	20	0	20	0	0	0	91	0	5	28	10	0	0	19	0	0	14	13	23	0	0	0	0	0	0	0	0	0	65
assemblage-530-503	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	74	0	0	0	0	11	0	11	0	0	0	0	8	0	0	0	0	0	0	24	115	0	0	0	0	0	32	0	7	8	0	0	0	6	0	8	64	0	20	9	0	32	63
assemblage-407-612	0	25	0	14	0	29	0	0	42	0	14	0	18	0	0	49	0	16	0	0	0	0	0	0	8	0	0	0	3	10	0	38	0	0	0	89	8	0	17	0	0	0	0	0	34	0	0	0	0	11	0	8	0	0	0	0	0	61
assemblage-418-418	0	0	19	131	0	0	0	0	18	0	39	0	0	0	0	0	0	0	8	6	0	5	0	0	0	11	0	0	0	9	30	50	0	0	0	64	0	0	15	0	0	0	0	0	8	0	15	0	0	0	0	0	0	0	0	0	0	65
assemblage-648-678	10	0	0	0	0	0	0	13	24	0	0	0	26	0	0	55	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	113	8	0	0	0	0	49	0	0	20	0	0	0	0	0	12	44	0	0	0	0	17	82
assemblage-676-543	8	9	0	0	0	0	0	0	45	0	6	0	32	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	101	65	0	5	0	7	11	0	0	32	0	0	0	0	0	0	51	0	0	0	0	2	70
assemblage-457-537	0	15	0	22	0	23	0	0	41	0	10	0	22	5	0	57	0	4	7	0	0	0	0	0	0	0	0	0	4	11	0	46	0	0	0	89	13	0	19	0	0	0	0	0	32	0	0	0	0	18	0	12	0	0	0	0	0	50
assemblage-334-568	0	31	0	0	0	18	0	0	89	0	0	0	38	0	0	54	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	12	0	0	0	109	35	0	4	0	5	0	0	0	32	0	0	0	0	7	0	13	0	0	0	9	0	30
