Assemblage_Name	8273525-7621349-3	1674078-2-1	7011820-3-7078637	5827985-3-8190683	6396597-2-3	2-4-2493388	9104846-4-143682	4-8626599-3	3-2-3	1-2-4335505	3231876-4-3	3559313-1-3	6652238-7621349-3	7367320-2-3	2-4-143682	5827985-3-0	2-4-3	4-8990699-1	1-2-1	4-3-0	7192562-837673-7483800	2-4-6916402	4-6104783-3	3849597-1-3	4-837673-3	2-7194410-1270782	0-2-2	9413295-4-1270782	4-2-3	4-2-1	2-4-1270782	1-2-4496511	5827985-3-7078637	4960978-3-5653739	4-2-7538358	4-0-4	4960978-3-2	4-2-590978	6652238-7621349-441427	4-2-1901796
assemblage-696-326	0	0	0	0	0	13	0	0	6	0	0	37	31	0	13	41	46	0	17	56	0	0	0	0	0	4	8	10	36	19	86	6	0	4	0	6	18	0	0	43
assemblage-511-550	0	0	2	0	0	0	0	0	0	0	0	20	14	0	56	13	109	0	43	23	0	4	0	1	0	14	0	17	78	10	26	0	0	11	0	0	6	0	7	46
assemblage-565-445	0	0	0	0	14	0	0	0	0	0	0	0	0	0	77	0	10	0	0	0	0	0	0	0	8	0	0	0	222	95	0	0	0	0	14	0	0	0	0	52
assemblage-648-678	0	0	0	0	0	0	0	0	0	0	0	36	15	0	53	22	54	0	31	31	0	0	0	0	0	16	0	22	67	19	47	19	8	10	0	0	14	0	5	28
assemblage-606-491	0	0	0	5	9	0	0	0	0	0	0	0	0	0	53	7	35	0	5	0	0	0	0	0	8	0	0	0	178	116	11	0	0	0	14	0	0	0	0	59
assemblage-731-334	6	0	0	0	0	0	0	0	0	0	1	0	0	0	95	15	91	0	15	0	0	0	0	0	0	10	0	0	134	60	14	0	0	21	0	0	0	0	0	38
assemblage-641-508	0	0	0	0	0	0	0	0	0	0	0	24	22	0	39	22	47	0	30	19	0	0	0	0	0	13	0	15	60	23	58	22	8	22	0	0	15	0	6	55
assemblage-294-555	7	0	0	9	5	0	0	0	0	0	0	0	0	0	61	12	56	0	5	0	0	0	0	0	7	0	0	0	187	106	0	0	0	0	5	0	0	0	0	40
assemblage-422-456	4	0	0	0	0	0	0	0	0	13	0	7	0	0	89	9	97	0	37	7	0	6	0	0	0	25	0	0	80	32	17	0	0	29	0	0	0	0	0	48
assemblage-541-414	3	0	0	10	3	0	0	0	0	0	0	0	0	0	59	5	67	0	0	0	0	0	0	0	8	0	0	0	159	136	5	0	0	0	0	0	0	0	0	40
assemblage-508-408	6	0	0	0	0	0	0	0	0	7	9	0	0	0	79	14	67	0	14	0	0	0	0	0	0	24	0	0	153	63	11	0	0	11	0	0	0	0	0	32
assemblage-429-313	0	36	0	0	0	0	0	0	0	0	0	0	0	0	208	0	0	0	0	0	16	0	0	0	0	0	0	0	174	21	0	0	0	0	0	0	0	14	0	23
assemblage-662-471	0	9	0	0	0	0	0	10	0	0	0	0	0	10	136	0	0	0	0	0	16	0	9	0	0	0	0	0	213	69	0	0	0	0	0	0	0	0	0	28
assemblage-326-635	0	46	0	0	0	0	3	0	0	0	0	0	0	0	184	0	0	0	0	0	18	0	0	0	0	0	0	0	168	34	0	0	0	0	0	0	0	15	0	32
assemblage-550-679	15	0	0	0	0	0	0	0	0	8	0	10	0	0	94	19	91	0	37	0	0	5	0	0	0	25	0	0	59	32	20	0	0	32	0	0	6	0	0	36
assemblage-513-609	0	0	4	0	0	0	0	0	0	0	0	15	14	0	66	27	81	0	37	42	0	4	0	16	0	13	0	12	79	8	17	0	0	18	0	0	5	0	13	29
assemblage-485-380	7	0	0	0	0	0	0	0	0	0	9	0	0	0	80	4	106	0	20	0	0	0	0	0	0	25	0	0	150	50	9	0	0	12	0	0	0	0	0	24
assemblage-487-465	0	0	2	0	0	0	0	0	0	9	0	26	14	0	51	20	74	0	22	42	0	8	0	5	0	13	0	12	81	20	26	0	0	16	0	0	0	0	7	35
assemblage-609-260	0	14	0	0	0	0	6	7	0	0	0	0	0	18	139	0	0	0	0	0	14	0	13	0	0	0	0	0	189	75	0	0	0	0	0	0	0	0	0	25
assemblage-504-605	0	41	0	0	0	0	2	0	0	0	0	0	0	0	190	0	0	0	0	0	4	0	0	0	0	0	0	0	179	21	0	0	0	0	0	0	0	19	0	26
assemblage-391-442	0	0	0	0	0	0	0	0	0	0	0	21	38	0	23	19	44	0	23	46	0	0	0	0	0	5	0	26	69	38	37	17	6	12	0	0	18	0	13	45
assemblage-523-494	0	0	0	0	0	16	0	0	7	0	0	29	17	0	4	50	45	0	27	77	0	0	0	0	0	4	3	8	45	20	60	2	0	0	0	3	28	0	0	45
assemblage-575-573	0	0	0	0	0	0	0	8	0	0	0	0	0	5	107	0	0	5	0	0	0	0	12	0	0	0	0	0	209	80	0	0	0	0	6	0	0	0	0	62
assemblage-505-378	0	0	0	0	13	0	0	0	0	0	0	0	0	0	91	0	5	0	0	0	0	0	0	0	7	0	0	0	200	113	0	0	0	0	13	0	0	0	0	44
assemblage-491-505	0	0	0	0	0	0	0	9	0	0	0	0	0	10	104	0	0	3	0	0	0	0	7	0	0	0	0	0	206	93	0	0	0	0	0	0	0	0	0	62
assemblage-467-505	5	0	0	0	0	0	0	0	0	8	6	7	0	0	63	15	87	0	41	0	0	15	0	0	0	31	0	0	61	40	31	0	0	18	0	0	7	0	0	61
assemblage-641-457	0	0	0	0	0	0	0	13	0	0	0	0	0	10	102	0	0	4	0	0	0	0	20	0	0	0	0	0	203	78	0	0	0	0	4	0	0	0	0	45
assemblage-478-729	0	15	0	0	0	0	6	0	0	0	0	0	0	23	123	0	0	0	0	0	13	0	7	0	0	0	0	0	215	74	0	0	0	0	0	0	0	0	0	24
assemblage-561-438	0	0	0	0	0	17	0	0	10	0	0	27	34	0	11	45	39	0	26	55	0	0	0	0	0	0	12	14	32	33	59	9	0	5	0	6	21	0	0	35
