Assemblage_Name	2-4-3741710	2331573-4138593-3741538	2-2184407-1268549	4-8888448-4	4-4812976-4	3918332-3-3	4-9327933-4	4-4026524-4	2-1397006-4	4-1285845-7527192	2-1-0	2331573-4-3592904	4-2-5540040	4-8155792-6302218	2-875264-2220012	3918332-3-470922	3918332-3-500496	822050-2-4	4-1286987-4	2331573-4-89733	4-2-4684153	4-2-8558025	3918332-3-3955983	3508846-2-4	4-8423691-7527192	4-2-5823868	4-3935124-4	4-2-5220901	4-2-910709	242701-2-4	1085005-2-4	4-2064932-4	4-2-6302218	7277571-2-4	4-2-6070301	4-2-9340389	2331573-4-597183	4-2-2284764	4841987-2-4	2331573-4-4874235	8274372-2-6302218	3918332-5962523-3	2331573-4-3741538	2331573-4-0	6327887-4026524-4	4-2-4	2-2184407-4	3-4-0	4-4902341-7527192	3175419-2-6302218	4-9418659-9380561	2-3430598-1824346	4-248893-4	876508-2-4	3784174-4026524-4	3918332-3439527-3	4-2056748-4	5667786-2-4	256382-3-3	4-8721814-4	4-4385805-4	4-1285845-4	2-4-4	6841100-2-4	4-2-9380561	3918332-3-5608126	5165179-2-4	4-248893-6524815	4-4392983-4	2-4-1824346	2371456-2-4
assemblage-239-733	0	0	0	0	0	9	5	41	0	0	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	361	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
assemblage-226-489	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	279	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104	0	45	0	0	0	0	0	18
assemblage-618-925	0	0	0	0	0	32	0	117	0	88	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127	0	0	0	0	0	0	0	26
assemblage-103-910	0	0	0	0	0	0	0	194	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	0	112	0	0	0	11	0	0	0	0	0	0	0	0	6	19	0	0	0	0	0	0	0	46	16
assemblage-365-492	0	0	0	0	0	136	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	199	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0	0	0	0	0	19
assemblage-516-766	0	0	0	0	0	20	0	43	5	8	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	88	0	183	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	9
assemblage-606-504	0	0	0	0	0	23	0	116	0	73	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148	0	0	0	0	0	0	0	24
assemblage-943-355	0	0	0	0	0	75	0	28	0	8	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	5	0	0	0	0	0	0	13
assemblage-110-907	0	0	0	0	0	0	0	189	0	3	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	0	144	0	0	0	10	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	28	12
assemblage-612-728	0	0	0	0	12	82	0	178	0	21	0	0	0	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	9	15	0	0	0	57	0	0	0	0	0	0	0	8
assemblage-222-939	0	0	0	0	0	106	0	20	0	64	0	0	0	0	0	0	4	0	0	0	0	8	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	16	0	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	19	0	0	0	0	17
assemblage-223-771	19	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	273	0	0	0	0	0	0	20	0	0	0	0	0	0	15	0	0	109	0	0	0	0	9	0	0	8
assemblage-230-174	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	85	0	0	0	0	0	0	0	10	0	0	0	0	129	0	0	0	0	0	0	0	0	0	0	0	0	0	191	0	0	32	0	0	0	0	0	0	0	8
assemblage-825-627	0	0	0	0	0	254	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	146	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	17
assemblage-815-115	0	0	0	0	0	194	0	45	0	0	0	0	0	0	6	8	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	30	0	0	0	0	0	16	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	15
assemblage-866-914	0	0	0	0	17	59	0	59	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	202	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	10
assemblage-943-359	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	188	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	41	0	0	0	0	0	12
assemblage-731-490	0	0	0	0	0	0	0	112	0	41	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	207	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	11
assemblage-218-462	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	49	0	0	0	0	0	21
assemblage-236-458	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	81	0	0	0	0	0	338	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	26	6	0	0	0	13
assemblage-358-487	0	0	0	0	0	140	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	181	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0	0	0	16
assemblage-370-248	0	0	0	0	0	95	0	43	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	83	0	0	0	0	9	117	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	6	0	0	0	0	0	24
assemblage-212-161	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	12	0	0	0	0	0	107	0	0	0	0	0	0	0	0	0	0	0	0	311	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	9	0	0	0	0	0	0	0	13
assemblage-359-472	0	0	9	0	0	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	344	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	8
assemblage-352-687	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	27	0	0	14	0	0	382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21
assemblage-896-872	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	20	0	0	369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15
assemblage-818-651	0	0	0	0	0	231	0	0	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	140	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	16
assemblage-817-130	0	0	0	0	0	194	0	54	0	0	0	7	0	0	9	17	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	136	0	20	0	0	0	0	0	14	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	1
assemblage-228-644	0	0	0	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	165	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	40	0	0	0	0	0	0	0	24
assemblage-262-660	0	0	0	0	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	292	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	37	0	0	0	0	0	0	0	27
assemblage-261-342	0	0	0	0	0	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	245	0	0	0	0	0	0	21	0	0	0	0	0	0	22	0	0	43	0	0	0	0	0	21	0	14
assemblage-224-659	0	0	0	0	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	171	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0	0	22	0	0	0	0	0	0	0	15
assemblage-909-972	0	0	0	0	0	23	0	133	0	31	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	97	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	14
assemblage-665-923	0	0	0	0	0	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	331	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	17
assemblage-752-603	0	0	0	0	0	23	0	66	0	5	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	73	0	202	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	11
assemblage-262-104	0	0	0	0	0	17	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	58	0	0	0	0	0	0	0	250	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	29	0	0	0	0	0	0	0	20
assemblage-858-890	0	0	0	0	13	40	0	31	0	55	0	4	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	60	0	132	0	10	8	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0	0	0	0	0	9
assemblage-583-465	0	0	0	0	0	165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	0	0	0	0	0	0	0	6
assemblage-258-727	0	0	0	0	0	0	9	43	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	368	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14
assemblage-680-942	0	0	0	0	0	136	0	0	0	0	0	0	0	0	0	0	0	10	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	184	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0	0	13
assemblage-594-508	0	0	0	0	0	13	0	57	0	0	22	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	269	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	10	12
assemblage-608-915	0	0	0	0	0	33	0	30	0	2	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	233	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127	0	0	0	0	0	0	0	12
assemblage-339-716	0	0	0	0	0	22	0	102	0	87	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147	0	0	0	0	0	0	0	10
assemblage-111-900	0	0	0	0	0	0	0	197	0	5	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	0	129	0	0	0	10	0	0	0	0	0	0	0	0	9	14	0	0	0	0	0	0	0	40	7
assemblage-608-767	0	0	0	0	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	282	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	38	0	0	0	0	0	0	0	28
assemblage-211-786	0	0	0	0	0	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	175	0	0	0	0	0	0	0	0	0	0	0	0	0	106	0	0	34	0	0	0	0	0	0	0	7
assemblage-247-716	0	0	0	0	0	1	6	44	0	0	0	0	0	0	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	342	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
assemblage-353-255	0	0	0	0	0	54	0	64	0	0	0	7	0	0	0	0	0	0	0	14	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0	0	158	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	0	0	0	0	0	0	0	11
assemblage-621-771	0	0	0	0	0	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	272	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	41	0	0	0	0	0	0	0	16
assemblage-814-115	0	0	0	0	0	184	0	56	0	0	0	9	0	0	4	17	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	137	0	33	0	0	0	0	0	14	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	2
assemblage-613-289	0	0	0	0	0	82	0	17	0	9	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	2	0	0	0	0	0	0	19
assemblage-94-905	0	0	0	0	0	0	0	220	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	97	0	0	0	18	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	42	19
assemblage-578-483	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0	60	0	0	0	0	0	0	0	254	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0	0	20	0	0	0	0	0	0	0	34
assemblage-604-772	0	0	0	0	0	153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	293	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	16	0	0	0	0	0	0	0	8
assemblage-370-702	0	0	0	0	0	6	0	63	0	0	13	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	266	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	5	9
assemblage-608-762	33	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	260	0	0	0	0	0	0	21	0	0	0	0	0	0	16	0	0	109	0	0	0	0	6	0	0	8
assemblage-826-115	0	0	0	0	0	160	0	54	0	0	0	6	0	0	13	7	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	143	0	33	0	0	0	0	0	11	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	7
assemblage-734-616	0	0	0	0	0	82	0	57	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	69	0	0	0	0	13	133	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	13	0	0	0	0	0	23
assemblage-914-974	0	0	0	0	25	95	0	150	0	7	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	16	32	0	0	0	60	0	0	0	0	0	0	0	10
assemblage-248-353	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20
assemblage-492-657	0	0	0	5	0	48	0	72	0	33	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	171	0	0	0	0	0	0	0	13
assemblage-818-645	0	0	0	0	0	245	0	0	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	14
assemblage-262-106	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	20	0	0	0	0	0	85	0	0	0	0	0	0	0	0	0	0	0	0	318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	15
assemblage-891-868	0	0	0	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	344	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	3	0	21	0	0	0	0	0	12
assemblage-502-119	0	0	0	0	0	3	0	5	0	0	0	0	11	0	0	0	0	14	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	216	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	17
assemblage-939-363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	92	0	0	0	0	0	322	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	31	4	0	0	0	26
assemblage-620-507	0	0	0	0	0	35	0	97	0	90	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	0	0	0	0	0	0	0	24
assemblage-845-912	0	0	0	0	0	177	0	40	0	0	0	8	0	0	10	13	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121	0	37	0	0	0	0	0	9	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	11
assemblage-249-343	0	17	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
assemblage-113-897	0	0	0	0	0	0	0	207	0	4	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83	0	123	0	0	0	13	0	0	0	0	0	0	0	0	2	10	0	0	0	0	0	0	0	42	11
assemblage-725-980	0	0	0	0	0	74	0	34	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	203	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	82	0	0	0	0	0	0	0	21
assemblage-486-668	0	0	0	0	0	71	0	49	0	55	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	159	0	0	0	0	0	0	0	22
assemblage-393-317	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	95	0	0	0	0	0	0	0	9	0	0	0	0	137	0	0	0	0	0	0	0	0	0	0	0	0	0	184	0	0	18	0	0	0	0	0	0	0	4
assemblage-868-903	0	0	0	0	22	92	0	71	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	172	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	4
assemblage-482-665	0	0	0	4	0	52	0	52	0	50	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	174	0	0	0	0	0	0	0	9
assemblage-685-298	0	0	0	0	0	31	0	36	0	5	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	212	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	164	0	0	0	0	0	0	0	18
assemblage-602-930	0	0	0	0	0	61	0	81	0	15	7	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	0	23	0	0	0	0	0	0	0	0	0	0	6	0	0	0	70	0	0	0	0	0	0	4	17
assemblage-243-471	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	277	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107	0	42	0	0	0	0	0	18
assemblage-746-471	0	0	0	0	22	99	0	165	0	13	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	9	22	0	0	0	59	0	0	0	0	0	0	0	8
assemblage-104-339	0	0	0	0	0	2	0	144	0	0	0	0	0	0	0	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	175	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	37	0	0	0	0	0	14
assemblage-748-479	0	0	0	0	0	23	0	135	0	32	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	80	0	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	15
assemblage-726-586	0	0	0	0	0	108	0	15	0	71	0	0	0	0	0	0	9	0	0	0	0	7	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	27	0	130	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0	23	0	0	0	0	6
assemblage-523-751	0	0	0	0	0	56	0	52	0	0	0	5	0	0	0	0	0	0	0	19	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0	189	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0	10
assemblage-901-855	0	0	0	0	0	11	0	10	0	0	0	0	0	0	0	0	0	5	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	282	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0	0	0	0	0	7
assemblage-247-99	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	71	0	0	0	0	36	0	0	0	0	0	0	0	263	0	0	0	0	0	0	0	0	0	0	0	0	0	73	0	0	18	0	0	0	0	0	0	0	21
assemblage-828-627	0	0	0	0	0	239	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	147	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	8
assemblage-613-755	0	0	0	0	0	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	282	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	15	0	0	0	0	0	7	0	17
assemblage-227-792	29	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	287	0	0	0	0	0	0	24	0	0	0	0	0	0	24	0	0	90	0	0	0	0	1	0	0	18
