Assemblage_Name	3-5583905-0	3-8169511-5777736	3-9236826-2	962386-0-7758380	1-3-7168663	1615535-9514046-2	1076290-0-2	1-6863286-2	1-3-6166187	1-3-3087818	5900629-3-2	3-8169511-0	962386-0-2	2877882-3-6884112	3-8169511-7795566	2910558-8169511-3414351	1-891337-2	3-8169511-524382	1-3-9317215	2910558-9209009-0	3-2-2	7374824-0-2	447837-8169511-0	1-3-1277913	1-0-4579588	1-9286612-2	5629208-2-2	1-8246825-2	7755904-0-2	1-3-1142044	2910558-8169511-0	1-0-4433820	2590210-0-2	1-7175332-2	1-9641998-2	8583753-4134718-2	7930743-3-2	3-563162-2	1-1627680-2	2910558-8301605-0	0-3-3	1135151-8169511-0	1-5924029-2	5985277-3-2	1-3-3861070	2910558-6890276-0	1-0-3418858	962386-0-3455253	1-3-4211617	2282963-3-2	5954042-3-2	1-0-7276356	6484003-3-3993279	3544158-0-2	1-3-1673484	0-2-3	1-3-2344215	1-3-8660686	1177105-3-2608301	1-3-8072236	1-3-2	1-6863286-5343237	1-7463809-2	7778201-3-2	1-4134718-2	900661-0-2	3-8169511-5761833	1-9514046-2	58318-3-2	3312334-4860533-0	2836663-8169511-0	9227755-3-2	2910558-8169511-4600213	5985277-2743983-2	1-0-2	58318-8913995-2	1495795-0-7985680	1-3-4790414	5629208-8009204-2	9973309-3-2	7868919-4860533-0	1-1416352-2	3-8169511-2714502	962386-0-2597279	1626041-9236826-2	3-8169511-8895032	9424168-4860533-0	2910558-4860533-0	1177105-3-2	2858988-3-2	1-9693146-7486245	3-0-2	7324168-4134718-2	1028342-3-2	7524879-3-3	5311752-3-2	9170936-3-2	1-2942762-1142044	1-3-6884112	1495795-0-2	6973705-0-3418858	1-3-488446	3431506-0-2	1-0-3981688
assemblage-238-92	0	28	0	0	0	0	0	0	0	0	0	196	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	16	0	0	0	0	0	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16
assemblage-747-593	0	0	0	0	0	0	0	0	0	0	0	13	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	0	0	0	45	0	0	104	0	0	0	0	0	0	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
assemblage-234-493	0	0	0	0	0	0	0	0	0	0	0	63	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	237	0	0	0	31	0	0	0	0	0	0	0	56	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19
assemblage-595-739	0	0	4	13	0	0	0	0	0	0	0	77	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137	0	0	0	0	0	0	66	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15
assemblage-571-457	0	16	0	0	0	0	0	0	0	0	0	236	0	40	0	0	10	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	6	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20
assemblage-689-282	0	0	18	0	0	0	18	0	0	0	0	123	69	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	164	0	0	0	0	0	0	0	0	0	0	6	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	10
assemblage-328-698	0	0	0	0	0	0	0	5	0	0	0	42	0	0	20	0	0	20	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	134	0	0	0	0	0	0	0	0	0	179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
assemblage-253-726	0	0	28	0	0	0	17	0	0	0	0	10	68	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	148	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	11	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	29
assemblage-340-683	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	48	0	0	0	59	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	21	0	0	95	0	0	0	0	0	0	0	0	0	134	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14
assemblage-730-622	0	0	0	0	0	0	0	0	0	0	0	95	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	0	0	0	18	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	8
assemblage-599-945	0	0	73	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	188	0	0	0	0	0	0	110	0	0	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	20
assemblage-465-737	0	0	0	0	0	0	0	15	0	0	0	59	0	0	8	0	0	20	20	0	0	21	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	14	0	0	138	0	0	0	0	0	0	0	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	26
assemblage-604-525	0	0	21	0	0	0	0	0	0	0	0	50	55	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	79	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	9	0	0	0	0	0	0	102	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	31
assemblage-604-735	0	0	24	20	0	0	0	0	0	0	0	19	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	162	0	0	0	0	0	0	78	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14
assemblage-234-166	0	22	0	0	0	0	0	0	0	0	0	232	0	47	0	0	5	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	4	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	5	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
assemblage-351-499	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	33	0	0	0	26	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	149	0	0	0	0	0	0	0	0	0	59	0	0	0	0	14	0	0	0	0	0	0	0	9	31	0	0	0	0	0	0	62	0	0	0	0	0	0	0	36
assemblage-224-673	0	17	0	0	0	0	0	0	0	0	0	72	0	18	0	0	31	0	0	0	0	26	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	79	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	106	26	0	0	0	0	0	0	0	0	0	8	0	3	0	0	14
assemblage-669-934	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	61	0	0	5	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	166	0	0	0	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	7	0	0	5	0	0	0	0	36
assemblage-455-398	0	0	0	0	0	0	0	0	0	0	0	108	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	0	0	0	10	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	7
assemblage-473-651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	101	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	23
assemblage-612-775	0	0	0	0	0	0	0	0	0	0	0	130	0	0	0	0	0	0	18	0	0	39	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0	0	0	0	0	0	0	0	0	56	0	0	0	0	12	0	0	0	0	0	0	10	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
assemblage-268-734	0	0	34	0	0	0	6	0	0	0	0	8	80	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	168	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	7	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	15	0	0	0	17
assemblage-336-700	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	33	61	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	82	0	0	0	193	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18
assemblage-238-351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	104	0	0	0	0	0	0	0	0	0	84	0	0	0	0	0	0	0	0	0	0	0	0	182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22
assemblage-470-744	0	0	0	0	0	0	0	67	0	0	0	102	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	131	0	0	0	82	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	31	0	0	0	0	0	0	0	14
assemblage-331-183	0	0	0	0	0	0	0	0	0	0	8	93	0	0	0	0	0	0	6	0	0	17	17	0	0	15	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	0	0	0	0	0	0	0	0	0	160	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	17
assemblage-696-280	0	0	21	0	0	0	23	0	0	0	0	108	85	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22
assemblage-757-478	0	0	0	6	0	0	0	0	0	0	0	74	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138	0	0	0	0	0	0	77	0	0	0	0	0	0	15	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20
assemblage-617-283	0	0	0	0	0	0	0	0	0	0	0	136	8	0	0	0	0	15	0	7	0	26	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	53	0	0	0	74	0	0	0	0	0	0	0	25	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
assemblage-361-733	0	0	13	0	0	0	26	0	0	0	0	91	74	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	11
assemblage-925-970	0	0	66	0	0	0	0	0	0	0	0	57	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	189	0	0	0	0	0	0	36	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26
assemblage-849-911	0	0	0	0	0	0	0	0	0	9	0	46	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	0	8	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
assemblage-341-187	0	28	0	0	0	0	0	0	0	0	0	95	0	17	0	0	20	0	0	0	0	29	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	62	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	100	16	0	0	0	0	0	0	0	0	0	11	0	7	0	0	12
assemblage-227-460	0	0	0	0	0	0	0	0	0	0	0	130	8	0	0	0	0	10	0	5	0	29	0	0	0	0	0	0	0	0	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	66	0	0	0	0	0	4	0	18	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17
assemblage-885-866	0	0	0	0	0	0	0	69	0	0	0	105	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	135	0	0	0	62	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	45	0	0	0	0	0	0	0	19
assemblage-343-696	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	31	0	0	0	75	0	0	0	0	0	0	0	0	27	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	18	0	0	107	0	0	0	0	0	0	0	0	0	116	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14
assemblage-581-731	0	0	6	22	0	0	0	0	0	0	0	14	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	178	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	8
assemblage-897-857	0	0	0	0	0	0	0	63	0	0	0	106	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	121	0	0	0	83	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	45	0	0	0	0	0	0	0	18
assemblage-474-671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	102	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	17
assemblage-262-640	0	0	0	0	0	0	0	0	0	0	0	118	0	0	0	0	0	0	35	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	0	0	0	0	0	0	0	0	0	42	0	0	0	0	10	0	0	0	0	0	0	8	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16
assemblage-942-369	0	0	0	0	0	0	0	0	0	0	0	154	4	0	0	0	0	12	0	7	0	31	0	0	0	0	0	0	0	0	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	74	0	0	0	0	0	3	0	9	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
assemblage-239-945	0	0	0	0	0	0	0	0	0	0	0	12	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127	0	0	0	36	0	0	110	0	0	0	0	0	0	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
assemblage-831-655	0	0	9	0	0	0	0	0	0	0	0	130	200	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	0	0	0	14	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
assemblage-894-875	0	0	0	0	0	0	0	0	0	0	0	33	0	0	16	0	0	20	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	157	0	0	0	0	0	0	0	0	0	183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24
assemblage-364-249	0	0	0	0	0	0	0	0	0	0	0	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	97	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132	0	0	0	44	0	0	0	0	0	0	0	47	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16
assemblage-509-129	0	0	0	0	0	0	0	0	0	0	0	54	0	0	19	0	0	14	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	152	0	0	0	0	0	0	0	0	0	165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19
