Assemblage_Name	8188196-3-6181728	2631951-3-495572	0-3604304-3320693	1-3673358-4794811	5427324-3-3	4583335-2-1	623813-3-0	8188196-3-3	3-1-5442471	4840973-2091670-3	5637215-3604304-4050946	2108375-3-4638124	5423117-9878099-5932334	7956702-3-0	8188196-3-7773052	8188196-356541-92697	4-0-2463818	53092-3-8133537	1-3-629684	6317390-3-4794811	3-1-4025863	3386782-8134212-2865669	5423117-2821033-1	8188196-9586596-495572	2108375-3-495572	8514298-0-4	2470751-8134212-2865669	4840973-3-3	1-5911320-0	8064745-3-3	5068314-2-1	1-3426746-4794811	4-0-1219874	8188196-3-9650170	8188196-3-495572	3-6984863-4	5423117-5151840-1	4-7243425-4	3-5931142-9317008	0-3604304-4050946	1442754-0-9283514	5423117-5329456-1	4-0-868439	6808333-3-495572	4-0-4	3-1-4	4508783-8134212-2865669	8188196-3-92697	3-835648-5442471	9674742-0-4	3-8134212-2865669	5068314-1511223-1	4-5005894-4	5423117-2-2663394	1-3-0	5423117-2-1	4-0-1029083	1-5822173-0	2835838-0-4	53092-3-495572	4661660-3-0	8188196-310096-495572	5797260-3-0	6961084-3-3	1-9480114-4794811	3288891-0-7889356	1-3-5035003	104768-3-495572	1-3-159673	4-0-3987179	4933211-1-5442471	8188196-1919021-3	1408793-0-4	1841766-0-4	6902285-3-0	4-6161532-1029083	9562388-1-4	9443053-0-2082799	1-627191-0	9402829-0-4	1-1352747-0	8188196-104512-495572	8188196-797111-3	222806-5822173-0	5423117-2-3669745	8188196-3-5855278	9547513-3-3	5959831-8134212-2865669	0-3604304-1	4-0-2082799	8188196-2129880-3	53092-5598465-495572	3-2-2	2066244-2-1	7910263-3-4794811	3-6909945-5442471	1-3-4794811	6922183-3-92697	4-0-4385636	4083222-9878099-1	5423117-9878099-1	3288891-0-4	3-5931142-2865669	8192354-3-3	946568-2-1	5423117-1299131-1
assemblage-571-457	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	5	0	5	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	29	207	0	0	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16
assemblage-689-282	0	0	0	0	0	0	5	0	0	0	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	93	0	0	0	93	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
assemblage-328-698	0	0	0	0	0	0	0	207	32	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	22	0	0	0	0	0	0	47	0	0	0	0	23	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	72	0	0	0	0	0	0	20	0	12
assemblage-253-726	0	0	0	0	0	0	0	0	0	0	245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	44	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
assemblage-340-683	0	0	0	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	88	137	17	0	0	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	23
assemblage-730-622	0	0	0	0	0	0	0	0	190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	0	0	0	0	0	0	0	0	0	15	8	0	9	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	79	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	23
assemblage-599-945	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	6	28	0	0	0	0	0	0	0	0	0	4	0	9	0	0	106	8	0	0	0	0	86	0	0	0	56	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21
assemblage-465-737	0	0	0	0	0	0	0	128	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	18	0	0	16	0	8	0	0	0	0	43	103	8	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	16	0	19
assemblage-604-525	0	0	0	0	0	8	0	0	15	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	0	0	0	0	0	21	0	0	0	0	0	0	0	0	118	13	0	0	0	0	52	0	0	0	117	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	6
assemblage-604-735	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	9	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	102	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83	0	0	0	0	0	0	0	0	0	0	0	9	40	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	28
assemblage-234-166	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	3	0	10	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	21	189	0	0	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19
assemblage-351-499	0	0	0	0	0	0	0	119	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	95	138	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	44	0	7
assemblage-224-673	0	11	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	6	69	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	199	61	47	0	0	42	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16
assemblage-669-934	0	0	0	0	12	0	0	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	114	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	25	41	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	12
assemblage-455-398	0	0	0	0	0	0	0	0	196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	0	0	0	0	0	0	0	0	0	15	7	0	7	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	29
assemblage-473-651	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	128	0	0	0	0	54	135	0	0	0	0	0	0	0	0	10	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	7
assemblage-612-775	0	4	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	14	0	0	85	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	51	39	155	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	23
assemblage-268-734	0	0	0	0	0	0	0	0	0	0	214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	36	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16
assemblage-336-700	0	0	0	0	0	0	0	140	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	21	0	2	0	0	0	0	54	134	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	16	0	33	0	15
assemblage-238-351	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	163	74	0	0	0	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	3	0	15
assemblage-470-744	0	0	0	0	0	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	83	0	0	0	0	0	0	0	138	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	4	0	0	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0	0	5	0	19
assemblage-331-183	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	158	97	57	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	29
assemblage-696-280	0	0	0	0	0	0	0	0	0	0	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	0	0	0	0	0	95	0	0	0	65	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
assemblage-757-478	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	34	93	0	0	0	0	0	0	0	0	0	0	0	0	0	96	0	0	0	0	0	25	0	3	0	60	30	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	6	0	0	8
assemblage-617-283	0	0	0	0	0	0	0	19	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	85	0	0	8	0	0	0	0	0	0	60	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0	11	0	0	0	8
assemblage-361-733	0	0	0	0	0	0	0	0	0	0	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0	0	0	0	0	98	0	0	0	67	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15
assemblage-925-970	0	0	0	0	0	0	0	17	92	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	15	0	0	0	0	0	0	0	17	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	159	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	11	0	0	0	0	0	9	0	0	21
assemblage-849-911	0	0	0	0	0	0	0	55	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	181	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	109	0	0	0	0	0	0	0	0	4
assemblage-341-187	0	16	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	4	69	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	203	44	33	0	0	48	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	19
assemblage-227-460	0	0	0	0	0	0	0	17	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	82	0	0	18	0	0	0	0	0	0	56	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	12	0	0	0	23
assemblage-885-866	0	0	0	0	0	0	0	72	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0	0	0	0	0	0	0	0	0	0	0	81	0	0	0	0	0	0	0	121	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0	0	0	0	9	0	14
assemblage-343-696	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	13	0	0	5	0	0	0	0	0	0	81	126	10	0	0	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	21
assemblage-581-731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	9	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	81	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	0	0	0	0	0	0	0	0	0	0	0	15	34	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	30
assemblage-897-857	0	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	0	0	0	0	0	0	0	0	0	6	0	0	83	0	0	0	0	0	0	0	129	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0	0	0	0	0	0	19
assemblage-474-671	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	0	0	0	0	72	116	0	0	0	0	0	0	0	0	9	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	6
assemblage-262-640	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	27	0	0	84	0	0	0	0	0	0	0	6	0	0	0	0	21	0	0	0	0	0	0	33	46	178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	22
assemblage-942-369	0	0	0	0	0	0	0	19	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	72	0	0	16	0	0	0	0	0	0	51	99	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	98	0	0	0	0	19	0	0	0	12
assemblage-239-945	0	0	0	0	0	0	0	137	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	11	0	0	0	0	0	0	0	146	0	0	0	0	28	0	0	0	0	10	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	21	0	0	0	5	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	7
assemblage-831-655	0	0	0	0	0	0	0	0	0	0	7	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	11	0	0	0	122	0	0	0	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
assemblage-894-875	0	0	0	0	0	0	0	204	18	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	6	0	0	0	0	0	0	60	0	0	0	0	25	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	67	0	0	0	0	0	0	18	0	21
