Assemblage_Name	705140-6959727-1	2582360-2242608-3	4-7076368-1	7154947-0-4	6019303-4459492-3	0-9511567-7686244	4-4734558-2023849	1292680-2-4	2888960-6959727-8214397	4-6167963-4216175	4-8127565-8556919	4-9977884-274947	4398288-6167963-1513191	2590917-7076368-1	4-2563290-1	0-9511567-4	4-45425-1	4-2980300-1	4-5838499-1	4-1618691-1	0-0-1411221	2054453-7076368-1	4-2221334-1	0-3699203-4	0-0-7929393	4-2-6522978	4-5619868-2023849	0-6175541-4	3-4-452824	5873798-7076368-1	4900504-2-1	6019303-1-9241062	9495326-5896912-1	0-0-7233989	8067300-0-4	4-2-1621600	4-2-4531198	3-2-4	5830645-2-1	9618663-2-1	2311303-0-9370825	2273973-4215189-2023849	4-2-8699995	2888960-4190436-1	4-6167963-1513191	4-7076368-2430069	4-4215189-653392	4-1072945-1	4419799-4215189-2023849	6019303-2970794-3	8067300-0-1358761	6019303-8839548-3	0-0-4	4-2027022-1	6685138-4215189-2023849	4-5998598-1	4-8067989-1	2-0-0	7920441-2-1	8509798-1-3	0-0-8375484	4-9239460-1	4-4026443-1	747942-4215189-8556919	90797-7076368-1	0-0-1141713	6643404-6959727-452437	0-9511567-6840233	0-9511567-4551171	4-6167963-6045825	963618-5181440-2023849	0-8268345-4	4-7076368-2023849	1608746-9977884-1	4-2365840-1	4-8015232-1	4-8532876-1	4-3503132-2023849	2888960-6959727-1	4-4215189-8556919	2582360-229072-3	3-4088932-4	330410-0-4	4-2-2717693	4-9977884-5062614	4-7076368-7484588	4-5634427-1	0-3069303-4	4-9765508-3773548	4-9977884-9385118	4-6167963-8046305	4-2-1	4-7678360-1	3152782-2-1	0-0-6766542	4-2525873-2023849	4-4215189-2023849	3-4-0	4-2-1604466	4-9977884-1	4-9094821-1	8568107-4215189-2023849	2888960-7076368-1	4-5924584-2023849	6019303-1-3	7443602-2-1	4-2-9162356	4-4385942-1	3019969-2-1	4-9977884-7722514	6770098-4215189-2023849	4-1919731-2023849	0-5115225-4	4-234656-8556919	2888960-6959727-452437	2311303-0-4	9495326-6167963-1	6019303-1-5288765	4-2602459-1	4-2059885-1	4-4215189-8066795	4-8480149-2023849	2582360-1-3	4-3036946-2023849	2384841-4215189-2023849	8418704-2-1	4-9765508-1	4-6167963-4610779	4-4215189-8501082	4-7076368-8949193	9295663-1-3	4-6167963-1	2665658-4-0	4-4215189-8130827	0-448536-4	5580284-6167963-1	5895426-9977884-1
assemblage-250-731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	21	0	34	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	19
assemblage-747-590	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	9	0	0	0	0	0	0	0	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	319	0	0	0	0	18
assemblage-96-896	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	68	0	0	0	0	0	0	0	0	0	0	0	7	0	9	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	157	0	0	0	0	0	0	0	0	0	0	0	0	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	29
assemblage-759-483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	311	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	22
assemblage-677-301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	0	0	0	0	0	0	0	19	0	15	0	0	0	37
assemblage-700-275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	24
assemblage-240-941	0	0	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	0	0	0	0	0	0	0	23	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	273	0	0	0	0	15
assemblage-467-749	0	0	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	2	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	25	79	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	24	0	0	31	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	157	0	0	0	0	12
assemblage-636-922	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	0	0	0	0	0	0	0	17	0	12	0	0	0	24
assemblage-678-943	0	0	14	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	91	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	158	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	37
