Assemblage_Name	7359192-4-1	2968173-3-2	5006049-0-2	3-3-4385846	0-1145470-2	2-4-1820047	3-3-4858268	3-3-1111799	1-3-2	1-0-2	2-2-1	381130-4-1	2-4-1	2-3-1	3-3-2	1-3-7996347	3-7561757-2	2-4-413222	2-9374947-1	0-3-2	2-2-9957332	2-6013449-1	2-4-7092929
assemblage-250-731	0	0	28	0	65	0	0	0	4	0	0	0	180	0	60	39	0	0	0	117	0	0	7
assemblage-747-590	0	0	0	0	0	0	0	0	0	0	16	0	239	0	221	0	0	15	0	0	0	0	9
assemblage-96-896	0	0	35	0	19	0	0	0	0	4	51	0	159	25	125	9	0	0	0	69	0	0	4
assemblage-759-483	0	0	29	0	0	0	0	0	0	0	108	0	141	0	161	0	0	0	0	55	0	0	6
assemblage-677-301	0	0	22	0	12	0	0	0	0	0	76	0	126	27	147	0	0	0	0	90	0	0	0
assemblage-700-275	0	0	51	0	0	0	0	0	0	0	113	0	159	29	121	0	0	0	0	26	0	0	1
assemblage-240-941	0	0	0	0	0	0	0	0	0	0	29	0	219	0	171	0	0	0	45	10	0	23	3
assemblage-467-749	0	0	0	0	0	0	0	0	0	0	0	0	344	0	155	0	0	0	0	0	0	0	1
assemblage-636-922	0	0	19	0	9	0	0	0	0	0	63	0	145	34	145	0	0	0	0	85	0	0	0
assemblage-678-943	0	0	0	0	0	0	0	0	0	0	0	0	154	0	345	0	0	0	0	0	0	0	1
assemblage-238-92	0	0	0	0	0	0	0	0	0	0	0	0	181	0	317	0	0	0	0	0	0	0	2
assemblage-747-593	0	0	46	84	0	0	0	0	0	0	5	0	177	0	101	0	0	0	0	85	0	0	2
assemblage-234-493	0	0	0	0	0	10	0	0	0	0	0	0	343	0	143	0	0	0	0	0	0	0	4
assemblage-595-739	0	0	23	0	0	0	0	7	0	0	35	0	174	3	218	0	0	0	0	37	0	0	3
assemblage-571-457	0	0	0	0	0	0	0	0	0	0	0	0	281	0	216	0	0	0	0	0	0	0	3
assemblage-689-282	0	0	11	0	0	0	0	0	0	0	56	0	175	27	150	0	0	0	0	74	0	0	7
assemblage-328-698	0	0	17	0	0	0	0	0	0	0	0	0	193	0	287	0	0	0	0	0	0	0	3
assemblage-253-726	0	0	24	0	63	0	0	0	12	0	0	0	173	0	54	33	0	0	0	133	0	0	8
assemblage-340-683	0	0	0	0	0	0	0	0	0	0	0	0	352	0	146	0	0	0	0	0	0	0	2
assemblage-730-622	0	0	64	0	0	0	0	0	0	0	31	0	267	0	118	0	0	0	0	14	0	0	6
assemblage-599-945	0	0	38	0	22	0	0	0	0	0	283	0	62	8	73	0	0	0	0	11	0	0	3
assemblage-465-737	0	0	17	0	0	0	0	0	0	0	0	0	267	0	215	0	0	0	0	0	0	0	1
assemblage-604-525	0	0	25	0	14	0	0	0	0	0	71	0	135	29	150	0	0	0	0	75	0	0	1
assemblage-604-735	0	0	17	0	14	0	0	0	0	0	159	0	98	0	190	0	0	0	0	9	0	0	13
assemblage-234-166	0	0	0	0	0	0	0	0	0	0	0	0	265	0	234	0	0	0	0	0	0	0	1
