Assemblage_Name	5094419-4-2	3-4481824-5935599	3-4481824-2	8428937-4-8514846	3-9935791-2	3-4105176-2	3-599822-2	7850040-4-2	3-4-5944172	3-3975277-2	0-3-5072540	4505601-4-0	8060986-4-2	4417942-4-0	4-9126718-0	3-7959279-2	3-4-5258796	6570049-4-2	3-540055-2	3-4-3515195	5920162-9732004-2	6737352-4-0	3-8088305-2	3-2461596-2	3907795-4481824-4871533	3614925-4-2	3-5212439-2	9912282-4-2	8937006-4-2	1-7593840-4	3-3216825-2	3-4489009-2	8428937-4-3612151	1-3-4	5920162-4-2	3-4-5457012	7620690-3-1	8428937-4-2	5037581-3-4	4-4-0	1-5345540-4	0-3-2	4-4-6236317	3-9883575-2	3-4-9792617	3907795-4481824-2	3-4-6719479	3-4-2	3-4481190-2	3907795-4481824-5101499	4-3-1	1-6075450-4	7769356-4-2	1831584-3-1
assemblage-250-731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	82	0	0	0	0	0	0	0	262	0	0	91	0	0	8
assemblage-747-590	0	0	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	58	0	71	0	0	0	0	0	0	0	159	0	0	0	0	0	14
assemblage-96-896	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	31	0	15	0	0	83	0	38	0	0	0	0	0	252	0	0	23	0	0	21
assemblage-759-483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	167	0	0	8	0	0	27	0	35	0	0	0	0	0	241	0	0	8	0	0	14
assemblage-677-301	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	35	0	0	0	0	0	69	0	49	0	0	0	0	0	263	0	0	0	0	0	16
assemblage-700-275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	14	0	93	0	0	84	0	6	0	0	0	0	0	219	0	0	3	0	0	3
assemblage-240-941	0	0	6	0	0	0	0	0	0	6	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123	0	0	7	24	0	74	0	0	8	0	0	0	0	182	0	0	12	19	0	9
assemblage-467-749	0	0	28	7	32	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	144	0	0	0	0	0	0	0	0	0	0	0	0	0	215	0	0	8	0	0	1
assemblage-636-922	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	35	0	0	0	0	0	66	0	47	0	0	0	0	0	281	0	0	6	0	0	3
assemblage-678-943	0	0	299	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92	9	0	0	0	11	0	0	0	0	0	0	0	0	0	68	0	0	0	0	0	9
assemblage-238-92	0	0	253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	178	0	42	0	0	0	2
assemblage-747-593	0	0	0	0	0	0	0	24	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	103	0	0	0	48	0	0	0	0	0	0	0	0	0	198	0	0	95	0	0	13
assemblage-234-493	0	0	4	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	26	0	0	0	109	0	0	0	0	0	0	0	0	0	129	0	0	28	0	14	6
assemblage-595-739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	0	0	71	27	0	13	0	3	0	0	0	0	0	292	0	0	7	0	0	5
assemblage-571-457	0	0	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	177	0	63	0	0	0	1
assemblage-689-282	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	6	31	0	0	179	0	0	0	0	0	0	0	163	0	0	47	0	0	7
assemblage-328-698	0	0	11	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	127	6	0	0	0	5	0	0	0	0	0	0	0	0	0	282	0	0	30	0	0	18
assemblage-253-726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	82	0	0	0	0	0	0	0	282	0	0	79	0	0	4
assemblage-340-683	0	0	31	6	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	135	0	0	0	0	0	0	0	0	0	0	0	0	0	237	0	0	11	0	0	3
assemblage-730-622	0	0	17	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	83	69	0	43	0	4	0	0	0	0	0	143	0	0	59	0	0	2
assemblage-599-945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	6	0	0	0	0	6	8	0	0	37	0	0	32	19	0	0	0	0	65	0	51	0	0	0	0	0	230	0	0	27	0	0	8
assemblage-465-737	0	0	36	5	6	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	101	48	0	0	0	21	0	0	0	0	0	0	0	0	0	216	0	0	33	0	0	7
assemblage-604-525	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	32	0	0	0	0	0	64	0	52	0	0	0	0	0	264	0	0	0	0	0	7
assemblage-604-735	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	26	0	0	67	0	35	0	0	0	0	0	235	0	0	57	0	0	13
assemblage-234-166	0	0	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	179	0	98	0	0	0	1
