Assemblage_Name	6947232-0-2	2885922-4-2	1362245-0-2	6739718-4-2	6739718-4-3051932	9217809-4-2	8624157-8420506-4	6433993-1-2	6739718-4-7563067	2-6228980-2	6739718-4-4208516	8727855-0-2	4074673-3-3	3-1-8679728	2-0-2	3-1-7211345	0-8420506-4	1347412-1-2	6739718-4-9287318	6739718-4-8656801	3-1-2	9005236-1-2	4331478-4-2	0-3-1	0-4-4	9637215-4-2	6739718-9135295-3051932
assemblage-340-683	0	0	0	9	144	0	0	0	0	0	0	0	0	0	250	0	0	0	0	0	53	41	0	0	0	0	3
assemblage-730-622	0	0	0	56	74	0	19	0	0	0	0	0	0	0	81	0	95	0	16	0	154	0	0	0	0	0	5
assemblage-599-945	0	0	0	116	45	11	0	0	0	0	0	0	8	0	109	0	76	0	0	0	92	0	0	0	37	0	6
assemblage-465-737	0	0	0	90	197	0	0	0	0	0	0	0	0	0	176	0	0	0	0	0	16	16	0	0	0	0	5
assemblage-604-525	0	0	0	129	31	0	0	0	0	0	0	0	0	0	8	4	157	0	0	0	134	0	0	0	31	0	6
assemblage-604-735	0	0	0	182	6	42	0	0	0	0	0	0	0	0	82	0	0	0	25	0	156	0	0	0	0	0	7
assemblage-234-166	0	0	0	72	70	0	0	0	0	0	0	0	0	0	228	0	0	0	0	25	0	44	0	0	0	51	10
assemblage-351-499	0	0	0	174	244	0	0	0	0	0	0	0	0	0	76	0	0	0	0	0	0	6	0	0	0	0	0
assemblage-224-673	0	0	0	197	53	0	0	0	0	0	0	0	0	0	197	0	0	0	0	0	0	37	0	0	0	14	2
assemblage-669-934	0	0	0	180	127	0	0	0	0	0	0	0	0	0	115	0	0	0	0	0	0	8	0	0	0	66	4
assemblage-455-398	0	0	0	59	69	0	21	0	0	0	0	0	0	0	97	0	63	0	13	0	173	0	0	0	0	0	5
assemblage-473-651	0	0	0	44	0	0	0	0	0	0	0	0	76	0	222	0	0	0	0	0	153	0	0	0	0	0	5
assemblage-612-775	0	0	0	240	28	0	0	0	0	0	0	0	0	0	172	0	0	0	0	0	0	11	0	0	0	45	4
assemblage-268-734	0	0	0	425	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	9
assemblage-336-700	30	0	0	109	208	0	0	0	0	0	0	0	0	0	145	0	0	0	0	0	0	5	0	0	0	0	3
assemblage-238-351	0	0	0	137	91	0	0	0	0	0	0	0	0	0	179	0	0	0	0	0	0	93	0	0	0	0	0
assemblage-470-744	0	0	0	119	185	0	0	0	0	0	0	0	0	0	174	0	0	0	0	0	9	0	0	0	0	0	13
assemblage-331-183	0	0	0	201	80	0	0	0	0	0	0	0	0	0	133	0	0	0	0	0	0	71	0	0	0	14	1
assemblage-696-280	0	0	0	253	73	92	0	0	0	0	0	0	0	0	29	0	8	0	0	0	28	0	0	0	13	0	4
assemblage-757-478	0	0	0	134	32	26	0	0	24	0	0	0	0	0	98	0	34	0	33	0	115	0	0	0	0	0	4
assemblage-617-283	0	0	0	216	120	0	0	4	0	0	10	0	0	0	46	0	0	0	0	0	104	0	0	0	0	0	0
assemblage-361-733	0	0	0	277	55	97	0	0	0	0	0	0	0	0	15	0	15	0	0	0	23	0	0	0	16	0	2
assemblage-925-970	0	0	0	166	0	20	0	0	0	0	0	0	0	0	82	0	65	0	0	0	156	0	0	0	0	0	11
assemblage-849-911	0	0	0	86	0	10	0	0	0	0	0	0	0	0	91	0	0	0	0	0	306	0	0	0	5	0	2
assemblage-341-187	0	0	0	209	41	0	0	0	0	0	0	0	0	0	216	0	0	0	0	0	0	17	0	0	0	17	0
assemblage-227-460	0	0	0	245	111	0	0	5	0	0	10	0	0	0	43	0	0	0	0	0	84	0	0	0	0	0	2
assemblage-885-866	0	0	0	133	216	0	0	0	0	0	0	0	0	0	133	0	0	0	0	0	5	9	0	0	0	0	4
assemblage-343-696	0	0	0	22	137	0	0	0	0	0	0	0	0	0	214	0	0	0	0	0	77	47	0	0	0	0	3
assemblage-581-731	0	0	0	173	4	50	0	0	0	0	0	0	0	0	89	0	10	0	22	0	150	0	0	0	0	0	2
assemblage-897-857	0	0	0	134	210	0	0	0	0	0	0	0	0	0	130	0	0	0	0	0	15	0	0	0	0	0	11
assemblage-474-671	0	0	0	54	0	0	0	0	0	0	0	0	51	0	200	0	0	0	0	0	189	0	0	0	0	0	6
assemblage-262-640	0	0	0	247	15	0	0	0	0	0	0	0	0	0	167	0	0	0	0	0	0	11	0	0	0	57	3
assemblage-942-369	0	0	0	201	133	0	0	7	0	0	13	0	0	0	38	0	0	0	0	0	102	0	0	0	0	0	6
assemblage-239-945	0	0	0	331	83	0	0	0	0	0	12	0	0	0	28	0	0	0	0	0	37	0	0	0	0	0	9
assemblage-831-655	0	0	0	204	26	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	241	0	0	0	10	0	13
assemblage-894-875	0	0	0	116	210	0	0	0	0	0	0	0	0	0	163	0	0	0	0	0	10	0	0	0	0	0	1
assemblage-364-249	0	0	0	61	202	0	0	0	0	0	0	0	0	0	19	0	5	0	0	0	208	0	0	0	0	0	5
assemblage-509-129	0	0	0	112	193	0	0	0	0	0	0	0	0	0	182	0	0	0	0	0	12	0	0	0	0	0	1
assemblage-233-168	0	0	0	184	33	0	0	0	0	0	0	0	0	0	242	0	0	0	0	0	0	4	0	0	0	31	6
assemblage-575-462	0	0	0	65	77	0	0	0	0	0	0	0	0	0	120	0	0	25	0	0	0	198	0	0	0	12	3
assemblage-247-170	0	0	0	211	18	0	0	0	0	0	0	0	0	0	238	0	0	0	0	0	0	6	0	0	0	21	6
assemblage-915-994	0	0	0	159	55	22	0	0	0	0	0	0	0	8	0	0	27	0	0	0	183	0	0	0	41	0	5
assemblage-903-862	0	0	0	152	178	0	0	0	0	0	0	0	0	0	157	0	0	0	0	0	5	0	0	0	0	0	8
assemblage-243-323	0	0	0	161	248	0	0	0	0	0	0	0	0	0	84	0	0	0	0	0	0	0	0	0	0	0	7
assemblage-218-797	0	0	0	162	103	0	0	0	0	0	0	0	0	0	155	0	0	0	0	0	0	69	0	0	0	11	0
assemblage-599-513	0	0	0	118	28	0	0	0	0	0	0	0	0	0	95	0	9	0	0	0	170	0	0	0	75	0	5
assemblage-361-291	0	0	0	317	82	0	0	0	0	0	30	0	0	0	23	0	0	0	0	0	43	0	0	0	0	0	5
assemblage-722-982	0	0	0	172	5	38	0	0	0	0	0	0	0	0	100	0	6	0	19	0	159	0	0	0	0	0	1
assemblage-412-850	0	0	0	112	181	0	0	0	0	0	0	0	0	0	174	0	0	0	0	0	0	0	0	0	0	32	1
assemblage-596-281	0	0	0	171	137	0	0	0	0	0	0	0	0	0	84	0	0	0	0	0	104	0	0	0	0	0	4
assemblage-731-474	0	0	0	168	12	36	0	0	0	0	0	0	0	0	111	0	6	0	22	0	140	0	0	0	0	0	5
assemblage-601-501	0	0	0	146	20	0	0	0	0	8	0	0	0	0	85	0	10	0	0	0	163	0	0	0	68	0	0
assemblage-421-842	0	0	0	172	105	0	0	0	0	0	0	0	0	0	140	0	0	0	0	0	0	82	0	0	0	0	1
assemblage-249-737	0	0	0	426	6	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	56	0	0	0	0	0	10
assemblage-810-118	0	0	0	349	11	9	0	0	0	0	0	0	0	0	34	0	0	0	0	0	64	0	0	0	26	0	7
assemblage-676-292	0	0	0	140	43	0	0	0	0	5	0	0	0	0	82	0	5	0	0	0	169	0	0	0	50	0	6
assemblage-367-320	0	0	0	207	15	0	0	0	0	0	0	0	0	0	242	0	0	0	0	0	0	8	0	0	0	20	8
assemblage-362-487	0	0	0	122	177	0	0	0	0	0	0	0	0	0	171	0	0	0	0	0	0	0	0	0	0	22	8
assemblage-347-470	0	0	0	168	235	0	0	0	0	0	0	0	0	0	93	0	0	0	0	0	0	0	0	0	0	0	4
assemblage-223-654	0	0	0	184	87	0	0	0	0	0	0	0	0	0	135	0	0	0	0	0	0	81	0	0	0	12	1
assemblage-734-991	0	0	0	174	7	45	0	0	0	0	0	0	0	0	109	0	0	0	14	0	149	0	0	0	0	0	2
assemblage-340-180	0	0	0	199	40	0	0	0	0	0	0	0	0	0	212	0	0	0	0	0	0	29	0	0	0	20	0
assemblage-251-956	0	0	0	174	8	0	19	0	0	0	0	0	0	0	148	0	19	0	0	0	130	0	0	0	0	0	2
assemblage-632-931	0	0	0	132	18	0	0	0	0	0	0	0	0	0	81	0	13	0	0	0	182	0	0	0	68	0	6
assemblage-757-602	0	0	0	139	20	0	20	0	0	0	0	0	0	0	115	0	42	0	0	0	162	0	0	0	0	0	2
assemblage-610-770	0	0	0	193	93	0	0	0	0	0	0	0	0	0	139	0	0	0	0	0	0	66	0	0	0	8	1
assemblage-239-733	0	0	0	425	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	11
assemblage-226-489	0	0	0	105	210	0	0	0	0	0	0	0	0	0	168	0	0	0	0	0	17	0	0	0	0	0	0
assemblage-618-925	0	0	0	113	50	0	0	0	0	0	0	0	5	0	109	0	79	0	0	0	90	0	0	0	42	0	12
assemblage-103-910	0	0	0	121	0	0	0	0	0	0	0	0	0	0	18	0	182	0	0	0	94	0	0	0	79	0	6
assemblage-365-492	0	0	0	193	115	0	0	0	0	0	0	0	0	0	117	0	0	0	0	0	0	7	0	0	0	63	5
assemblage-516-766	0	0	0	79	177	0	0	0	0	0	0	0	0	0	18	0	6	0	0	0	215	0	0	0	0	0	5
assemblage-606-504	0	0	0	104	38	7	0	0	0	0	0	0	10	0	102	0	74	0	0	0	115	0	0	0	49	0	1
assemblage-943-355	0	0	0	242	118	0	0	4	0	0	3	0	0	0	42	0	0	0	0	0	88	0	0	0	0	0	3
assemblage-110-907	0	0	0	122	0	0	0	0	0	0	0	0	0	0	12	0	138	0	0	0	127	0	0	0	97	0	4
assemblage-612-728	0	0	0	114	40	24	0	0	19	0	0	0	0	0	108	0	32	0	40	0	116	0	0	0	0	0	7
assemblage-222-939	0	0	0	146	15	0	19	0	0	0	0	0	0	0	139	0	15	0	0	0	164	0	0	0	0	0	2
assemblage-223-771	0	0	0	162	82	0	0	0	0	0	0	0	0	0	144	0	0	0	0	0	0	101	0	0	0	11	0
assemblage-230-174	0	0	0	184	26	0	0	0	0	0	0	0	0	0	257	0	0	0	0	0	0	7	0	0	0	22	4
assemblage-825-627	0	0	0	178	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	254	0	0	10	14	0	10
assemblage-815-115	0	0	0	91	0	8	0	0	0	0	0	0	0	0	108	0	0	0	0	0	273	0	0	0	18	0	2
assemblage-866-914	0	0	0	337	12	10	0	0	0	0	0	0	0	0	31	0	7	0	0	0	73	0	0	0	27	0	3
assemblage-943-359	0	0	0	86	84	0	0	0	0	0	0	0	0	0	119	0	0	0	0	0	205	0	0	0	0	0	6
assemblage-731-490	0	0	0	149	43	36	0	0	0	0	0	0	0	6	0	0	22	0	0	0	187	0	0	0	47	0	10
assemblage-218-462	0	0	0	91	119	0	0	0	0	0	0	0	0	0	90	0	0	0	0	0	194	0	0	0	0	0	6
assemblage-236-458	0	0	0	231	87	0	0	0	0	0	0	0	0	0	78	0	0	0	0	0	104	0	0	0	0	0	0
assemblage-358-487	0	0	0	201	108	0	0	0	0	0	0	0	0	0	120	0	0	0	0	0	0	8	0	0	0	61	2
assemblage-370-248	0	0	0	146	25	0	0	0	0	0	0	0	0	0	120	0	0	0	0	0	207	0	0	0	0	0	2
assemblage-212-161	0	0	0	82	64	0	0	0	0	0	0	0	0	0	219	0	0	0	0	24	0	48	0	0	0	54	9
assemblage-359-472	0	0	0	170	235	0	0	0	0	0	0	0	0	0	91	0	0	0	0	0	0	0	0	0	0	0	4
assemblage-352-687	0	0	0	28	141	0	0	0	0	0	0	0	0	0	229	0	0	0	0	0	60	38	0	0	0	0	4
assemblage-896-872	0	0	0	13	186	0	0	0	0	0	0	0	0	0	201	0	0	0	0	0	66	33	0	0	0	0	1
assemblage-818-651	0	0	0	162	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	281	0	0	8	10	0	8
assemblage-817-130	0	0	0	98	0	0	0	0	0	0	0	0	0	0	101	0	0	0	0	0	285	0	0	0	6	0	10
assemblage-228-644	0	0	0	192	37	0	0	0	0	0	0	0	0	0	228	0	0	0	0	0	0	22	0	0	0	21	0
assemblage-262-660	0	0	0	242	32	0	0	0	0	0	0	0	0	0	161	0	0	0	0	0	0	8	0	0	0	56	1
assemblage-261-342	0	0	0	118	152	0	0	0	0	0	0	0	0	0	195	0	0	0	0	0	0	0	0	0	0	31	4
assemblage-224-659	0	0	0	166	56	0	0	0	0	0	0	0	0	0	218	0	0	0	0	0	0	29	0	0	0	31	0
assemblage-909-972	0	0	0	162	0	13	0	0	0	0	0	0	0	0	100	0	52	0	0	0	162	0	0	0	0	0	11
assemblage-665-923	0	0	0	155	262	0	0	0	0	0	0	0	0	0	77	0	0	0	0	0	0	0	0	0	0	0	6
assemblage-752-603	0	0	0	63	208	0	0	0	0	0	0	0	0	0	14	0	11	0	0	0	200	0	0	0	0	0	4
assemblage-262-104	0	0	0	56	80	0	0	0	0	0	0	0	0	0	126	0	0	47	0	0	0	171	0	0	0	18	2
assemblage-858-890	0	0	0	74	29	0	0	0	0	0	0	0	0	0	68	0	41	0	0	0	273	0	0	0	0	0	15
assemblage-583-465	0	0	0	113	41	0	0	0	0	0	0	0	0	0	229	0	0	18	0	4	0	76	0	0	0	16	3
assemblage-258-727	0	0	0	434	6	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	47	0	0	0	0	0	6
assemblage-680-942	0	0	0	178	125	0	0	0	0	0	0	0	0	0	115	0	0	0	0	0	0	11	6	0	0	64	1
assemblage-594-508	0	0	0	140	40	0	0	0	0	0	0	0	0	0	16	0	123	0	0	0	144	0	0	0	29	0	8
assemblage-608-915	0	0	0	248	56	108	0	0	0	0	0	0	0	0	30	0	0	0	0	0	31	0	0	0	20	0	7
assemblage-339-716	0	0	0	92	38	4	0	0	0	0	0	0	6	0	141	0	83	0	0	0	101	0	0	0	33	0	2
assemblage-111-900	0	0	0	107	0	0	0	0	0	0	0	0	0	0	23	0	142	0	0	0	146	0	0	0	79	0	3
assemblage-608-767	0	0	0	238	31	0	0	0	0	0	0	0	0	0	141	0	0	0	0	0	0	7	0	0	0	82	1
assemblage-211-786	0	0	0	189	48	0	0	0	0	0	0	0	0	0	225	0	0	0	0	0	0	18	0	0	0	20	0
assemblage-247-716	0	0	0	435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	8	0	17
assemblage-353-255	0	0	0	384	54	0	0	0	0	0	10	0	0	0	21	0	0	0	0	0	28	0	0	0	0	0	3
assemblage-621-771	0	0	0	221	22	0	0	0	0	0	0	0	0	0	189	0	0	0	0	0	0	9	0	0	0	56	3
assemblage-814-115	0	0	0	105	0	0	0	0	0	0	0	0	0	0	81	0	0	0	0	0	303	0	0	0	8	0	3
assemblage-613-289	0	0	0	205	130	0	0	8	0	0	8	0	0	0	39	0	0	0	0	0	106	0	0	0	0	0	4
assemblage-94-905	0	0	0	95	0	0	0	0	0	0	0	0	0	0	16	0	158	0	0	0	135	0	0	0	92	0	4
assemblage-578-483	0	0	0	77	72	0	0	0	0	0	0	0	0	0	103	0	0	34	0	8	0	201	0	0	0	5	0
assemblage-604-772	0	0	0	60	132	0	0	0	0	0	0	0	0	0	156	0	0	13	0	13	0	75	0	0	0	41	10
assemblage-370-702	0	0	0	126	31	0	0	0	0	0	0	0	0	0	12	0	137	0	0	0	143	0	0	0	41	0	10
assemblage-608-762	0	0	0	155	92	0	0	0	0	0	0	0	0	0	149	0	0	0	0	0	0	82	0	0	0	21	1
assemblage-826-115	0	0	0	92	0	0	0	0	0	0	0	0	0	0	90	0	0	0	0	0	299	0	0	0	13	0	6
assemblage-734-616	0	0	0	123	18	0	0	0	0	0	0	0	0	0	157	0	0	0	0	0	202	0	0	0	0	0	0
assemblage-914-974	0	0	0	120	43	24	0	0	28	0	0	0	0	0	101	0	43	0	33	0	107	0	0	0	0	0	1
assemblage-248-353	0	0	0	143	130	0	0	0	0	0	0	0	0	0	159	0	0	0	0	0	0	68	0	0	0	0	0
assemblage-492-657	0	0	0	51	0	0	0	0	0	0	0	0	47	0	247	0	0	0	0	0	145	0	0	0	0	0	10
assemblage-818-645	0	0	0	172	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	282	0	0	0	9	0	12
assemblage-262-106	0	0	0	72	49	0	0	0	0	0	0	0	0	0	231	0	0	0	0	27	0	59	0	0	0	61	1
assemblage-891-868	14	0	0	108	186	0	0	0	0	0	0	0	0	0	168	0	0	0	0	0	14	9	0	0	0	0	1
assemblage-502-119	0	0	0	139	160	0	0	0	0	0	0	0	0	0	187	0	0	0	0	0	13	0	0	0	0	0	1
assemblage-939-363	0	0	0	214	120	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	108	0	0	0	0	0	4
assemblage-620-507	0	0	0	103	40	8	0	0	0	0	0	0	0	0	103	0	81	0	0	0	99	0	0	0	54	0	12
assemblage-845-912	0	0	0	87	0	10	0	0	0	0	0	0	0	0	111	0	0	0	0	0	282	0	0	0	7	0	3
assemblage-249-343	0	0	0	173	106	0	0	0	0	0	0	0	0	0	127	0	0	0	0	0	0	93	0	0	0	0	1
assemblage-113-897	0	0	0	120	0	0	0	0	0	0	0	0	0	0	14	0	167	0	0	0	112	0	0	0	86	0	1
assemblage-725-980	0	0	0	166	8	32	0	0	0	0	0	0	0	0	117	0	0	0	18	0	155	0	0	0	0	0	4
assemblage-486-668	0	0	0	47	0	0	0	0	0	0	0	0	73	0	213	0	0	0	0	0	158	0	0	0	0	0	9
assemblage-393-317	0	0	0	191	26	0	0	0	0	0	0	0	0	0	245	0	0	0	0	0	0	12	0	0	0	24	2
assemblage-868-903	0	0	0	353	6	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	66	0	0	0	24	0	7
assemblage-482-665	0	0	0	45	0	0	0	0	0	0	0	0	62	0	239	0	5	0	0	0	142	0	0	0	0	0	7
assemblage-685-298	0	0	0	268	72	89	0	0	0	0	0	0	0	0	24	0	4	0	0	0	27	0	0	0	14	0	2
assemblage-602-930	0	0	0	147	26	0	0	0	0	0	0	0	0	0	90	0	11	0	0	0	163	0	0	0	60	0	3
assemblage-243-471	0	0	0	105	206	0	0	0	0	0	0	0	0	0	165	0	0	0	0	0	21	0	0	0	0	0	3
assemblage-746-471	0	0	0	120	24	39	0	0	28	0	0	0	0	0	85	0	35	0	46	0	120	0	0	0	0	0	3
assemblage-104-339	0	0	0	94	86	0	0	0	0	0	0	0	0	0	117	0	0	0	0	0	198	0	0	0	0	0	5
assemblage-748-479	0	0	0	144	0	15	0	0	0	0	0	0	0	0	106	0	58	0	0	0	159	0	0	0	0	0	18
assemblage-726-586	0	0	0	129	16	0	15	0	0	0	0	0	0	0	138	0	29	0	0	0	172	0	0	0	0	0	1
assemblage-523-751	0	0	0	345	59	0	0	0	0	0	9	0	0	0	23	0	0	0	0	0	60	0	0	0	4	0	0
assemblage-901-855	0	0	0	154	191	0	0	0	0	0	0	0	0	0	132	0	0	0	0	0	5	6	0	0	0	0	12
assemblage-247-99	0	0	0	73	86	0	0	0	0	0	0	0	0	0	100	0	0	55	0	0	0	179	0	0	0	4	3
assemblage-828-627	0	0	0	159	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	276	0	0	5	9	0	5
assemblage-613-755	0	0	9	54	129	0	0	0	0	0	0	0	0	0	173	0	0	12	0	10	0	76	0	0	0	24	13
assemblage-227-792	0	0	0	174	95	0	0	0	0	0	0	0	0	0	154	0	0	0	0	0	0	66	0	0	0	11	0
assemblage-497-751	0	0	0	164	80	0	4	0	0	0	0	0	0	0	72	0	8	0	0	0	162	0	0	0	0	0	10
assemblage-618-292	0	0	0	79	104	0	0	0	0	0	0	0	0	0	110	0	0	0	0	0	206	0	0	0	0	0	1
assemblage-344-184	0	0	0	38	120	0	0	0	0	0	0	8	0	0	173	0	0	19	0	16	0	88	0	0	0	28	10
assemblage-461-403	0	0	0	337	7	8	0	0	0	0	0	0	0	0	27	0	0	0	0	0	74	0	0	0	38	0	9
assemblage-928-974	0	0	0	167	0	14	0	0	0	0	0	0	0	0	116	0	43	0	0	0	154	0	0	0	0	0	6
assemblage-114-348	0	0	0	212	86	0	0	0	0	0	0	0	0	0	72	0	0	0	0	0	125	0	0	0	0	0	5
assemblage-689-310	0	0	0	87	45	5	0	0	0	0	0	0	5	0	109	0	100	0	0	0	106	0	0	0	43	0	0
assemblage-937-366	0	0	0	100	227	0	0	0	0	0	0	0	0	0	151	0	0	0	0	0	22	0	0	0	0	0	0
assemblage-597-286	0	0	0	66	94	0	0	0	0	0	0	0	0	0	111	0	0	0	0	0	227	0	0	0	0	0	2
assemblage-358-189	0	0	0	178	45	0	0	0	0	0	0	0	0	0	225	0	0	0	0	0	0	23	0	0	0	26	3
assemblage-503-748	0	0	0	133	32	0	0	0	0	0	0	0	0	0	112	0	0	0	0	0	223	0	0	0	0	0	0
assemblage-685-929	0	0	0	157	140	0	0	0	0	0	0	0	0	0	157	0	0	0	0	0	0	0	0	0	0	42	4
assemblage-365-269	0	0	0	88	193	0	0	0	0	0	0	0	0	0	17	0	5	0	0	0	194	0	0	0	0	0	3
assemblage-357-276	0	0	0	156	17	0	12	0	0	0	0	0	0	0	129	0	17	0	0	0	165	0	0	0	0	0	4
assemblage-385-320	0	0	0	114	31	0	0	0	0	0	0	0	0	0	223	0	0	12	0	0	0	82	0	0	0	31	7
assemblage-237-956	0	0	0	130	17	0	25	0	0	0	0	0	0	0	139	0	10	0	0	0	176	0	0	0	0	0	3
assemblage-373-247	0	0	0	346	66	0	0	0	0	0	13	0	0	0	16	0	0	0	0	0	54	0	0	0	0	0	5
assemblage-732-983	0	0	0	154	56	28	0	0	0	0	0	0	0	6	7	0	21	0	0	0	183	0	0	0	42	0	3
assemblage-933-359	0	0	0	96	242	0	0	0	0	0	0	0	0	0	149	0	0	0	0	0	13	0	0	0	0	0	0
assemblage-110-333	0	0	0	83	213	0	0	0	0	0	0	0	0	0	176	0	0	0	0	0	26	0	0	0	0	0	2
assemblage-101-914	0	0	0	127	0	0	0	0	0	0	0	0	0	0	14	0	131	0	0	0	122	0	0	0	101	0	5
assemblage-936-352	0	0	0	110	97	0	0	0	0	0	0	0	0	0	109	0	0	0	0	0	177	0	0	0	0	0	7
assemblage-463-409	0	0	0	86	20	0	3	0	0	0	0	0	0	0	71	0	21	0	0	0	292	0	0	0	0	0	7
assemblage-472-737	0	0	0	112	209	0	0	0	0	0	0	0	0	0	167	0	0	0	0	0	11	0	0	0	0	0	1
assemblage-474-731	0	0	0	142	177	0	0	0	0	0	0	0	0	0	160	0	0	0	0	0	20	0	0	0	0	0	1
assemblage-226-782	0	0	0	50	134	0	0	0	0	0	0	0	0	0	173	0	0	13	0	14	0	71	0	0	0	32	13
assemblage-104-904	0	0	0	127	0	0	0	0	0	0	0	0	0	0	12	0	161	0	0	0	98	0	0	0	100	0	2
assemblage-605-286	0	0	0	193	115	0	0	0	0	0	0	0	0	0	74	0	0	0	0	0	116	0	0	0	0	0	2
assemblage-607-773	0	0	0	38	148	0	0	0	0	0	0	0	0	0	155	0	0	18	0	18	0	87	0	0	0	27	9
assemblage-327-693	0	0	0	142	201	0	0	0	0	0	0	0	0	0	137	0	0	0	0	0	13	4	0	0	0	0	3
assemblage-721-988	0	0	0	125	26	38	0	0	40	0	0	0	0	0	81	0	40	0	39	0	108	0	0	0	0	0	3
assemblage-243-933	0	0	0	71	207	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	195	0	0	0	0	0	15
assemblage-515-132	0	0	0	147	205	0	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	8	0	0	0	0	9
assemblage-344-482	0	0	0	149	149	0	0	0	0	0	0	0	0	0	153	0	0	0	0	0	0	26	0	0	0	19	4
assemblage-450-743	11	0	0	147	186	0	0	0	0	0	0	0	0	0	135	0	0	0	0	0	0	13	0	0	0	0	8
assemblage-236-475	0	0	0	208	118	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	118	0	0	0	0	0	5
assemblage-217-641	0	0	4	69	129	0	0	0	0	0	0	0	0	0	177	0	0	16	0	14	0	67	0	0	0	21	3
assemblage-564-470	0	0	0	102	47	0	0	0	0	0	0	0	0	0	199	0	0	6	0	0	0	101	0	0	0	42	3
assemblage-236-112	0	0	0	111	58	0	0	0	0	0	0	0	0	0	194	0	0	8	0	0	0	96	0	0	0	24	9
assemblage-608-503	0	0	0	161	53	23	0	0	0	0	0	0	0	0	51	0	73	0	0	0	92	0	0	0	38	0	9
assemblage-350-481	0	0	0	109	145	0	0	0	0	0	0	0	0	0	210	0	0	0	0	0	0	0	0	0	0	33	3
assemblage-377-697	0	0	0	266	68	80	0	0	0	0	0	0	0	0	30	0	0	0	0	0	39	0	0	0	11	0	6
