Assemblage_Name	6947232-0-2	2885922-4-2	1362245-0-2	6739718-4-2	6739718-4-3051932	9217809-4-2	8624157-8420506-4	6433993-1-2	6739718-4-7563067	2-6228980-2	6739718-4-4208516	8727855-0-2	4074673-3-3	3-1-8679728	2-0-2	3-1-7211345	0-8420506-4	1347412-1-2	6739718-4-9287318	6739718-4-8656801	3-1-2	9005236-1-2	4331478-4-2	0-3-1	0-4-4	9637215-4-2	6739718-9135295-3051932
assemblage-250-731	0	0	0	421	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	67	0	0	0	0	0	8
assemblage-747-590	0	0	0	126	25	0	0	0	0	0	0	0	0	0	134	0	0	0	0	0	214	0	0	0	0	0	1
assemblage-96-896	0	0	0	207	14	0	0	0	0	0	0	0	14	0	53	0	47	0	0	0	132	0	0	0	28	0	5
assemblage-759-483	0	0	0	147	0	21	0	0	0	0	0	0	0	0	96	0	71	0	0	0	160	0	0	0	0	0	5
assemblage-677-301	0	0	0	136	52	4	0	0	0	0	0	0	0	0	15	0	123	0	0	0	137	0	0	0	31	0	2
assemblage-700-275	0	0	0	133	31	0	0	0	0	0	0	0	0	0	104	0	0	0	0	0	148	0	0	0	73	0	11
assemblage-240-941	0	0	0	134	21	0	6	0	0	0	0	0	0	0	145	0	24	0	0	0	168	0	0	0	0	0	2
assemblage-467-749	0	0	0	10	163	0	0	0	0	0	0	0	0	0	221	0	0	0	0	0	76	27	0	0	0	0	3
assemblage-636-922	0	0	0	169	36	10	0	0	0	0	0	0	0	0	19	0	119	0	0	0	120	0	0	0	26	0	1
assemblage-678-943	0	0	0	141	118	0	0	0	0	0	0	0	0	0	202	0	0	0	0	0	0	0	0	0	0	36	3
assemblage-238-92	0	0	0	83	74	0	0	0	0	0	0	0	0	0	117	0	0	37	0	0	0	173	0	0	0	11	5
assemblage-747-593	0	0	0	344	73	0	0	0	0	0	10	0	0	0	27	0	0	0	0	0	42	0	0	0	0	0	4
assemblage-234-493	0	0	0	104	80	0	0	0	0	0	0	0	0	0	118	0	0	0	0	0	194	0	0	0	0	0	4
assemblage-595-739	0	0	0	123	34	32	0	0	26	0	0	0	0	0	80	0	32	0	42	0	126	0	0	0	0	0	5
assemblage-571-457	0	0	0	64	61	0	0	0	0	0	0	0	0	0	243	0	0	0	0	31	0	52	0	0	0	41	8
assemblage-689-282	0	0	0	282	58	86	0	0	0	0	0	0	0	0	17	0	0	0	0	0	35	0	0	0	19	0	3
assemblage-328-698	0	0	0	144	193	0	0	0	0	0	0	0	0	0	146	0	0	0	0	0	11	0	0	0	0	0	6
assemblage-253-726	0	0	0	412	5	5	0	0	0	0	0	0	0	0	0	0	9	0	0	0	64	0	0	0	0	0	5
